partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestotte;totalt
Bergen Høyre;12;1201;Kommune;2011;45783;35,2;24;2012;1278,00;536576,76;537854,76
Bergen KrFs hovedstyre;12;1201;Kommune;2011;7262;5,6;4;2012;1278,00;85110,64;86388,64
Miljøpartiet De Grønne i Bergen;12;1201;Kommune;2011;2550;2;1;2012;1278,00;29886,00;31164,00
Bergens Arbeiderparti Av N.K.P.;12;1201;Kommune;2011;129;0,1;0;2012;0,00;1511,88;1511,88
Bergen Rødt;12;1201;Kommune;2011;4139;3,2;2;2012;1278,00;48509,08;49787,08
Bergen Senterparti;12;1201;Kommune;2011;1777;1,4;1;2012;1278,00;20826,44;22104,44
Bergen Sv;12;1201;Kommune;2011;5691;4,4;3;2012;1278,00;66698,52;67976,52
BERGEN VENSTRE;12;1201;Kommune;2011;9110;7;5;2012;1278,00;106769,20;108047,20
Etne  Arbeidarparti;12;1211;Kommune;2011;563;28,3;6;2012;1278,00;6598,36;7876,36
Etne Framstegsparti;12;1211;Kommune;2011;263;13,2;3;2012;1278,00;3082,36;4360,36
Etne Høgre;12;1211;Kommune;2011;304;15,3;3;2012;1278,00;3562,88;4840,88
Etne KrF;12;1211;Kommune;2011;173;8,7;2;2012;1278,00;2027,56;3305,56
Etne Senterparti;12;1211;Kommune;2011;596;30;6;2012;1278,00;6985,12;8263,12
ETNE VENSTRE;12;1211;Kommune;2011;88;4,4;1;2012;1278,00;1031,36;2309,36
Sveio  Arbeidarparti;12;1216;Kommune;2011;534;20,6;5;2012;1278,00;6258,48;7536,48
Sveio Framstegsparti;12;1216;Kommune;2011;521;20,1;5;2012;1278,00;6106,12;7384,12
Sveio Høgre;12;1216;Kommune;2011;599;23,1;6;2012;1278,00;7020,28;8298,28
Sveio KrF;12;1216;Kommune;2011;332;12,8;4;2012;1278,00;3891,04;5169,04
Sveio Senterparti;12;1216;Kommune;2011;311;12;3;2012;1278,00;3644,92;4922,92
SVEIO VENSTRE;12;1216;Kommune;2011;137;5,3;1;2012;1278,00;1605,64;2883,64
Bømlo  Arbeidarparti;12;1219;Kommune;2011;1326;24;7;2012;1278,00;15540,72;16818,72
Bømlo Framstegsparti;12;1219;Kommune;2011;882;16;4;2012;1278,00;10337,04;11615,04
Bømlo Høgre;12;1219;Kommune;2011;1448;26,2;7;2012;1278,00;16970,56;18248,56
Bømlo KrF;12;1219;Kommune;2011;908;16,4;4;2012;1278,00;10641,76;11919,76
BØMLO VENSTRE;12;1219;Kommune;2011;342;6,2;2;2012;1278,00;4008,24;5286,24
Stord  Arbeidarparti;12;1221;Kommune;2011;2303;26,9;10;2012;1278,00;26991,16;28269,16
Demokratane på Stord;12;1221;Kommune;2011;225;2,6;1;2012;1278,00;2637,00;3915,00
Stord Framstegsparti;12;1221;Kommune;2011;1298;15,1;5;2012;1278,00;15212,56;16490,56
Stord Høgre;12;1221;Kommune;2011;2254;26,3;9;2012;1278,00;26416,88;27694,88
Stord KrF;12;1221;Kommune;2011;786;9,2;3;2012;1278,00;9211,92;10489,92
Rødt Stord;12;1221;Kommune;2011;117;1,4;0;2012;0,00;1371,24;1371,24
Stord Senterparti;12;1221;Kommune;2011;630;7,3;3;2012;1278,00;7383,60;8661,60
Stord Sv;12;1221;Kommune;2011;500;5,8;2;2012;1278,00;5860,00;7138,00
STORD VENSTRE;12;1221;Kommune;2011;460;5,4;2;2012;1278,00;5391,20;6669,20
Fitjar  Arbeidarparti;12;1222;Kommune;2011;235;15,1;3;2012;1278,00;2754,20;4032,20
Fitjar Framstegsparti;12;1222;Kommune;2011;101;6,5;1;2012;1278,00;1183,72;2461,72
Fitjar Høgre;12;1222;Kommune;2011;632;40,6;7;2012;1278,00;7407,04;8685,04
Fitjar KrF;12;1222;Kommune;2011;394;25,3;4;2012;1278,00;4617,68;5895,68
Fitjar Senterparti;12;1222;Kommune;2011;158;10,1;2;2012;1278,00;1851,76;3129,76
Tysnes  Arbeidarparti;12;1223;Kommune;2011;507;32,4;6;2012;1278,00;5942,04;7220,04
Tysnes Framstegsparti;12;1223;Kommune;2011;269;17,2;4;2012;1278,00;3152,68;4430,68
Høgre i Tysnes;12;1223;Kommune;2011;277;17,7;4;2012;1278,00;3246,44;4524,44
Tysnes Senterparti;12;1223;Kommune;2011;163;10,4;2;2012;1278,00;1910,36;3188,36
TYSNES VENSTRE;12;1223;Kommune;2011;121;7,7;2;2012;1278,00;1418,12;2696,12
Kvinnherad Framstegsparti;12;1224;Kommune;2011;906;13,9;5;2012;1278,00;10618,32;11896,32
Høgre i Kvinnherad;12;1224;Kommune;2011;2077;31,9;11;2012;1278,00;24342,44;25620,44
Kvinnherad KrF;12;1224;Kommune;2011;554;8,5;3;2012;1278,00;6492,88;7770,88
Kvinnherad Raudt;12;1224;Kommune;2011;111;1,7;0;2012;0,00;1300,92;1300,92
Kvinnherad Senterparti;12;1224;Kommune;2011;494;7,6;3;2012;1278,00;5789,68;7067,68
KVINNHERAD VENSTRE;12;1224;Kommune;2011;367;5,6;2;2012;1278,00;4301,24;5579,24
Jondal  Arbeidarparti;12;1227;Kommune;2011;138;22,8;4;2012;1278,00;1617,36;2895,36
Jondal KrF;12;1227;Kommune;2011;83;13,7;2;2012;1278,00;972,76;2250,76
Jondal Senterparti;12;1227;Kommune;2011;310;51,2;9;2012;1278,00;3633,20;4911,20
Odda Herreds Arb.parti.;12;1228;Kommune;2011;1215;33,1;9;2012;1278,00;14239,80;15517,80
Demokratane Odda;12;1228;Kommune;2011;231;6,3;2;2012;1278,00;2707,32;3985,32
Odda Høgre;12;1228;Kommune;2011;625;17;4;2012;1278,00;7325,00;8603,00
Raudt Odda;12;1228;Kommune;2011;422;11,5;3;2012;1278,00;4945,84;6223,84
Odda Senterparti;12;1228;Kommune;2011;220;6;2;2012;1278,00;2578,40;3856,40
ODDA VENSTRE;12;1228;Kommune;2011;374;10,2;3;2012;1278,00;4383,28;5661,28
Ullensvang Høgre;12;1231;Kommune;2011;371;19,8;4;2012;1278,00;4348,12;5626,12
Ullensvang KrF;12;1231;Kommune;2011;101;5,4;1;2012;1278,00;1183,72;2461,72
Ullensvang Rødt;12;1231;Kommune;2011;14;0,7;0;2012;0,00;164,08;164,08
Ullensvang Senterparti;12;1231;Kommune;2011;674;35,9;8;2012;1278,00;7899,28;9177,28
ULLENSVANG VENSTRE;12;1231;Kommune;2011;412;21,9;5;2012;1278,00;4828,64;6106,64
Eidfjord  Arbeidarparti;12;1232;Kommune;2011;159;29,3;5;2012;1278,00;1863,48;3141,48
Eidfjord Senterparti;12;1232;Kommune;2011;232;42,8;7;2012;1278,00;2719,04;3997,04
Eidfjord Venstre;12;1232;Kommune;2011;28;5,2;1;2012;1278,00;328,16;1606,16
Det norske Arbeiderparti;12;1233;Kommune;2011;127;20;3;2012;1278,00;1488,44;2766,44
Høgre i Ulvik;12;1233;Kommune;2011;111;17,5;3;2012;1278,00;1300,92;2578,92
Ulvik Senterparti;12;1233;Kommune;2011;122;19,2;3;2012;1278,00;1429,84;2707,84
ULVIK VENSTRE;12;1233;Kommune;2011;212;33,3;6;2012;1278,00;2484,64;3762,64
Granvin Høgrelag;12;1234;Kommune;2011;110;23,2;3;2012;1278,00;1289,20;2567,20
Granvin Senterparti;12;1234;Kommune;2011;149;31,4;4;2012;1278,00;1746,28;3024,28
GRANVIN VENSTRE;12;1234;Kommune;2011;166;34,9;5;2012;1278,00;1945,52;3223,52
Voss  Arbeidarparti;12;1235;Kommune;2011;2056;28,6;12;2012;1278,00;24096,32;25374,32
Voss Framstegsparti;12;1235;Kommune;2011;640;8,9;4;2012;1278,00;7500,80;8778,80
Voss Høgre;12;1235;Kommune;2011;1351;18,8;8;2012;1278,00;15833,72;17111,72
Voss KrF;12;1235;Kommune;2011;352;4,9;2;2012;1278,00;4125,44;5403,44
Voss Raudt;12;1235;Kommune;2011;192;2,7;1;2012;1278,00;2250,24;3528,24
Voss Senterparti;12;1235;Kommune;2011;1265;17,6;8;2012;1278,00;14825,80;16103,80
Voss Sv;12;1235;Kommune;2011;475;6,6;3;2012;1278,00;5567,00;6845,00
VOSS VENSTRE;12;1235;Kommune;2011;789;11;5;2012;1278,00;9247,08;10525,08
Kvam  Arbeidarparti;12;1238;Kommune;2011;634;14,1;4;2012;1278,00;7430,48;8708,48
Kvam Framstegsparti;12;1238;Kommune;2011;419;9,3;3;2012;1278,00;4910,68;6188,68
Kvam Høgre;12;1238;Kommune;2011;735;16,4;4;2012;1278,00;8614,20;9892,20
Kvam KrF;12;1238;Kommune;2011;614;13,7;4;2012;1278,00;7196,08;8474,08
Kvam Raudt;12;1238;Kommune;2011;84;1,9;0;2012;0,00;984,48;984,48
Kvam Senterparti;12;1238;Kommune;2011;968;21,5;6;2012;1278,00;11344,96;12622,96
Kvam Sv;12;1238;Kommune;2011;119;2,6;1;2012;1278,00;1394,68;2672,68
KVAM VENSTRE;12;1238;Kommune;2011;347;7,7;2;2012;1278,00;4066,84;5344,84
Fusa  Arbeidarparti;12;1241;Kommune;2011;331;16,4;3;2012;1278,00;3879,32;5157,32
Fusa Framstegsparti;12;1241;Kommune;2011;450;22,3;4;2012;1278,00;5274,00;6552,00
Fusa Høgre;12;1241;Kommune;2011;271;13,4;3;2012;1278,00;3176,12;4454,12
Fusa KrF;12;1241;Kommune;2011;256;12,7;3;2012;1278,00;3000,32;4278,32
Fusa Senterparti;12;1241;Kommune;2011;554;27,4;6;2012;1278,00;6492,88;7770,88
Fusa Sv;12;1241;Kommune;2011;74;3,7;1;2012;1278,00;867,28;2145,28
FUSA VENSTRE;12;1241;Kommune;2011;85;4,2;1;2012;1278,00;996,20;2274,20
Samnanger  Arbeidarparti;12;1242;Kommune;2011;335;26,3;6;2012;1278,00;3926,20;5204,20
Samnanger Framstegsparti;12;1242;Kommune;2011;236;18,5;4;2012;1278,00;2765,92;4043,92
Samnanger Høgre;12;1242;Kommune;2011;147;11,5;2;2012;1278,00;1722,84;3000,84
Samnanger KrF;12;1242;Kommune;2011;251;19,7;4;2012;1278,00;2941,72;4219,72
Samnanger Senterparti;12;1242;Kommune;2011;131;10,3;2;2012;1278,00;1535,32;2813,32
Os  Arbeidarparti;12;1243;Kommune;2011;1702;19,4;7;2012;1278,00;19947,44;21225,44
Os Framstegsparti;12;1243;Kommune;2011;3310;37,7;13;2012;1278,00;38793,20;40071,20
Os Høgre;12;1243;Kommune;2011;1406;16;6;2012;1278,00;16478,32;17756,32
Os KrF;12;1243;Kommune;2011;467;5,3;2;2012;1278,00;5473,24;6751,24
Os Senterparti;12;1243;Kommune;2011;292;3,3;1;2012;1278,00;3422,24;4700,24
Os Sv;12;1243;Kommune;2011;156;1,8;0;2012;0,00;1828,32;1828,32
OS VENSTRE;12;1243;Kommune;2011;469;5,3;2;2012;1278,00;5496,68;6774,68
Austevoll  Arbeidarparti;12;1244;Kommune;2011;191;7,4;2;2012;1278,00;2238,52;3516,52
Austevoll Framstegsparti;12;1244;Kommune;2011;1217;47,4;10;2012;1278,00;14263,24;15541,24
Austevoll Høgre;12;1244;Kommune;2011;795;31;6;2012;1278,00;9317,40;10595,40
Austevoll KrF;12;1244;Kommune;2011;146;5,7;1;2012;1278,00;1711,12;2989,12
Austevoll Senterparti;12;1244;Kommune;2011;175;6,8;2;2012;1278,00;2051,00;3329,00
AUSTEVOLL VENSTRE;12;1244;Kommune;2011;43;1,7;0;2012;0,00;503,96;503,96
Sund  Arbeidarparti;12;1245;Kommune;2011;600;20,1;5;2012;1278,00;7032,00;8310,00
Sund Framstegsparti;12;1245;Kommune;2011;487;16,3;4;2012;1278,00;5707,64;6985,64
Sund Høgre;12;1245;Kommune;2011;1310;43,9;11;2012;1278,00;15353,20;16631,20
Sund KrF;12;1245;Kommune;2011;139;4,7;1;2012;1278,00;1629,08;2907,08
Sund Senterparti;12;1245;Kommune;2011;221;7,4;2;2012;1278,00;2590,12;3868,12
Sund Sv;12;1245;Kommune;2011;81;2,7;1;2012;1278,00;949,32;2227,32
SUND VENSTRE;12;1245;Kommune;2011;143;4,8;1;2012;1278,00;1675,96;2953,96
Fjell  Arbeidarparti;12;1246;Kommune;2011;2274;21,9;10;2012;1278,00;26651,28;27929,28
Fjell Framstegsparti;12;1246;Kommune;2011;1828;17,6;8;2012;1278,00;21424,16;22702,16
Fjell Høgre;12;1246;Kommune;2011;2911;28;13;2012;1278,00;34116,92;35394,92
Fjell KrF;12;1246;Kommune;2011;1000;9,6;4;2012;1278,00;11720,00;12998,00
Fjell Senterparti;12;1246;Kommune;2011;258;2,5;1;2012;1278,00;3023,76;4301,76
Fjell Sv;12;1246;Kommune;2011;174;1,7;1;2012;1278,00;2039,28;3317,28
FJELL VENSTRE;12;1246;Kommune;2011;490;4,7;2;2012;1278,00;5742,80;7020,80
Askøy  Arbeiderparti;12;1247;Kommune;2011;3722;30;11;2012;1278,00;43621,84;44899,84
Demokratene;12;1247;Kommune;2011;522;4,2;2;2012;1278,00;6117,84;7395,84
Askøy Fremskrittsparti;12;1247;Kommune;2011;2020;16,3;6;2012;1278,00;23674,40;24952,40
Askøy Høyre;12;1247;Kommune;2011;4009;32,3;11;2012;1278,00;46985,48;48263,48
Askøy KrF;12;1247;Kommune;2011;760;6,1;2;2012;1278,00;8907,20;10185,20
Rødt Askøy;12;1247;Kommune;2011;208;1,7;0;2012;0,00;2437,76;2437,76
Askøy Sv;12;1247;Kommune;2011;388;3,1;1;2012;1278,00;4547,36;5825,36
ASKØY VENSTRE;12;1247;Kommune;2011;646;5,2;2;2012;1278,00;7571,12;8849,12
Vaksdal  Arbeidarparti;12;1251;Kommune;2011;940;44,1;10;2012;1278,00;11016,80;12294,80
Vaksdal Framstegsparti;12;1251;Kommune;2011;146;6,9;1;2012;1278,00;1711,12;2989,12
Vaksdal Høgre;12;1251;Kommune;2011;348;16,3;4;2012;1278,00;4078,56;5356,56
Vaksdal KrF;12;1251;Kommune;2011;214;10;2;2012;1278,00;2508,08;3786,08
Rødt Vaksdal;12;1251;Kommune;2011;17;0,8;0;2012;0,00;199,24;199,24
Vaksdal Senterparti;12;1251;Kommune;2011;268;12,6;3;2012;1278,00;3140,96;4418,96
Sosialistisk Venstreparti;12;1251;Kommune;2011;147;6,9;1;2012;1278,00;1722,84;3000,84
Osterøy  Arbeidarparti;12;1253;Kommune;2011;1372;34,7;10;2012;1278,00;16079,84;17357,84
Osterøy Framstegsparti;12;1253;Kommune;2011;675;17,1;5;2012;1278,00;7911,00;9189,00
Osterøy Høgre;12;1253;Kommune;2011;861;21,8;6;2012;1278,00;10090,92;11368,92
Osterøy KrF;12;1253;Kommune;2011;360;9,1;2;2012;1278,00;4219,20;5497,20
Rødt Osterøy;12;1253;Kommune;2011;86;2,2;0;2012;0,00;1007,92;1007,92
Osterøy Senterparti;12;1253;Kommune;2011;383;9,7;3;2012;1278,00;4488,76;5766,76
OSTERØY VENSTRE;12;1253;Kommune;2011;214;5,4;1;2012;1278,00;2508,08;3786,08
Meland  Arbeidarparti;12;1256;Kommune;2011;610;18;5;2012;1278,00;7149,20;8427,20
Meland Framstegsparti;12;1256;Kommune;2011;477;14,1;4;2012;1278,00;5590,44;6868,44
Meland Høgre;12;1256;Kommune;2011;822;24,2;6;2012;1278,00;9633,84;10911,84
Meland KrF;12;1256;Kommune;2011;373;11;3;2012;1278,00;4371,56;5649,56
Miljøpartiet De Grønne Meland;12;1256;Kommune;2011;111;3,3;1;2012;1278,00;1300,92;2578,92
Meland Senterparti;12;1256;Kommune;2011;562;16,6;4;2012;1278,00;6586,64;7864,64
MELAND VENSTRE;12;1256;Kommune;2011;225;6,6;2;2012;1278,00;2637,00;3915,00
Øygarden  Arbeidarparti;12;1259;Kommune;2011;712;30,5;7;2012;1278,00;8344,64;9622,64
Øygarden Framstegsparti;12;1259;Kommune;2011;221;9,5;2;2012;1278,00;2590,12;3868,12
Øygarden Høgre;12;1259;Kommune;2011;380;16,3;4;2012;1278,00;4453,60;5731,60
Øygarden KrF;12;1259;Kommune;2011;139;6;1;2012;1278,00;1629,08;2907,08
Radøy  Arbeidarparti;12;1260;Kommune;2011;398;16,2;5;2012;1278,00;4664,56;5942,56
Radøy Framstegsparti;12;1260;Kommune;2011;244;10;3;2012;1278,00;2859,68;4137,68
Radøy Høgre;12;1260;Kommune;2011;495;20,2;5;2012;1278,00;5801,40;7079,40
Radøy KrF;12;1260;Kommune;2011;207;8,4;2;2012;1278,00;2426,04;3704,04
Radøy Rødt;12;1260;Kommune;2011;46;1,9;0;2012;0,00;539,12;539,12
RADØY VENSTRE;12;1260;Kommune;2011;160;6,5;2;2012;1278,00;1875,20;3153,20
Lindås  Arbeidarparti;12;1263;Kommune;2011;1353;18,8;6;2012;1278,00;15857,16;17135,16
Lindås Framstegsparti;12;1263;Kommune;2011;1069;14,9;5;2012;1278,00;12528,68;13806,68
Lindås Høgre;12;1263;Kommune;2011;1591;22,1;7;2012;1278,00;18646,52;19924,52
Lindås KrF;12;1263;Kommune;2011;1897;26,4;8;2012;1278,00;22232,84;23510,84
Miljøpartiet De Grønne Lindås;12;1263;Kommune;2011;64;0,9;0;2012;0,00;750,08;750,08
Lindås Senterparti;12;1263;Kommune;2011;686;9,5;3;2012;1278,00;8039,92;9317,92
Lindås Sv;12;1263;Kommune;2011;135;1,9;0;2012;0,00;1582,20;1582,20
LINDÅS VENSTRE;12;1263;Kommune;2011;335;4,7;2;2012;1278,00;3926,20;5204,20
Austrheim  Arbeidarparti;12;1264;Kommune;2011;537;38;6;2012;1278,00;6293,64;7571,64
Austrheim Framstegsparti;12;1264;Kommune;2011;88;6,2;1;2012;1278,00;1031,36;2309,36
Austrheim Høgre;12;1264;Kommune;2011;392;27,7;5;2012;1278,00;4594,24;5872,24
Austrheim KrF;12;1264;Kommune;2011;167;11,8;2;2012;1278,00;1957,24;3235,24
Austrheim Senterparti;12;1264;Kommune;2011;58;4,1;1;2012;1278,00;679,76;1957,76
AUSTRHEIM VENSTRE;12;1264;Kommune;2011;172;12,2;2;2012;1278,00;2015,84;3293,84
Fedje  Arbeidarparti;12;1265;Kommune;2011;136;34,6;5;2012;1278,00;1593,92;2871,92
Demokratane Fedje;12;1265;Kommune;2011;18;4,6;1;2012;1278,00;210,96;1488,96
Fedje Framstegsparti;12;1265;Kommune;2011;50;12,7;2;2012;1278,00;586,00;1864,00
Fedje Høgre;12;1265;Kommune;2011;112;28,5;4;2012;1278,00;1312,64;2590,64
Fedje KrF;12;1265;Kommune;2011;77;19,6;3;2012;1278,00;902,44;2180,44
Masfjorden  Arbeidarparti;12;1266;Kommune;2011;194;19,3;3;2012;1278,00;2273,68;3551,68
Masfjorden Framstegsparti;12;1266;Kommune;2011;130;12,9;2;2012;1278,00;1523,60;2801,60
Masfjorden Høgre;12;1266;Kommune;2011;320;31,8;6;2012;1278,00;3750,40;5028,40
Masfjorden KrF;12;1266;Kommune;2011;137;13,6;2;2012;1278,00;1605,64;2883,64
Masfjorden Senterparti;12;1266;Kommune;2011;138;13,7;2;2012;1278,00;1617,36;2895,36
MASFJORDEN VENSTRE;12;1266;Kommune;2011;86;8,6;2;2012;1278,00;1007,92;2285,92
Sogn og Fjordane Arbeidarparti;14;1400;Fylke;2011;13588;27;11;2012;46570,00;369593,60;416163,60
Sogn og Fjordane AUF;14;1400;FylkesUngdom;2011;0;0;0;2012;0,00;116720,92;116720,92
Sogn og Fjordane Framstegsparti;14;1400;Fylke;2011;3814;7,6;3;2012;46570,00;103740,80;150310,80
Sogn og Fjordane Framstegpartis Ungdom;14;1400;FylkesUngdom;2011;0;0;0;2012;0,00;32762,26;32762,26
Sogn og Fjordane Høgre;14;1400;Fylke;2011;8497;16,9;7;2012;46570,00;231118,40;277688,40
Sogn og Fjordane Unge Høgre;14;1400;FylkesUngdom;2011;0;0;0;2012;0,00;72989,23;72989,23
Sogn og Fjordane Kristeleg Folkeparti;14;1400;Fylke;2011;3340;6,6;3;2012;46570,00;90848,00;137418,00
Sogn og Fjordane Kristeleg Folkepartis Ungdom;14;1400;FylkesUngdom;2011;0;0;0;2012;0,00;28690,60;28690,60
Sogn og Fjordane Kristent Samlingsparti;14;1400;Fylke;2011;183;0;0;2012;0,00;4977,60;4977,60
Kystpartiet i Sogn og Fjordane;14;1400;Fylke;2011;173;0,3;0;2012;0,00;4705,60;4705,60
Miljøpartiet Dei Grøne;14;1400;Fylke;2011;293;0,6;0;2012;0,00;7969,60;7969,60
Raudt Sogn og Fjordane ;14;1400;Fylke;2011;802;1,6;0;2012;0,00;21814,40;21814,40
Sogn og Fjordane Raud Ungdom;14;1400;FylkesUngdom;2011;0;0;0;2012;0,00;6889,18;6889,18
Sogn og Fjordane Senterparti;14;1400;Fylke;2011;12951;25,7;10;2012;46570,00;352267,20;398837,20
Sogn og Fjordane Senterungdom;14;1400;FylkesUngdom;2011;0;0;0;2012;0,00;111249,09;111249,09
Sogn Og Fjordane Sv;14;1400;Fylke;2011;2159;4,3;2;2012;46570,00;58724,80;105294,80
Sogn og Fjordane SU;14;1400;FylkesUngdom;2011;0;0;0;2012;0,00;18545,81;18545,81
SOGN OG FJORDANE VENSTRE;14;1400;Fylke;2011;3700;7,4;3;2012;46570,00;100640,00;147210,00
SOGN OG FJORDANE UV;14;1400;FylkesUngdom;2011;0;0;0;2012;0,00;31783,00;31783,00
Flora  Arbeidarparti;14;1401;Kommune;2011;1797;32,7;12;2012;1278,00;21060,84;22338,84
Flora Framstegsparti;14;1401;Kommune;2011;282;5,1;2;2012;1278,00;3305,04;4583,04
Flora Høgre;14;1401;Kommune;2011;1954;35,6;13;2012;1278,00;22900,88;24178,88
Flora KrF;14;1401;Kommune;2011;226;4,1;1;2012;1278,00;2648,72;3926,72
Flora Senterparti;14;1401;Kommune;2011;146;2,7;1;2012;1278,00;1711,12;2989,12
Flora Sv;14;1401;Kommune;2011;215;3,9;1;2012;1278,00;2519,80;3797,80
FLORA VENSTRE;14;1401;Kommune;2011;804;14,6;5;2012;1278,00;9422,88;10700,88
Gulen  Arbeidarparti;14;1411;Kommune;2011;133;10;2;2012;1278,00;1558,76;2836,76
Gulen FrP;14;1411;Kommune;2011;46;3,5;1;2012;1278,00;539,12;1817,12
Gulen Høgre;14;1411;Kommune;2011;303;22,8;5;2012;1278,00;3551,16;4829,16
Gulen KrF;14;1411;Kommune;2011;122;9,2;2;2012;1278,00;1429,84;2707,84
Gulen Senterparti;14;1411;Kommune;2011;550;41,3;8;2012;1278,00;6446,00;7724,00
GULEN VENSTRE;14;1411;Kommune;2011;177;13,3;3;2012;1278,00;2074,44;3352,44
Solund  Arbeidarparti;14;1412;Kommune;2011;52;10,9;2;2012;1278,00;609,44;1887,44
Solund Framstegsparti;14;1412;Kommune;2011;63;13,3;2;2012;1278,00;738,36;2016,36
Solund Høgre;14;1412;Kommune;2011;160;33,7;5;2012;1278,00;1875,20;3153,20
Solund Senterparti;14;1412;Kommune;2011;135;28,4;4;2012;1278,00;1582,20;2860,20
Solund Sv;14;1412;Kommune;2011;16;3,4;0;2012;0,00;187,52;187,52
Hyllestad  Arbeidarparti;14;1413;Kommune;2011;223;31,9;5;2012;1278,00;2613,56;3891,56
Hyllestad Høgre;14;1413;Kommune;2011;105;15;3;2012;1278,00;1230,60;2508,60
Hyllestad Senterparti;14;1413;Kommune;2011;209;29,9;5;2012;1278,00;2449,48;3727,48
Høyanger  Arbeidarparti;14;1416;Kommune;2011;996;46,8;10;2012;1278,00;11673,12;12951,12
Høyanger Høgre;14;1416;Kommune;2011;358;16,8;4;2012;1278,00;4195,76;5473,76
Høyanger KrF;14;1416;Kommune;2011;69;3,2;1;2012;1278,00;808,68;2086,68
Kystpartiet i Høyanger;14;1416;Kommune;2011;17;0,8;0;2012;0,00;199,24;199,24
Raudt Høyanger;14;1416;Kommune;2011;171;8;2;2012;1278,00;2004,12;3282,12
Høyanger Senterparti;14;1416;Kommune;2011;405;19;4;2012;1278,00;4746,60;6024,60
Høyanger Sv;14;1416;Kommune;2011;66;3,1;0;2012;0,00;773,52;773,52
Vik  Arbeidarparti;14;1417;Kommune;2011;513;36,3;6;2012;1278,00;6012,36;7290,36
Vik Høgre;14;1417;Kommune;2011;153;10,8;2;2012;1278,00;1793,16;3071,16
Vik KrF;14;1417;Kommune;2011;63;4,5;1;2012;1278,00;738,36;2016,36
Vik Senterparti;14;1417;Kommune;2011;312;22,1;4;2012;1278,00;3656,64;4934,64
Vik Sv;14;1417;Kommune;2011;54;3,8;0;2012;0,00;632,88;632,88
VIK VENSTRE;14;1417;Kommune;2011;318;22,5;4;2012;1278,00;3726,96;5004,96
Balestrand  Arbeidarparti;14;1418;Kommune;2011;176;23,9;4;2012;1278,00;2062,72;3340,72
Balestrand Høgre;14;1418;Kommune;2011;196;26,6;5;2012;1278,00;2297,12;3575,12
Balestrand KrF;14;1418;Kommune;2011;104;14,1;2;2012;1278,00;1218,88;2496,88
Balestrand Senterparti;14;1418;Kommune;2011;131;17,8;3;2012;1278,00;1535,32;2813,32
Balestrand Sv;14;1418;Kommune;2011;40;5,4;1;2012;1278,00;468,80;1746,80
BALESTRAND VENSTRE;14;1418;Kommune;2011;90;12,2;2;2012;1278,00;1054,80;2332,80
Leikanger  Arbeidarparti;14;1419;Kommune;2011;497;39,5;7;2012;1278,00;5824,84;7102,84
Leikanger Høgre;14;1419;Kommune;2011;146;11,6;2;2012;1278,00;1711,12;2989,12
Leikanger Senterparti;14;1419;Kommune;2011;259;20,6;3;2012;1278,00;3035,48;4313,48
Leikanger Sv;14;1419;Kommune;2011;124;9,9;2;2012;1278,00;1453,28;2731,28
LEIKANGER VENSTRE;14;1419;Kommune;2011;231;18,4;3;2012;1278,00;2707,32;3985,32
Sogndal  Arbeidarparti;14;1420;Kommune;2011;1301;35,4;9;2012;1278,00;15247,72;16525,72
Sogndal Framstegsparti;14;1420;Kommune;2011;512;13,9;3;2012;1278,00;6000,64;7278,64
Sogndal Høgre;14;1420;Kommune;2011;491;13,4;3;2012;1278,00;5754,52;7032,52
Sogndal KrF;14;1420;Kommune;2011;243;6,6;2;2012;1278,00;2847,96;4125,96
Sogndal Senterparti;14;1420;Kommune;2011;618;16,8;4;2012;1278,00;7242,96;8520,96
Sogndal Sv;14;1420;Kommune;2011;255;6,9;2;2012;1278,00;2988,60;4266,60
SOGNDAL VENSTRE;14;1420;Kommune;2011;252;6,9;2;2012;1278,00;2953,44;4231,44
Aurland  Arbeidarparti;14;1421;Kommune;2011;244;26,3;4;2012;1278,00;2859,68;4137,68
Aurland Høgre;14;1421;Kommune;2011;265;28,6;5;2012;1278,00;3105,80;4383,80
Aurland Senterparti;14;1421;Kommune;2011;274;29,5;5;2012;1278,00;3211,28;4489,28
AURLAND VENSTRE;14;1421;Kommune;2011;85;9,2;2;2012;1278,00;996,20;2274,20
Lærdal  Arbeidarparti;14;1422;Kommune;2011;305;25,3;4;2012;1278,00;3574,60;4852,60
Lærdal Høgre;14;1422;Kommune;2011;218;18,1;3;2012;1278,00;2554,96;3832,96
Lærdal Senterparti;14;1422;Kommune;2011;345;28,7;5;2012;1278,00;4043,40;5321,40
Lærdal Sv;14;1422;Kommune;2011;173;14,4;3;2012;1278,00;2027,56;3305,56
LÆRDAL VENSTRE;14;1422;Kommune;2011;163;13,5;2;2012;1278,00;1910,36;3188,36
Årdal  Arbeidarparti;14;1424;Kommune;2011;2114;74,7;16;2012;1278,00;24776,08;26054,08
Årdal Framstegsparti;14;1424;Kommune;2011;123;4,3;1;2012;1278,00;1441,56;2719,56
Høyre;14;1424;Kommune;2011;195;6,9;1;2012;1278,00;2285,40;3563,40
Årdal Senterparti;14;1424;Kommune;2011;398;14,1;3;2012;1278,00;4664,56;5942,56
