partinamn,fylkesnr,kommunenr,partitype,valar,stemmer,relativdel,mandat,utbetalingsar,grunnstonad,stemmestonad,totalt
Folldal Senterparti,4,439,Kommune,2011,433,"44,4",7,2013,"1 320,00","5 239,30","6 559,30"
Os  Arbeiderparti,4,441,Kommune,2011,309,"28,6",6,2013,"1 320,00","3 738,90","5 058,90"
Os SV,4,441,Kommune,2011,88,"8,1",2,2013,"1 320,00","1 064,80","2 384,80"
Oppland Arbeiderparti,5,500,Fylke,2011,35967,"44,1",17,2013,"48 107,00","1 010 672,70","1 058 779,70"
Oppland AUF,5,500,FylkesUngdom,2011,0,0,0,2013,"0,00","319 386,96","319 386,96"
Oppland Fremskrittpartis Ungdom,5,500,FylkesUngdom,2011,0,0,0,2013,"0,00","56 636,64","56 636,64"
Oppland Fremskrittsparti,5,500,Fylke,2011,6378,"7,8",3,2013,"48 107,00","179 221,80","227 328,80"
Oppland Unge Høyre,5,500,FylkesUngdom,2011,0,0,0,2013,"0,00","128 555,76","128 555,76"
Oppland Høyre,5,500,Fylke,2011,14477,"17,8",7,2013,"48 107,00","406 803,70","454 910,70"
Oppland Kristelig Folkeparti,5,500,Fylke,2011,2757,"3,4",1,2013,"48 107,00","77 471,70","125 578,70"
Kystpartiet,5,500,Fylke,2011,92,"0,1",0,2013,"0,00","2 585,20","2 585,20"
Miljøpartiet De Grønne Oppland,5,500,Fylke,2011,931,"1,1",0,2013,"0,00","26 161,10","26 161,10"
Grønn Ungdom Oppland,5,500,FylkesUngdom,2011,0,0,0,2013,"0,00","8 267,28","8 267,28"
Oppland Pensjonistparti,5,500,Fylke,2011,1157,"1,4",0,2013,"0,00","32 511,70","32 511,70"
Oppland Rødt,5,500,Fylke,2011,916,"1,1",0,2013,"0,00","25 739,60","25 739,60"
Oppland Rød Ungdom,5,500,FylkesUngdom,2011,0,0,0,2013,"0,00","8 134,08","8 134,08"
Oppland Senterungdom,5,500,FylkesUngdom,2011,0,0,0,2013,"0,00","99 456,00","99 456,00"
Oppland Senterparti,5,500,Fylke,2011,11200,"13,7",5,2013,"48 107,00","314 720,00","362 827,00"
Oppland SU,5,500,FylkesUngdom,2011,0,0,0,2013,"0,00","28 371,60","28 371,60"
Oppland Sv,5,500,Fylke,2011,3195,"3,9",2,2013,"48 107,00","89 779,50","137 886,50"
OPPLAND VENSTRE,5,500,Fylke,2011,4045,5,2,2013,"48 107,00","113 664,50","161 771,50"
OPPLAND UNGE VENSTRE,5,500,FylkesUngdom,2011,0,0,0,2013,"0,00","35 919,60","35 919,60"
Lillehammer  Arb.parti,5,501,Kommune,2011,5204,"39,7",19,2013,"1 320,00","62 968,40","64 288,40"
Lillehammer Fremskrittsparti,5,501,Kommune,2011,726,"5,5",3,2013,"1 320,00","8 784,60","10 104,60"
Lillehammer Høyre,5,501,Kommune,2011,3018,23,11,2013,"1 320,00","36 517,80","37 837,80"
Lillehammer KrF,5,501,Kommune,2011,418,"3,2",2,2013,"1 320,00","5 057,80","6 377,80"
Miljøpartiet De Grønne Lillehammer,5,501,Kommune,2011,283,"2,2",1,2013,"1 320,00","3 424,30","4 744,30"
Lillehammer Pensjonistparti,5,501,Kommune,2011,186,"1,4",0,2013,"0,00","2 250,60","2 250,60"
Lillehammer Rødt,5,501,Kommune,2011,475,"3,6",2,2013,"1 320,00","5 747,50","7 067,50"
Lillehammer Senterparti,5,501,Kommune,2011,694,"5,3",2,2013,"1 320,00","8 397,40","9 717,40"
Lillehammer Sv,5,501,Kommune,2011,636,"4,9",2,2013,"1 320,00","7 695,60","9 015,60"
LILLEHAMMER VENSTRE,5,501,Kommune,2011,1286,"9,8",5,2013,"1 320,00","15 560,60","16 880,60"
Gjøvik  Arbeiderparti,5,502,Kommune,2011,5998,"43,1",20,2013,"1 320,00","72 575,80","73 895,80"
Gjøvik Fremskrittsparti,5,502,Kommune,2011,734,"5,3",2,2013,"1 320,00","8 881,40","10 201,40"
Gjøvik Høyre,5,502,Kommune,2011,3336,24,11,2013,"1 320,00","40 365,60","41 685,60"
Gjøvik KrF,5,502,Kommune,2011,627,"4,5",2,2013,"1 320,00","7 586,70","8 906,70"
Miljøpartiet De Grønne,5,502,Kommune,2011,145,1,0,2013,"0,00","1 754,50","1 754,50"
Gjøvik Pensjonistparti,5,502,Kommune,2011,573,"4,1",2,2013,"1 320,00","6 933,30","8 253,30"
Gjøvik Rødt,5,502,Kommune,2011,300,"2,2",1,2013,"1 320,00","3 630,00","4 950,00"
Gjøvik Senterparti,5,502,Kommune,2011,975,7,3,2013,"1 320,00","11 797,50","13 117,50"
Gjøvik Sv,5,502,Kommune,2011,412,3,1,2013,"1 320,00","4 985,20","6 305,20"
GJØVIK VENSTRE,5,502,Kommune,2011,801,"5,8",3,2013,"1 320,00","9 692,10","11 012,10"
Dovre  Arbeidarparti,5,511,Kommune,2011,463,"34,1",6,2013,"1 320,00","5 602,30","6 922,30"
Dovre Framstegsparti,5,511,Kommune,2011,78,"5,8",1,2013,"1 320,00","943,80","2 263,80"
Dovre Høgre,5,511,Kommune,2011,138,"10,2",2,2013,"1 320,00","1 669,80","2 989,80"
Dovre Senterparti,5,511,Kommune,2011,677,"49,9",8,2013,"1 320,00","8 191,70","9 511,70"
Lesja  Arbeidarparti,5,512,Kommune,2011,491,"42,1",9,2013,"1 320,00","5 941,10","7 261,10"
Lesja Høgre,5,512,Kommune,2011,170,"14,6",3,2013,"1 320,00","2 057,00","3 377,00"
Lesja Senterparti,5,512,Kommune,2011,428,"36,7",8,2013,"1 320,00","5 178,80","6 498,80"
Skjåk  Arbeidarparti,5,513,Kommune,2011,486,"40,6",8,2013,"1 320,00","5 880,60","7 200,60"
Skjåk Senterparti,5,513,Kommune,2011,566,"47,3",10,2013,"1 320,00","6 848,60","8 168,60"
Lom  Arbeidarparti,5,514,Kommune,2011,388,"32,5",5,2013,"1 320,00","4 694,80","6 014,80"
Lom Senterparti,5,514,Kommune,2011,390,"32,6",6,2013,"1 320,00","4 719,00","6 039,00"
Vågå  Arbeidarparti,5,515,Kommune,2011,1185,"58,3",13,2013,"1 320,00","14 338,50","15 658,50"
Vågå Senterparti,5,515,Kommune,2011,288,"14,2",3,2013,"1 320,00","3 484,80","4 804,80"
Vågå Sv,5,515,Kommune,2011,128,"6,3",1,2013,"1 320,00","1 548,80","2 868,80"
Nord-Fron  Arbeidarparti,5,516,Kommune,2011,1152,38,10,2013,"1 320,00","13 939,20","15 259,20"
Nord Fron FrP,5,516,Kommune,2011,151,5,1,2013,"1 320,00","1 827,10","3 147,10"
Nord-Fron Høgre,5,516,Kommune,2011,365,"12,1",3,2013,"1 320,00","4 416,50","5 736,50"
Nord-Fron KrF,5,516,Kommune,2011,110,"3,6",1,2013,"1 320,00","1 331,00","2 651,00"
Nord-Fron Senterparti,5,516,Kommune,2011,887,"29,3",7,2013,"1 320,00","10 732,70","12 052,70"
Sel og Heidal Arb.Parti,5,517,Kommune,2011,1619,"60,8",15,2013,"1 320,00","19 589,90","20 909,90"
Sel Høgre,5,517,Kommune,2011,526,"19,8",5,2013,"1 320,00","6 364,60","7 684,60"
Sel KrF,5,517,Kommune,2011,82,"3,1",1,2013,"1 320,00","992,20","2 312,20"
Sel og Heidal Senterparti,5,517,Kommune,2011,302,"11,3",3,2013,"1 320,00","3 654,20","4 974,20"
Sel Sv,5,517,Kommune,2011,133,5,1,2013,"1 320,00","1 609,30","2 929,30"
Sør-Fron  Arbeidarparti,5,519,Kommune,2011,770,"46,6",9,2013,"1 320,00","9 317,00","10 637,00"
Sør-Fron Høgre,5,519,Kommune,2011,74,"4,5",1,2013,"1 320,00","895,40","2 215,40"
Sør-Fron Senterparti,5,519,Kommune,2011,484,"29,3",5,2013,"1 320,00","5 856,40","7 176,40"
Ringebu  Arbeidarparti,5,520,Kommune,2011,534,22,5,2013,"1 320,00","6 461,40","7 781,40"
Ringebu Framstegsparti,5,520,Kommune,2011,87,"3,6",1,2013,"1 320,00","1 052,70","2 372,70"
Ringebu Høyre,5,520,Kommune,2011,102,"4,2",1,2013,"1 320,00","1 234,20","2 554,20"
Ringebu-Fåvang Senterparti,5,520,Kommune,2011,599,"24,7",5,2013,"1 320,00","7 247,90","8 567,90"
RINGEBU VENSTRE,5,520,Kommune,2011,378,"15,6",3,2013,"1 320,00","4 573,80","5 893,80"
Øyer  Arbeiderparti,5,521,Kommune,2011,684,"29,8",8,2013,"1 320,00","8 276,40","9 596,40"
Øyer Høyre,5,521,Kommune,2011,798,"34,7",9,2013,"1 320,00","9 655,80","10 975,80"
Øyer KrF,5,521,Kommune,2011,125,"5,4",1,2013,"1 320,00","1 512,50","2 832,50"
Øyer Senterparti,5,521,Kommune,2011,492,"21,4",5,2013,"1 320,00","5 953,20","7 273,20"
Øyer Sv,5,521,Kommune,2011,102,"4,4",1,2013,"1 320,00","1 234,20","2 554,20"
Gausdal  Arbeidarparti,5,522,Kommune,2011,1103,"39,4",9,2013,"1 320,00","13 346,30","14 666,30"
