partinamn;fylkesnr;kommunenr;partitype;valar;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
Hjelmeland KrF;11;1133;Kommune;2011;302;21,1;4;2013;1 320,00;3 654,20;4 974,20
Hjelmeland Senterparti;11;1133;Kommune;2011;369;25,8;5;2013;1 320,00;4 464,90;5 784,90
Hjelmeland Sv;11;1133;Kommune;2011;52;3,6;1;2013;1 320,00;629,20;1 949,20
HJELMELAND VENSTRE;11;1133;Kommune;2011;54;3,8;1;2013;1 320,00;653,40;1 973,40
Suldal Arbeidarparti;11;1134;Kommune;2011;460;23,5;4;2013;1 320,00;5 566,00;6 886,00
Framstegspartiet;11;1134;Kommune;2011;130;6,6;1;2013;1 320,00;1 573,00;2 893,00
Suldal Høgre;11;1134;Kommune;2011;159;8,1;2;2013;1 320,00;1 923,90;3 243,90
Suldal KrF;11;1134;Kommune;2011;286;14,6;3;2013;1 320,00;3 460,60;4 780,60
Suldal Senterparti;11;1134;Kommune;2011;606;30,9;6;2013;1 320,00;7 332,60;8 652,60
Suldal  Sv;11;1134;Kommune;2011;154;7,9;1;2013;1 320,00;1 863,40;3 183,40
SULDAL VENSTRE;11;1134;Kommune;2011;165;8,4;2;2013;1 320,00;1 996,50;3 316,50
Sauda  Arbeidarparti;11;1135;Kommune;2011;1150;45,3;9;2013;1 320,00;13 915,00;15 235,00
Sauda Framstegsparti;11;1135;Kommune;2011;175;6,9;1;2013;1 320,00;2 117,50;3 437,50
Sauda Høgre;11;1135;Kommune;2011;606;23,8;4;2013;1 320,00;7 332,60;8 652,60
Sauda KrF;11;1135;Kommune;2011;173;6,8;1;2013;1 320,00;2 093,30;3 413,30
Sauda Senterparti;11;1135;Kommune;2011;217;8,5;2;2013;1 320,00;2 625,70;3 945,70
Sauda Sv;11;1135;Kommune;2011;117;4,6;1;2013;1 320,00;1 415,70;2 735,70
SAUDA VENSTRE;11;1135;Kommune;2011;103;4,1;1;2013;1 320,00;1 246,30;2 566,30
Finnøy  Arbeidarparti;11;1141;Kommune;2011;193;12,3;3;2013;1 320,00;2 335,30;3 655,30
Finnøy Framstegsparti;11;1141;Kommune;2011;109;6,9;1;2013;1 320,00;1 318,90;2 638,90
Finnøy Høgre;11;1141;Kommune;2011;231;14,7;3;2013;1 320,00;2 795,10;4 115,10
Finnøy KrF;11;1141;Kommune;2011;407;25,8;5;2013;1 320,00;4 924,70;6 244,70
FINNØY VENSTRE;11;1141;Kommune;2011;292;18,5;4;2013;1 320,00;3 533,20;4 853,20
Rennesøy  Arbeidarparti;11;1142;Kommune;2011;286;13,4;3;2013;1 320,00;3 460,60;4 780,60
Rennesøy Fremskrittsparti;11;1142;Kommune;2011;307;14,3;3;2013;1 320,00;3 714,70;5 034,70
Rennesøy Høgre;11;1142;Kommune;2011;740;34,6;7;2013;1 320,00;8 954,00;10 274,00
Rennesøy KrF;11;1142;Kommune;2011;278;13;3;2013;1 320,00;3 363,80;4 683,80
Rennesøy Senterparti;11;1142;Kommune;2011;449;21;4;2013;1 320,00;5 432,90;6 752,90
Rennesøy SV;11;1142;Kommune;2011;80;3,7;1;2013;1 320,00;968,00;2 288,00
Bokn  Arbeidarparti;11;1145;Kommune;2011;159;34,9;6;2013;1 320,00;1 923,90;3 243,90
Bokn Høgre;11;1145;Kommune;2011;126;27,6;5;2013;1 320,00;1 524,60;2 844,60
Bokn KrF;11;1145;Kommune;2011;36;7,9;1;2013;1 320,00;435,60;1 755,60
Bokn  Senterparti;11;1145;Kommune;2011;135;29,6;5;2013;1 320,00;1 633,50;2 953,50
Tysvær  Arbeidarparti;11;1146;Kommune;2011;1079;23,4;7;2013;1 320,00;13 055,90;14 375,90
Tysvær Framstegsparti;11;1146;Kommune;2011;593;12,8;4;2013;1 320,00;7 175,30;8 495,30
Tysvær Høgre;11;1146;Kommune;2011;1531;33,1;9;2013;1 320,00;18 525,10;19 845,10
Tysvær KrF;11;1146;Kommune;2011;587;12,7;4;2013;1 320,00;7 102,70;8 422,70
Tysvær Senterparti;11;1146;Kommune;2011;479;10,4;3;2013;1 320,00;5 795,90;7 115,90
TYSVÆR VENSTRE;11;1146;Kommune;2011;247;5,3;2;2013;1 320,00;2 988,70;4 308,70
Karmøy  Arbeidarparti;11;1149;Kommune;2011;4354;23,8;11;2013;1 320,00;52 683,40;54 003,40
Karmøy Framstegsparti;11;1149;Kommune;2011;4297;23,4;11;2013;1 320,00;51 993,70;53 313,70
Karmøy Høgre;11;1149;Kommune;2011;4747;25,9;12;2013;1 320,00;57 438,70;58 758,70
Karmøy KrF;11;1149;Kommune;2011;3050;16,6;7;2013;1 320,00;36 905,00;38 225,00
Karmøy Pensjonistparti;11;1149;Kommune;2011;345;1,9;1;2013;1 320,00;4 174,50;5 494,50
Karmøy Senterparti;11;1149;Kommune;2011;416;2,3;1;2013;1 320,00;5 033,60;6 353,60
Karmøy Sv;11;1149;Kommune;2011;383;2,1;1;2013;1 320,00;4 634,30;5 954,30
KARMØY VENSTRE;11;1149;Kommune;2011;567;3,1;1;2013;1 320,00;6 860,70;8 180,70
Vindafjord Arbeidarparti;11;1160;Kommune;2011;627;16,8;4;2013;1 320,00;7 586,70;8 906,70
Vindafjord Fremskrittsparti;11;1160;Kommune;2011;408;10,9;3;2013;1 320,00;4 936,80;6 256,80
Vindafjord Høgre;11;1160;Kommune;2011;793;21,2;5;2013;1 320,00;9 595,30;10 915,30
Vindafjord KrF;11;1160;Kommune;2011;404;10,8;3;2013;1 320,00;4 888,40;6 208,40
Vindafjord Senterparti;11;1160;Kommune;2011;1188;31,8;8;2013;1 320,00;14 374,80;15 694,80
Vindafjord  Sv;11;1160;Kommune;2011;156;4,2;1;2013;1 320,00;1 887,60;3 207,60
Hordaland Arbeiderparti;12;1200;Fylke;2011;62063;27,8;16;2013;48 107,00;1 743 970,30;1 792 077,30
Hordaland AUF;12;1200;FylkesUngdom;2011;0;0;0;2013;0,00;551 119,44;551 119,44
Demokratene i Hordaland;12;1200;Fylke;2011;796;0,4;0;2013;0,00;22 367,60;22 367,60
Hordaland Fremskrittpartis Ungdom;12;1200;FylkesUngdom;2011;0;0;0;2013;0,00;278 228,16;278 228,16
Hordaland Fremskrittsparti;12;1200;Fylke;2011;31332;14;8;2013;48 107,00;880 429,20;928 536,20
Hordaland Unge Høyre;12;1200;FylkesUngdom;2011;0;0;0;2013;0,00;570 051,60;570 051,60
Hordaland Høyre;12;1200;Fylke;2011;64195;28,8;17;2013;48 107,00;1 803 879,50;1 851 986,50
Hordaland Kristelig Folkepartis Ungdom;12;1200;FylkesUngdom;2011;0;0;0;2013;0,00;160 097,52;160 097,52
Hordaland Kristelig Folkeparti;12;1200;Fylke;2011;18029;8,1;5;2013;48 107,00;506 614,90;554 721,90
Hordaland Kristent Samlingsparti;12;1200;Fylke;2011;658;0;0;2013;0,00;18 489,80;18 489,80
Kystpartiet i Hordaland;12;1200;Fylke;2011;577;0,3;0;2013;0,00;16 213,70;16 213,70
Miljøpartiet Dei Grøne;12;1200;Fylke;2011;3620;1,6;1;2013;48 107,00;101 722,00;149 829,00
Grønn Ungdom Hordland;12;1200;FylkesUngdom;2011;0;0;0;2013;0,00;32 145,60;32 145,60
Norges Kommunistiske parti i Hordaland;12;1200;Fylke;2011;236;0;0;2013;0,00;6 631,60;6 631,60
Bergen Kommunistiske Ungdomsforbund;12;1200;FylkesUngdom;2011;0;0;0;2013;0,00;2 095,68;2 095,68
Pensjonistpartiet i Hordaland;12;1200;Fylke;2011;1237;0,6;0;2013;0,00;34 759,70;34 759,70
Hordaland Rødt;12;1200;Fylke;2011;4221;1,9;1;2013;48 107,00;118 610,10;166 717,10
Hordaland Rød Ungdom;12;1200;FylkesUngdom;2011;0;0;0;2013;0,00;37 482,48;37 482,48
Hordaland Senterungdom;12;1200;FylkesUngdom;2011;0;0;0;2013;0,00;101 107,68;101 107,68
Hordaland Senterparti;12;1200;Fylke;2011;11386;5,1;3;2013;48 107,00;319 946,60;368 053,60
Hordaland SU;12;1200;FylkesUngdom;2011;0;0;0;2013;0,00;79 635,84;79 635,84
Hordaland Sv;12;1200;Fylke;2011;8968;4;2;2013;48 107,00;252 000,80;300 107,80
HORDALAND VENSTRE;12;1200;Fylke;2011;14415;6,5;4;2013;48 107,00;405 061,50;453 168,50
HORDALAND UNGE VENSTRE;12;1200;FylkesUngdom;2011;0;0;0;2013;0,00;128 005,20;128 005,20
Arbeiderpartiet i Bergen;12;1201;Kommune;2011;37408;28,7;19;2013;1 320,00;452 636,80;453 956,80
Bergen Fremskrittsparti;12;1201;Kommune;2011;13477;10,3;7;2013;1 320,00;163 071,70;164 391,70
Bergen Høyre;12;1201;Kommune;2011;45783;35,2;24;2013;1 320,00;553 974,30;555 294,30
Bergen KrFs hovedstyre;12;1201;Kommune;2011;7262;5,6;4;2013;1 320,00;87 870,20;89 190,20
Miljøpartiet De Grønne i Bergen;12;1201;Kommune;2011;2550;2;1;2013;1 320,00;30 855,00;32 175,00
Bergens Arbeiderparti Av N.K.P.;12;1201;Kommune;2011;129;0,1;0;2013;0,00;1 560,90;1 560,90
Bergen Pensjonistparti;12;1201;Kommune;2011;737;0,6;0;2013;0,00;8 917,70;8 917,70
Bergen Rødt;12;1201;Kommune;2011;4139;3,2;2;2013;1 320,00;50 081,90;51 401,90
Bergen Senterparti;12;1201;Kommune;2011;1777;1,4;1;2013;1 320,00;21 501,70;22 821,70
Bergen Sv;12;1201;Kommune;2011;5691;4,4;3;2013;1 320,00;68 861,10;70 181,10
BERGEN VENSTRE;12;1201;Kommune;2011;9110;7;5;2013;1 320,00;110 231,00;111 551,00
Etne  Arbeidarparti;12;1211;Kommune;2011;563;28,3;6;2013;1 320,00;6 812,30;8 132,30
Etne Framstegsparti;12;1211;Kommune;2011;263;13,2;3;2013;1 320,00;3 182,30;4 502,30
Etne Høgre;12;1211;Kommune;2011;304;15,3;3;2013;1 320,00;3 678,40;4 998,40
Etne KrF;12;1211;Kommune;2011;173;8,7;2;2013;1 320,00;2 093,30;3 413,30
Etne Senterparti;12;1211;Kommune;2011;596;30;6;2013;1 320,00;7 211,60;8 531,60
ETNE VENSTRE;12;1211;Kommune;2011;88;4,4;1;2013;1 320,00;1 064,80;2 384,80
Sveio  Arbeidarparti;12;1216;Kommune;2011;534;20,6;5;2013;1 320,00;6 461,40;7 781,40
Sveio Framstegsparti;12;1216;Kommune;2011;521;20,1;5;2013;1 320,00;6 304,10;7 624,10
Sveio Høgre;12;1216;Kommune;2011;599;23,1;6;2013;1 320,00;7 247,90;8 567,90
Sveio KrF;12;1216;Kommune;2011;332;12,8;4;2013;1 320,00;4 017,20;5 337,20
Sveio Senterparti;12;1216;Kommune;2011;311;12;3;2013;1 320,00;3 763,10;5 083,10
SVEIO VENSTRE;12;1216;Kommune;2011;137;5,3;1;2013;1 320,00;1 657,70;2 977,70
Bømlo  Arbeidarparti;12;1219;Kommune;2011;1326;24;7;2013;1 320,00;16 044,60;17 364,60
Bømlo Framstegsparti;12;1219;Kommune;2011;882;16;4;2013;1 320,00;10 672,20;11 992,20
Bømlo Høgre;12;1219;Kommune;2011;1448;26,2;7;2013;1 320,00;17 520,80;18 840,80
Bømlo KrF;12;1219;Kommune;2011;908;16,4;4;2013;1 320,00;10 986,80;12 306,80
BØMLO VENSTRE;12;1219;Kommune;2011;342;6,2;2;2013;1 320,00;4 138,20;5 458,20
Stord  Arbeidarparti;12;1221;Kommune;2011;2303;26,9;10;2013;1 320,00;27 866,30;29 186,30
Demokratane på Stord;12;1221;Kommune;2011;225;2,6;1;2013;1 320,00;2 722,50;4 042,50
Stord Framstegsparti;12;1221;Kommune;2011;1298;15,1;5;2013;1 320,00;15 705,80;17 025,80
Stord Høgre;12;1221;Kommune;2011;2254;26,3;9;2013;1 320,00;27 273,40;28 593,40
Stord KrF;12;1221;Kommune;2011;786;9,2;3;2013;1 320,00;9 510,60;10 830,60
Rødt Stord;12;1221;Kommune;2011;117;1,4;0;2013;0,00;1 415,70;1 415,70
Stord Senterparti;12;1221;Kommune;2011;630;7,3;3;2013;1 320,00;7 623,00;8 943,00
Stord Sv;12;1221;Kommune;2011;500;5,8;2;2013;1 320,00;6 050,00;7 370,00
STORD VENSTRE;12;1221;Kommune;2011;460;5,4;2;2013;1 320,00;5 566,00;6 886,00
Fitjar  Arbeidarparti;12;1222;Kommune;2011;235;15,1;3;2013;1 320,00;2 843,50;4 163,50
Fitjar Framstegsparti;12;1222;Kommune;2011;101;6,5;1;2013;1 320,00;1 222,10;2 542,10
Fitjar Høgre;12;1222;Kommune;2011;632;40,6;7;2013;1 320,00;7 647,20;8 967,20
Fitjar KrF;12;1222;Kommune;2011;394;25,3;4;2013;1 320,00;4 767,40;6 087,40
Fitjar Senterparti;12;1222;Kommune;2011;158;10,1;2;2013;1 320,00;1 911,80;3 231,80
Tysnes  Arbeidarparti;12;1223;Kommune;2011;507;32,4;6;2013;1 320,00;6 134,70;7 454,70
Tysnes Framstegsparti;12;1223;Kommune;2011;269;17,2;4;2013;1 320,00;3 254,90;4 574,90
Høgre i Tysnes;12;1223;Kommune;2011;277;17,7;4;2013;1 320,00;3 351,70;4 671,70
Tysnes Senterparti;12;1223;Kommune;2011;163;10,4;2;2013;1 320,00;1 972,30;3 292,30
TYSNES VENSTRE;12;1223;Kommune;2011;121;7,7;2;2013;1 320,00;1 464,10;2 784,10
Kvinnherad  Arbeidarparti;12;1224;Kommune;2011;1674;25,7;9;2013;1 320,00;20 255,40;21 575,40
Kvinnherad Framstegsparti;12;1224;Kommune;2011;906;13,9;5;2013;1 320,00;10 962,60;12 282,60
Høgre i Kvinnherad;12;1224;Kommune;2011;2077;31,9;11;2013;1 320,00;25 131,70;26 451,70
Kvinnherad KrF;12;1224;Kommune;2011;554;8,5;3;2013;1 320,00;6 703,40;8 023,40
Kvinnherad Raudt;12;1224;Kommune;2011;111;1,7;0;2013;0,00;1 343,10;1 343,10
Kvinnherad Senterparti;12;1224;Kommune;2011;494;7,6;3;2013;1 320,00;5 977,40;7 297,40
KVINNHERAD VENSTRE;12;1224;Kommune;2011;367;5,6;2;2013;1 320,00;4 440,70;5 760,70
Jondal  Arbeidarparti;12;1227;Kommune;2011;138;22,8;4;2013;1 320,00;1 669,80;2 989,80
Jondal KrF;12;1227;Kommune;2011;83;13,7;2;2013;1 320,00;1 004,30;2 324,30
Jondal Senterparti;12;1227;Kommune;2011;310;51,2;9;2013;1 320,00;3 751,00;5 071,00
Odda Herreds Arb.parti.;12;1228;Kommune;2011;1215;33,1;9;2013;1 320,00;14 701,50;16 021,50
Demokratane Odda;12;1228;Kommune;2011;231;6,3;2;2013;1 320,00;2 795,10;4 115,10
Odda Høgre;12;1228;Kommune;2011;625;17;4;2013;1 320,00;7 562,50;8 882,50
Raudt Odda;12;1228;Kommune;2011;422;11,5;3;2013;1 320,00;5 106,20;6 426,20
Odda Senterparti;12;1228;Kommune;2011;220;6;2;2013;1 320,00;2 662,00;3 982,00
ODDA VENSTRE;12;1228;Kommune;2011;374;10,2;3;2013;1 320,00;4 525,40;5 845,40
Ullensvang Høgre;12;1231;Kommune;2011;371;19,8;4;2013;1 320,00;4 489,10;5 809,10
Ullensvang KrF;12;1231;Kommune;2011;101;5,4;1;2013;1 320,00;1 222,10;2 542,10
Ullensvang Rødt;12;1231;Kommune;2011;14;0,7;0;2013;0,00;169,40;169,40
Ullensvang Senterparti;12;1231;Kommune;2011;674;35,9;8;2013;1 320,00;8 155,40;9 475,40
ULLENSVANG VENSTRE;12;1231;Kommune;2011;412;21,9;5;2013;1 320,00;4 985,20;6 305,20
Eidfjord  Arbeidarparti;12;1232;Kommune;2011;159;29,3;5;2013;1 320,00;1 923,90;3 243,90
Eidfjord Senterparti;12;1232;Kommune;2011;232;42,8;7;2013;1 320,00;2 807,20;4 127,20
Det norske Arbeiderparti;12;1233;Kommune;2011;127;20;3;2013;1 320,00;1 536,70;2 856,70
Høgre i Ulvik;12;1233;Kommune;2011;111;17,5;3;2013;1 320,00;1 343,10;2 663,10
Ulvik Senterparti;12;1233;Kommune;2011;122;19,2;3;2013;1 320,00;1 476,20;2 796,20
ULVIK VENSTRE;12;1233;Kommune;2011;212;33,3;6;2013;1 320,00;2 565,20;3 885,20
Granvin Høgrelag;12;1234;Kommune;2011;110;23,2;3;2013;1 320,00;1 331,00;2 651,00
Granvin Senterparti;12;1234;Kommune;2011;149;31,4;4;2013;1 320,00;1 802,90;3 122,90
GRANVIN VENSTRE;12;1234;Kommune;2011;166;34,9;5;2013;1 320,00;2 008,60;3 328,60
Voss  Arbeidarparti;12;1235;Kommune;2011;2056;28,6;12;2013;1 320,00;24 877,60;26 197,60
Voss Framstegsparti;12;1235;Kommune;2011;640;8,9;4;2013;1 320,00;7 744,00;9 064,00
Voss Høgre;12;1235;Kommune;2011;1351;18,8;8;2013;1 320,00;16 347,10;17 667,10
Voss KrF;12;1235;Kommune;2011;352;4,9;2;2013;1 320,00;4 259,20;5 579,20
Voss Raudt;12;1235;Kommune;2011;192;2,7;1;2013;1 320,00;2 323,20;3 643,20
Voss Senterparti;12;1235;Kommune;2011;1265;17,6;8;2013;1 320,00;15 306,50;16 626,50
Voss Sv;12;1235;Kommune;2011;475;6,6;3;2013;1 320,00;5 747,50;7 067,50
VOSS VENSTRE;12;1235;Kommune;2011;789;11;5;2013;1 320,00;9 546,90;10 866,90
Kvam  Arbeidarparti;12;1238;Kommune;2011;634;14,1;4;2013;1 320,00;7 671,40;8 991,40
Kvam Framstegsparti;12;1238;Kommune;2011;419;9,3;3;2013;1 320,00;5 069,90;6 389,90
Kvam Høgre;12;1238;Kommune;2011;735;16,4;4;2013;1 320,00;8 893,50;10 213,50
Kvam KrF;12;1238;Kommune;2011;614;13,7;4;2013;1 320,00;7 429,40;8 749,40
Kvam Raudt;12;1238;Kommune;2011;84;1,9;0;2013;0,00;1 016,40;1 016,40
Kvam Senterparti;12;1238;Kommune;2011;968;21,5;6;2013;1 320,00;11 712,80;13 032,80
Kvam Sv;12;1238;Kommune;2011;119;2,6;1;2013;1 320,00;1 439,90;2 759,90
Fusa  Arbeidarparti;12;1241;Kommune;2011;331;16,4;3;2013;1 320,00;4 005,10;5 325,10
Fusa Framstegsparti;12;1241;Kommune;2011;450;22,3;4;2013;1 320,00;5 445,00;6 765,00
Fusa Høgre;12;1241;Kommune;2011;271;13,4;3;2013;1 320,00;3 279,10;4 599,10
Fusa KrF;12;1241;Kommune;2011;256;12,7;3;2013;1 320,00;3 097,60;4 417,60
Fusa Senterparti;12;1241;Kommune;2011;554;27,4;6;2013;1 320,00;6 703,40;8 023,40
Fusa Sv;12;1241;Kommune;2011;74;3,7;1;2013;1 320,00;895,40;2 215,40
FUSA VENSTRE;12;1241;Kommune;2011;85;4,2;1;2013;1 320,00;1 028,50;2 348,50
Samnanger  Arbeidarparti;12;1242;Kommune;2011;335;26,3;6;2013;1 320,00;4 053,50;5 373,50
Samnanger Framstegsparti;12;1242;Kommune;2011;236;18,5;4;2013;1 320,00;2 855,60;4 175,60
Samnanger Høgre;12;1242;Kommune;2011;147;11,5;2;2013;1 320,00;1 778,70;3 098,70
Samnanger KrF;12;1242;Kommune;2011;251;19,7;4;2013;1 320,00;3 037,10;4 357,10
Samnanger Senterparti;12;1242;Kommune;2011;131;10,3;2;2013;1 320,00;1 585,10;2 905,10
Os  Arbeidarparti;12;1243;Kommune;2011;1702;19,4;7;2013;1 320,00;20 594,20;21 914,20
Os Framstegsparti;12;1243;Kommune;2011;3310;37,7;13;2013;1 320,00;40 051,00;41 371,00
Os Høgre;12;1243;Kommune;2011;1406;16;6;2013;1 320,00;17 012,60;18 332,60
Os KrF;12;1243;Kommune;2011;467;5,3;2;2013;1 320,00;5 650,70;6 970,70
Os Senterparti;12;1243;Kommune;2011;292;3,3;1;2013;1 320,00;3 533,20;4 853,20
Os Sv;12;1243;Kommune;2011;156;1,8;0;2013;0,00;1 887,60;1 887,60
OS VENSTRE;12;1243;Kommune;2011;469;5,3;2;2013;1 320,00;5 674,90;6 994,90
Austevoll  Arbeidarparti;12;1244;Kommune;2011;191;7,4;2;2013;1 320,00;2 311,10;3 631,10
Austevoll Framstegsparti;12;1244;Kommune;2011;1217;47,4;10;2013;1 320,00;14 725,70;16 045,70
Austevoll Høgre;12;1244;Kommune;2011;795;31;6;2013;1 320,00;9 619,50;10 939,50
Austevoll Senterparti;12;1244;Kommune;2011;175;6,8;2;2013;1 320,00;2 117,50;3 437,50
AUSTEVOLL VENSTRE;12;1244;Kommune;2011;43;1,7;0;2013;0,00;520,30;520,30
Sund  Arbeidarparti;12;1245;Kommune;2011;600;20,1;5;2013;1 320,00;7 260,00;8 580,00
Sund Framstegsparti;12;1245;Kommune;2011;487;16,3;4;2013;1 320,00;5 892,70;7 212,70
Sund Høgre;12;1245;Kommune;2011;1310;43,9;11;2013;1 320,00;15 851,00;17 171,00
Sund KrF;12;1245;Kommune;2011;139;4,7;1;2013;1 320,00;1 681,90;3 001,90
Sund Senterparti;12;1245;Kommune;2011;221;7,4;2;2013;1 320,00;2 674,10;3 994,10
Sund Sv;12;1245;Kommune;2011;81;2,7;1;2013;1 320,00;980,10;2 300,10
SUND VENSTRE;12;1245;Kommune;2011;143;4,8;1;2013;1 320,00;1 730,30;3 050,30
Fjell  Arbeidarparti;12;1246;Kommune;2011;2274;21,9;10;2013;1 320,00;27 515,40;28 835,40
Fjell Framstegsparti;12;1246;Kommune;2011;1828;17,6;8;2013;1 320,00;22 118,80;23 438,80
Fjell Høgre;12;1246;Kommune;2011;2911;28;13;2013;1 320,00;35 223,10;36 543,10
Fjell KrF;12;1246;Kommune;2011;1000;9,6;4;2013;1 320,00;12 100,00;13 420,00
Fjell Sv;12;1246;Kommune;2011;174;1,7;1;2013;1 320,00;2 105,40;3 425,40
FJELL VENSTRE;12;1246;Kommune;2011;490;4,7;2;2013;1 320,00;5 929,00;7 249,00
Askøy  Arbeiderparti;12;1247;Kommune;2011;3722;30;11;2013;1 320,00;45 036,20;46 356,20
Demokratene;12;1247;Kommune;2011;522;4,2;2;2013;1 320,00;6 316,20;7 636,20
Askøy Fremskrittsparti;12;1247;Kommune;2011;2020;16,3;6;2013;1 320,00;24 442,00;25 762,00
Askøy Høyre;12;1247;Kommune;2011;4009;32,3;11;2013;1 320,00;48 508,90;49 828,90
Askøy KrF;12;1247;Kommune;2011;760;6,1;2;2013;1 320,00;9 196,00;10 516,00
Rødt Askøy;12;1247;Kommune;2011;208;1,7;0;2013;0,00;2 516,80;2 516,80
Askøy Sv;12;1247;Kommune;2011;388;3,1;1;2013;1 320,00;4 694,80;6 014,80
ASKØY VENSTRE;12;1247;Kommune;2011;646;5,2;2;2013;1 320,00;7 816,60;9 136,60
Vaksdal  Arbeidarparti;12;1251;Kommune;2011;940;44,1;10;2013;1 320,00;11 374,00;12 694,00
Vaksdal Framstegsparti;12;1251;Kommune;2011;146;6,9;1;2013;1 320,00;1 766,60;3 086,60
Vaksdal Høgre;12;1251;Kommune;2011;348;16,3;4;2013;1 320,00;4 210,80;5 530,80
Vaksdal KrF;12;1251;Kommune;2011;214;10;2;2013;1 320,00;2 589,40;3 909,40
Rødt Vaksdal;12;1251;Kommune;2011;17;0,8;0;2013;0,00;205,70;205,70
Vaksdal Senterparti;12;1251;Kommune;2011;268;12,6;3;2013;1 320,00;3 242,80;4 562,80
Sosialistisk Venstreparti;12;1251;Kommune;2011;147;6,9;1;2013;1 320,00;1 778,70;3 098,70
Osterøy  Arbeidarparti;12;1253;Kommune;2011;1372;34,7;10;2013;1 320,00;16 601,20;17 921,20
Osterøy Framstegsparti;12;1253;Kommune;2011;675;17,1;5;2013;1 320,00;8 167,50;9 487,50
Osterøy Høgre;12;1253;Kommune;2011;861;21,8;6;2013;1 320,00;10 418,10;11 738,10
Osterøy KrF;12;1253;Kommune;2011;360;9,1;2;2013;1 320,00;4 356,00;5 676,00
Rødt Osterøy;12;1253;Kommune;2011;86;2,2;0;2013;0,00;1 040,60;1 040,60
Osterøy Senterparti;12;1253;Kommune;2011;383;9,7;3;2013;1 320,00;4 634,30;5 954,30
Meland  Arbeidarparti;12;1256;Kommune;2011;610;18;5;2013;1 320,00;7 381,00;8 701,00
Meland Framstegsparti;12;1256;Kommune;2011;477;14,1;4;2013;1 320,00;5 771,70;7 091,70
Meland Høgre;12;1256;Kommune;2011;822;24,2;6;2013;1 320,00;9 946,20;11 266,20
Meland KrF;12;1256;Kommune;2011;373;11;3;2013;1 320,00;4 513,30;5 833,30
Miljøpartiet De Grønne Meland;12;1256;Kommune;2011;111;3,3;1;2013;1 320,00;1 343,10;2 663,10
Meland Senterparti;12;1256;Kommune;2011;562;16,6;4;2013;1 320,00;6 800,20;8 120,20
MELAND VENSTRE;12;1256;Kommune;2011;225;6,6;2;2013;1 320,00;2 722,50;4 042,50
Øygarden  Arbeidarparti;12;1259;Kommune;2011;712;30,5;7;2013;1 320,00;8 615,20;9 935,20
Øygarden Framstegsparti;12;1259;Kommune;2011;221;9,5;2;2013;1 320,00;2 674,10;3 994,10
Øygarden Høgre;12;1259;Kommune;2011;380;16,3;4;2013;1 320,00;4 598,00;5 918,00
Øygarden KrF;12;1259;Kommune;2011;139;6;1;2013;1 320,00;1 681,90;3 001,90
Øygarden Sv;12;1259;Kommune;2011;106;4,5;1;2013;1 320,00;1 282,60;2 602,60
Radøy  Arbeidarparti;12;1260;Kommune;2011;398;16,2;5;2013;1 320,00;4 815,80;6 135,80
Radøy Framstegsparti;12;1260;Kommune;2011;244;10;3;2013;1 320,00;2 952,40;4 272,40
Radøy Høgre;12;1260;Kommune;2011;495;20,2;5;2013;1 320,00;5 989,50;7 309,50
Radøy KrF;12;1260;Kommune;2011;207;8,4;2;2013;1 320,00;2 504,70;3 824,70
Radøy Senterparti;12;1260;Kommune;2011;900;36,7;8;2013;1 320,00;10 890,00;12 210,00
RADØY VENSTRE;12;1260;Kommune;2011;160;6,5;2;2013;1 320,00;1 936,00;3 256,00
Lindås  Arbeidarparti;12;1263;Kommune;2011;1353;18,8;6;2013;1 320,00;16 371,30;17 691,30
Lindås Framstegsparti;12;1263;Kommune;2011;1069;14,9;5;2013;1 320,00;12 934,90;14 254,90
Lindås Høgre;12;1263;Kommune;2011;1591;22,1;7;2013;1 320,00;19 251,10;20 571,10
Lindås KrF;12;1263;Kommune;2011;1897;26,4;8;2013;1 320,00;22 953,70;24 273,70
Miljøpartiet De Grønne Lindås;12;1263;Kommune;2011;64;0,9;0;2013;0,00;774,40;774,40
Lindås Senterparti;12;1263;Kommune;2011;686;9,5;3;2013;1 320,00;8 300,60;9 620,60
Lindås Sv;12;1263;Kommune;2011;135;1,9;0;2013;0,00;1 633,50;1 633,50
LINDÅS VENSTRE;12;1263;Kommune;2011;335;4,7;2;2013;1 320,00;4 053,50;5 373,50
Austrheim  Arbeidarparti;12;1264;Kommune;2011;537;38;6;2013;1 320,00;6 497,70;7 817,70
Austrheim Framstegsparti;12;1264;Kommune;2011;88;6,2;1;2013;1 320,00;1 064,80;2 384,80
Austrheim Høgre;12;1264;Kommune;2011;392;27,7;5;2013;1 320,00;4 743,20;6 063,20
Austrheim KrF;12;1264;Kommune;2011;167;11,8;2;2013;1 320,00;2 020,70;3 340,70
AUSTRHEIM VENSTRE;12;1264;Kommune;2011;172;12,2;2;2013;1 320,00;2 081,20;3 401,20
Fedje  Arbeidarparti;12;1265;Kommune;2011;136;34,6;5;2013;1 320,00;1 645,60;2 965,60
Demokratane Fedje;12;1265;Kommune;2011;18;4,6;1;2013;1 320,00;217,80;1 537,80
Fedje Framstegsparti;12;1265;Kommune;2011;50;12,7;2;2013;1 320,00;605,00;1 925,00
