Versjon;Kost2a;Hovedgruppering art;Art;Art(T);Avdkode;Avdeling;Resenhet;Resenhet(T);Okplinv;Okplinv(T);Ansvar;Ansvar(T);Tjområde;Tjområde(T);Tjenes2;Tjenesteområde;Selvkost;Selvkost(T);Tjeneste;Tjeneste(T);Objekt;Objekt(T);Proplan;Proplan(T);Prosjektkode;Prosjekt;Budendr;Budendr(T);Byravd;2012 (fra vedt. øk.plan);2013;2014;2015;2016
13-16IN1;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD364;Øvrebø barnehage;01;Vedtatt budsjett inneværende år;BY;0,00;0,00;0,00;28 700 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD364;Øvrebø barnehage;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD364;Øvrebø barnehage;31;Diverse endringer;BY;0,00;0,00;0,00;-28 700 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD365;Trollskogen barnehage;31;Diverse endringer;BY;11 500 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD366;Flaktveit barnehage - utvidelse;31;Diverse endringer;BY;3 200 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD376;Mulesvingen barnehage utvidelse;31;Diverse endringer;BY;7 200 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD378;Avs til nye barnehageplasser (tidligere Skinstø);31;Diverse endringer;BY;19 600 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD379;Sollien barnehage;31;Diverse endringer;BY;0,00;3 500 000,00;3 500 000,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01A;Barnehage;N;Nei;22110;Førskolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BHG;Barnehageinvesteringer;BUD404;Skansemyren barnehage;31;Diverse endringer;BY;0,00;0,00;6 500 000,00;5 000 000,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD083;Hellen skole, utvidelse og ombygging/rehabilitering;01;Vedtatt budsjett inneværende år;BY;0,00;17 000 000,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD083;Hellen skole, utvidelse og ombygging/rehabilitering;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD083;Hellen skole, utvidelse og ombygging/rehabilitering;31;Diverse endringer;BY;0,00;-17 000 000,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;4;Byrådsavd. for barnehage og skole;0409;Økonomi sentrale poster;BKB;BKB investering økplan;049001;BKB-BBS - øk.plan investering;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;SKOLE;Prosjekter under Skolebruksplanen;BUD407;Møhlenpris skole, nybygg;31;Diverse endringer;BY;0,00;36 500 000,00;30 000 000,00;30 000 000,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BYKFIN;Finansiering bykassens prosjekter ekskl. BKB;900002;Fellesposter - budsjett;01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;ARBTILS;Tiltak etter pålegg fra Arbeidstilsynet;BUD287;Tiltak etter pålegg fra Arbeidstilsynet;31;Diverse endringer;90;0,00;150 000 000,00;150 000 000,00;100 000 000,00;85 000 000,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;01;Vedtatt budsjett inneværende år;90;1 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;31;Diverse endringer;BY;-1 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ADMLOK;Administrasjonslokaler;BUD194;Rehabilitering administrasjonslokaler;01;Vedtatt budsjett inneværende år;90;2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ADMLOK;Administrasjonslokaler;BUD194;Rehabilitering administrasjonslokaler;31;Diverse endringer;BY;-2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;UNIVERS;Universell utforming kommunale bygg;BUD196;Universell utforming kommunale bygg;01;Vedtatt budsjett inneværende år;90;3 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;UNIVERS;Universell utforming kommunale bygg;BUD196;Universell utforming kommunale bygg;31;Diverse endringer;BY;-3 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);21;Sentrale budsjettposter;21;Sentrale budsjettposter;N;Nei;18080;Tilfeldige utgifter/inntekter - AFP m.m.;9;Ikke fysisk objekt? Dummy-verdi;SIKRING;Diverse sikringsarbeider BKB;BUD286;Sikringsarbeider generelt;01;Vedtatt budsjett inneværende år;90;1 500 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);21;Sentrale budsjettposter;21;Sentrale budsjettposter;N;Nei;18080;Tilfeldige utgifter/inntekter - AFP m.m.;9;Ikke fysisk objekt? Dummy-verdi;SIKRING;Diverse sikringsarbeider BKB;BUD286;Sikringsarbeider generelt;31;Diverse endringer;BY;-1 500 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;VANNMAL;Montering av vannmålere;BUD038;Montering av vannmålere i skolebygg;01;Vedtatt budsjett inneværende år;90;1 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;VANNMAL;Montering av vannmålere;BUD038;Montering av vannmålere i skolebygg;31;Diverse endringer;BY;-1 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BADE;Tilpasning til forskrift for badeanlegg mv.;BUD039;Forskrift for badeanlegg m.v i idrettsbygg;01;Vedtatt budsjett inneværende år;90;3 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BADE;Tilpasning til forskrift for badeanlegg mv.;BUD039;Forskrift for badeanlegg m.v i idrettsbygg;31;Diverse endringer;BY;-3 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;01;Vedtatt budsjett inneværende år;90;2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;31;Diverse endringer;BY;-2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BRANVERN;Brannverntiltak (BKB);BUD332;Brannverntiltak (BKB);01;Vedtatt budsjett inneværende år;90;7 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);01;Barnehage og skole;01B;Skole;N;Nei;22210;Skolelokaler og uteareal;9;Ikke fysisk objekt? Dummy-verdi;BRANVERN;Brannverntiltak (BKB);BUD332;Brannverntiltak (BKB);31;Diverse endringer;BY;-7 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26110;Byggdrift sykehjem;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;01;Vedtatt budsjett inneværende år;90;1 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);03;Tiltak for eldre og særlig omsorgstrengende;03D;Byggdrift: Tiltak for eldre og omsorgstrengende;N;Nei;26110;Byggdrift sykehjem;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;31;Diverse endringer;BY;-1 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;BADE;Tilpasning til forskrift for badeanlegg mv.;BUD039;Forskrift for badeanlegg m.v i idrettsbygg;01;Vedtatt budsjett inneværende år;90;2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;BADE;Tilpasning til forskrift for badeanlegg mv.;BUD039;Forskrift for badeanlegg m.v i idrettsbygg;31;Diverse endringer;BY;-2 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;01;Vedtatt budsjett inneværende år;90;1 000 000,00;0,00;0,00;0,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023010;INV Nybygg/rehab. bygg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);13;Idrett;13C;Kommunale idrettsbygg og anlegg;N;Nei;38110;Kommunale idrettsbygg- og anlegg;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;31;Diverse endringer;BY;-1 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;VANNMAL;Montering av vannmålere;BUD038;Montering av vannmålere i skolebygg;01;Vedtatt budsjett inneværende år;90;0,00;0,00;1 000 000,00;2 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;VANNMAL;Montering av vannmålere;BUD038;Montering av vannmålere i skolebygg;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;01;Vedtatt budsjett inneværende år;90;0,00;0,00;1 000 000,00;1 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ENOK;ENØK-tiltak;BUD040;ENØK-tiltak;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ADMLOK;Administrasjonslokaler;BUD194;Rehabilitering administrasjonslokaler;01;Vedtatt budsjett inneværende år;90;0,00;2 000 000,00;2 000 000,00;2 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ADMLOK;Administrasjonslokaler;BUD194;Rehabilitering administrasjonslokaler;31;Diverse endringer;BY;2 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;UNIVERS;Universell utforming kommunale bygg;BUD196;Universell utforming kommunale bygg;01;Vedtatt budsjett inneværende år;90;0,00;0,00;2 000 000,00;3 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;UNIVERS;Universell utforming kommunale bygg;BUD196;Universell utforming kommunale bygg;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;SIKRING;Diverse sikringsarbeider BKB;BUD286;Sikringsarbeider generelt;01;Vedtatt budsjett inneværende år;90;0,00;1 000 000,00;1 000 000,00;1 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;SIKRING;Diverse sikringsarbeider BKB;BUD286;Sikringsarbeider generelt;31;Diverse endringer;BY;1 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;BRANVERN;Brannverntiltak (BKB);BUD332;Brannverntiltak (BKB);01;Vedtatt budsjett inneværende år;90;0,00;2 000 000,00;2 000 000,00;2 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;BRANVERN;Brannverntiltak (BKB);BUD332;Brannverntiltak (BKB);31;Diverse endringer;BY;2 000 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ELANLEGG;Oppgradering av elektriske anlegg;BUD341;Oppgradering av elektriske anlegg;01;Vedtatt budsjett inneværende år;90;0,00;1 500 000,00;1 500 000,00;1 500 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ELANLEGG;Oppgradering av elektriske anlegg;BUD341;Oppgradering av elektriske anlegg;31;Diverse endringer;BY;1 500 000,00;0,00;0,00;0,00;0,00
13-16IN1;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ENERGMRK;Energimerking bygg;BUD374;Energimerking kommunale bygg;01;Vedtatt budsjett inneværende år;90;0,00;0,00;1 000 000,00;2 000 000,00;0,00
12-15VB;100;Investeringer i anleggsmidler;023040;INV BKB - nybygg/rehab. anlegg;90;Fellesposter - bykassen;9002;Budsjett-fellesposter;BKB;BKB investering økplan;909005;BKB-prosjekter firma90 (utgift);16;Administrasjon og fellesfunksjoner;16;Administrasjon og fellesfunksjoner;N;Nei;13000;Administrasjonslokaler;9;Ikke fysisk objekt? Dummy-verdi;ENERGMRK;Energimerking bygg;BUD374;Energimerking kommunale bygg;31;Diverse endringer;BY;0,00;0,00;0,00;0,00;0,00
