"id";"tittel";"Mediatekst";"tjenesteeier_id";"emneord_id"
"57261";"Søknad om parkeringstillatelse for forflytningshemmede";"";"4055";"5406, 7631"
"57260";"Søknad om ledsagerbevis";"";"4055";"6783"
"57259";"Søknad om konsesjon ved overtaking av fast eigedom - nynorsk";"";"4055";"22709, 4538, 6763"
"57258";"Søknad om konsesjon på erverv av fast eiendom - bokmål";"";"4055";"22709, 4538, 6763"
"57257";"Søknad om kommunal oppreisning for tidligere barnehjemsbarn";"";"4055";""
"57256";"Søknad om kommunal eid/leid omsorgsbolig for eldre/funksjonshemmede";"Elektroniskt skjema for omsorgsbolig";"4055";"6234"
"57255";"Søknad om kommunal eid/leid omsorgsbolig for eldre og funksjonshemmede";"PDF- skjema 2019";"4055";"6234, 7382"
"57254";"Søknad om kommunal eid/leid bolig for vanskeligstilte";"";"4055";""
"57253";"Søknad om kommunal eid/leid bolig for vanskeligstilte";"Elektronisk";"4055";"6234, 7382"
"57252";"Søknad om helse- og omsorgstjenester";"Felles skjema for alle tjenester innen helse og omsorg - elektronisk";"4055";"7382"
"57251";"Søknad om helse- og omsorgstjenester";"Samlet pdf skjema";"4055";"4709, 5732, 5952"
"57250";"Søknad om dispensasjon for motorferdsel i utmark";"";"4055";"7024"
"57249";"Søknad om deling/rekvisisjon av oppmålingsforretning";"pdf skjema";"4055";"22690, 7474"
"57248";"Søknad om bostøtte - Husbanken";"";"4055";"3984"
"57247";"Søknad om bevilling for salg av alkohol";"";"4055";"3251"
"57246";"Søknad om barnehageplass";"Ekstern";"4055";"3764"
"57245";"Støttekontakt - søknad om å bli";"Elektronisk";"4055";"5320"
"57244";"Støttekontakt - søknad om å bli";"";"4055";"5320"
"57243";"Støttekontakt - rapport fra";"";"4055";"5320"
"57242";"Stilling søknad – og oversikt over aktuelle ledige stillinger";"";"4055";"3493, 8293"
"57241";"Startlån fra Husbanken";"Ekstern";"4055";"3952, 6234"
"57240";"Snarefangst etter ryper";"Elektronisk";"4055";"6080"
"57239";"Snarefangst - skjema for melding";"";"4055";"6080, 10129"
"57238";"Skolefri";"Elektronisk skjema";"4055";"5597"
"57237";"Skjenkebevilling enkeltanleding/ambulerende";"";"4055";"3251"
"57236";"Skjenkebevilling ambulerende/enkeltanleding";"Elektronisk";"4055";"3251, 8677"
"57233";"SFO-søknadsskjema";"";"4055";"8848"
"57232";"Samtykkeerklæring for publisering av bilder, film og tekst av barn på Jodacare";"Elektronisk samtykkeerklæring for publisering av bilder på Jodacare";"4055";"3692, 3700"
"57229";"Salgs-, serverings- og eller skjenkebevilling";"Elektronisk";"4055";"3251, 8677"
"57228";"Salgs- og skjenketider 2016-2020";"";"4055";"3251, 8677"
"57227";"Re-henvisningsskjema til PPT";"Re-henvisningsskjema for PPT. Pdf format";"4055";"7734"
"57225";"Reduksjon av foreldrebetaling i barnehage/gratis kjernetid";"Elektronisk";"4055";"3764"
"57224";"Primærnæringsfondet - søknadsskjema";"";"4055";"7342"
"57223";"Primærnæringfondet - søknad";"Elektronisk";"4055";"3815, 7342"
"57222";"Pedagogisk rapport for skoler";"Papirskjema";"4055";"7734"
"57221";"Pedagogisk rapport for barnehager";"Papirskjema";"4055";"7734"
"57220";"Parkeringstillatelse for forflytningshemmede";"Elektronisk";"4055";"7631"
"57218";"Om eResept";"";"4055";"6836, 6799"
"57217";"Næringsfondet - vedtekter, retningslinjer og saksbehandlingsregler";"";"4055";"7342"
"57216";"Næringsfondet - søknadsskjema";"";"4055";"7342"
"57215";"Næringsfondet - søknad om støtte";"Elektronisk";"4055";"7342"
"57214";"Naboerklæring";"Elektronisk";"4055";"4079"
"57213";"Naboerklæring";"";"4055";"4079"
"57212";"Musikk- og kulturskole – søknad";"Ekstern";"4055";"7128, 6468"
"57211";"Momskompensasjon - søknad fra frivillilge lag og foreninger";"";"4055";"5921, 6972"
"57207";"Ledsagerbevis - Søknadsskjema";"Elektronisk";"4055";"4892, 6783, 7831, 8174, 4248"
"57206";"Kulturmidler til utvalg for levekårs disposisjon";"Elektronisk 2018";"4055";"9806, 5928, 6566"
"57205";"Kulturmidler kulturorganisasjoner";"Elektronisk 2018";"4055";"6566, 5921"
"57204";"Kulturmidler idrett";"Elektronisk,2018";"4055";"5840, 5916, 5928, 6566"
"57202";"Konsesjon på erverv av fast eiendom mv. - LDIR-359";"Elektronisk";"4055";"6763"
"57201";"Individuell plan - søknadsskjema";"";"4055";"5952"
"57200";"Individuell plan";"Elektronisk";"4055";"5952"
"57199";"Individuell plan";"Elektronisk";"4055";"5952"
"57197";"Hybelhus i Oslo - Nordnorsken";"Elektronisk";"4055";"5912, 6364"
"57196";"Henvisning til logoped for voksne";"Papirskjema";"4055";"7734"
"57195";"Henvisning til logoped for barn";"Papirskjema";"4055";"5952, 7734"
"57194";"Henvisning PPT - systemsaker (for skoler/barnehager)";"Papirskjema";"4055";"7734"
"57193";"Henvisning PPT";"Papirskjema";"4055";"7734"
"57192";"Henvendelse til kommunen";"";"4055";"3183, 3191, 9161, 3195, 7412, 3203, 3251, 3295, 3302, 3318"
"57191";"Gravemelding";"";"4055";"5581"
"57190";"Gravemelding";"Elektronisk skjema";"4055";"5581"
"57189";"Garnutvisning Gallok";"Elektronisk";"4055";"6080"
"57188";"Garnutvisning - for Gallokområdet";"";"4055";"4962"
"57187";"Fritak/reduksjon av kommunale avgifter";"";"4055";"4061"
"57185";"Etablererveiledning";"Elektronisk";"4055";"3815"
"57184";"Elevenes psykososiale skolemiljø 2017";"Handlingsplan kapittel 9A - Læringsmiljø";"4055";"7014"
"57183";"Egenerklæring om konsesjonsfrihet ved erverv av fast eiendom mv - LDIR - 360";"Elektronisk";"4055";"6763"
"57182";"Egenerklæring om konsesjonsfrihet ved erhverv av fast eiendom mv bokmål";"pdf";"4055";"22709, 4538, 6763"
"57181";"Dispensasjon for motorferdsel i utmark";"Elektronisk";"4055";"7024"
"57180";"Dispensasjon - legeerklæring - ved bruk av motorkjøretøyer i utmark";"";"4055";"7024"
"57179";"Demensteam Wesselborgen sykehjem - henvisningsskjema";"";"4055";"3700, 4220, 4460, 4709, 6371, 6783, 7774, 5320, 22875"
"57178";"Deling av grunneiendom / rekvisisjon av oppmålingsforretning";"Elektronisk skjema";"4055";"7474"
"57177";"Bytte fastlege";"";"4055";"6836"
"57176";"Byggesaker - skjema fra Byggsøk.no";"";"4055";"8130, 22701, 4079, 22734, 5581, 6306, 22825, 4147, 22888"
"57175";"Borgerlig vielse i Sør-Varanger kommune";"Elektronisk søknadsskjema for vielse";"4055";"4277"
"57174";"Bestilling av hygienesertifikat (SSC) jfr. smittevernloven";"Elektronisk skjema med levering til brannvakta";"4055";"6666, 6661, 8966"
"57173";"Bestill reseptfornyelse - Kirkenes legesenter as";"Ekstern";"4055";"6836"
"57172";"Bestill legetime på nett - Kirkenes legesenter as";"Ekstern";"4055";"6836"
"57171";"Avlastnings-/besøkshjem";"Elektronisk";"4055";"3701"
"57170";"Avlastnings- og besøkshjem - søknad om å bli";"";"4055";"3799, 3701, 4828, 5231"
"57167";"Vatn/kloakk - Inn- og utkopling (for montør)";"";"3698";"5320"
"57164";"Utgiftsdekning for folkevalde i Gloppen";"";"3698";"5320"
"57163";"Tilmelding til PPT - frå skule";"Tilmelding til Pedagosisk Psykologisk Teneste frå Skule";"3698";"5320"
"57162";"Tilmelding til PPT - frå barnehage";"";"3698";"5320"
"57161";"Søknad om tilskot frå utviklingsfondet for Naustdal-Gjengedal landskapsvernområde";"";"3698";"5320"
"57154";"Støttekontakt - søknad om";"";"3698";"5320"
"57151";"Spreiing av husdyrgjødsel etter 20. september";"";"3698";"5320"
"57149";"Skøyte";"";"3698";"5320"
"57144";"Salsløyve, alkohol under 4,7 volumprosent";"";"3698";"5320"
"57143";"Rehabilitering av skorstein";"";"3698";"5320"
"57141";"Reduksjon av foreldrebetaling / gratis kjernetid";"Moderasjonsordningar for barnehagebetalingar";"3698";"5320"
"57139";"Opplysningar om nytilsett";"Skjema skal fyllast ut av nytilsette i Gloppen kommune";"3698";"5320"
"57138";"Ny barnehageplass";"Søknad om barnehageplass";"3698";"5320"
"57134";"Kvalifiseringsprogram, søknad om (NAV)";"";"3698";"5320"
"57129";"Helse- og omsorgstenester, søknad";"";"3698";"5320"
"57128";"Generell førespurnad til Gloppen kommune";"";"3698";"5320"
"57127";"Følgjekort for funksjonshemma";"Nytt skjema nov 17";"3698";"5320"
"57126";"Følgjekort";"";"3698";"5320"
"57125";"Frådeling";"Skjema for frådeling";"3698";"5320"
"57124";"Endringar - salsløyve";"";"3698";"5320"
"57123";"Eigenmelding for tuberkulose og MRSA";"";"3698";"5320"
"57122";"Eigenfråsegn om konsesjonsfritak";"";"3698";"5320"
"57120";"Drosjekort - Erklæring (fyllast ut av lege)";"Transporttenesta for funksjonshemma. TT-ordning. (dør-til-dør). Fyllast ut av td lege, fysioterapeut, ergoterpeut. Skal leverast saman med søknad om drosjekort";"3698";"5320"
"57108";"Søknad om ambulerande skjenkeløyve / einskilt høve";"Elektronisk skjema";"331";"7631"
"57106";"Registrering av vassmålarstand";"Elektronisk skjema";"331";"7631"
"57100";"Førespurnad til kommunen";"Elektronisk skjema";"331";"7631"
"56965";"TT-kort";"";"3320";""
"56964";"Tilskudd til ungdom i sommerjobb";"";"3320";""
"56963";"Søknad SFO";"";"3320";""
"56962";"Søknad på stilling";"Søknad på stilling fast og vikariat - ikke generelle søknader.";"3320";""
"56961";"Søknad om åpen brenning";"";"3320";""
"56960";"Søknad om tilskudd til investeringer i skiløyper og turstier";"";"3320";""
"56959";"Søknad om tilskudd til flom og skredforebygging og miljøtiltak langs vassdrag (NVE-0035)";"";"3320";""
"56958";"Søknad om skolebytte";"";"3320";""
"56957";"Søknad om serveringsbevilling";"";"3320";""
"56956";"Søknad om serverings- og skjenkebevilling, evt. kun skjenkebevilling";"";"3320";""
"56955";"Søknad om salgsbevilling";"";"3320";""
"56954";"Søknad om fritak for renovasjon og septikslamgebyr";"";"3320";""
"56953";"Søknad om fritak for feiing";"";"3320";""
"56952";"Søknad om fritak for feiing";"";"3320";""
"56951";"Søknad om barnehageplass";"";"3320";""
"56950";"Søknad om ambulerende skjenkebevilling/skjenking ved enkeltanledninger";"";"3320";""
"56949";"Registrering av personopplysninger";"";"3320";""
"56948";"Omsetningsoppgave for alkohol";"";"3320";""
"56947";"Mine vaksiner";"";"3320";""
"56946";"Legetime og reseptbestilling";"";"3320";""
"56945";"Kulturskole - søknad om plass";"";"3320";""
"56944";"Kjernejournal";"";"3320";""
"56943";"Høringsuttalelse kommuneplanens arealdel";"";"3320";""
"56942";"Forfall til politiske møter";"";"3320";""
"56941";"Byggesak";"Skjema byggesaksbehandling";"3320";""
"56940";"Biblioteket - søk og lån";"";"3320";""
"56718";"Tilskudd til løypereparering";"Tilskudd til løypereparering";"3497";""
"56717";"Søknad på  ledig stilling";"";"3497";""
"56716";"Søknad om spesialundervisning for voksne";"";"3497";""
"56715";"Søknad om SFO- og barnehageplass";"";"3497";""
"56714";"Søknad om midlertidig feie- og tilsynsgebyr";"";"3497";""
"56712";"Melding om sporadisk overnatting";"";"3497";""
"56711";"Melding om installasjon -vesentlig endring- omplassering av ildsted";"";"3497";""
"56710";"Melding om brenning -av St.Hans bål -og i skog og landbruk";"";"3497";""
"56709";"Klage på parkeringsavgift";"";"3497";""
"56708";"Innspill til to kommunedelplaner";"";"3497";""
"56707";"Inkluderingstilskudd til lag og foreninger";"";"3497";""
"56706";"Fyrverkeri- salg";"";"3497";""
"56705";"Fyrverkeri-  søknad om tillatelse til avfyring, pyroteknikere";"";"3497";""
"56704";"Fyrverkeri-  søknad om tillatelse til avfyring, privatpersoner";"";"3497";""
"56703";"Fakkeltog";"";"3497";""
"56702";"Brannsikkerhet -egenmelding";"";"3497";""
"56698";"Voksenopplæringssenteret - Bestilling av timebekreftelse/deltakerbekreftelse";"";"196";""
"56697";"Voksenopplæringssenteret - Påmelding til Norskkurs for akademikere";"";"196";""
"56696";"Voksenopplæringssenteret - Påmelding til norskkurs nett";"";"196";""
"56695";"Voksenopplæringssenteret - Påmelding til praksis";"";"196";""
"56694";"Voksenopplæringssenteret - Påmelding til norsk kveldskurs";"";"196";""
"56692";"Voksenopplæringssenteret: Kurs i arbeidsliv og jobbsøk for minoritetsspråklige - kurspåmelding";"";"196";""
"56691";"Voksenopplæringssenteret: Intensivkurs engelsk for nybegynnere (A1) - kurspåmelding";"";"196";""
"56690";"Voksenopplæringssenteret: Intensivkurs før norskprøven (B1) - kurspåmelding";"";"196";""
"56689";"Barnehage - Søknad om logopedhjelp";"";"196";""
"56688";"Voksenopplæringssenteret - Påmelding til kurs";"";"196";""
"56687";"Voksenopplæringssenteret: Påmelding til grunnskoletest";"";"196";""
"56685";"Voksenopplæringssenteret: Påmelding til kurs i samfunnskunnskap";"";"196";""
"56684";"Ungdomsråd - søknad om å bli medlem";"";"196";""
"56683";"Trygghetstjenester- søknad";"";"196";""
"56682";"Rehabiliteringsopphold i Altea - legeerklæring - pdf";"";"196";""
"56681";"Rehabiliteringsopphold i Altea - legeerklæring";"";"196";""
"56677";"Økonomisk rådgivning - fullmakt";"";"196";""
"56675";"Ledsagerbevis for funksjonshemmede - søknad (2019.07/BK241)";"";"196";""
"56673";"Økonomisk rådgivning";"";"196";""
"56672";"Endre lånebetingelser på Startlån";"";"196";""
"56671";"Barnehage - redusert foreldrebetaling og gratis kjernetid for 4-5 åringer -  PDF";"";"196";""
"56669";"Parkeringstillatelse for forflytninghemmede - søknad";"";"196";""
"56668";"Tilrettelagt aktivitet/arbeid/seniortilbud - søknad";"";"196";""
"56666";"Etter skoletid - søknad";"";"196";""
"56665";"Helse - og omsorgstjenester - søknad";"";"196";""
"56664";"Gjeldsrådgiving";"";"196";""
"56663";"Barnevern - bli besøkshjem eller støttekontakt";"";"196";""
"56662";"PP-tjenesten barn og unge - henvisning";"";"196";""
"56660";"Kommunale avgifter - månedlig faktura";"";"136";""
"56659";"Søknad om skjenkebevilling";"";"136";""
"56658";"Søknad om ambulerende skjenkebevilling / skjenkebevilling for enkeltanledning";"";"136";""
"56657";"Søknad om salgsbevilling";"";"136";""
"56608";"Kulturmidler (KF-109-5426)";"";"3671";""
"56607";"Søknad om tilskudd til utredning og prosjektering av bolig (KF-664)";"";"124";""
"56606";"Bestilling av tilgang - IST-barnehage (1108)";"";"124";""
"56605";"Kommunal bolig - Søknad om";"";"3338";""
"56604";"Startlån - Endring av lånevilkår";"";"124";""
"56603";"Innmelding av lag og foreninger (KF-658)";"";"4151";""
"56602";"Søknad om parkeringsbevis - friluftsliv (1938)";"";"3521";""
"56601";"Foreldrepermisjon - varsel til arbeidsgiver";"";"3338";""
"56600";"Salgsbevilling (KF-656)";"";"124";""
"56599";"Kommuneplanens arealdel 2020-2030 - innspill (0935)";"";"3413";""
"56598";"Sanitæranlegg - Søknad om tilkobling og utføring av utvendig sanitæranlegg";"";"3338";""
"56597";"Anleggstilskudd til frivillige organisasjoner (KF-654)";"";"151";""
"56596";"Sanitærabonnement (KF-655)";"";"3884";""
"56595";"Søknad på stilling (VTD-1)";"";"3314";""
"56594";"Søknad på stilling (VTD-1)";"";"3455";""
"56593";"Søknad på stilling (VTD-1)";"";"4169";""
"56592";"Søknad på stilling (VTD-1)";"";"3788";""
"56591";"Søknad på stilling (VTD-1)";"";"4070";""
"56590";"Søknad på stilling (VTD-1)";"";"3935";""
"56589";"Serverings- og/eller skjenkebevilling (KF-123-0937)";"";"3263";""
"56588";"Skjenkebevilling - enkelt anledning/ambulerende (KF-112-0937)";"";"3263";""
"56587";"Omsetningsoppgave for alkohol (KF-134-0937)";"";"3263";""
"56586";"Skole - informasjon om utmelding og flytting fra kommunen (KF-651)";"";"3938";""
"56585";"Skole - informasjon om utmelding og flytting fra kommunen (KF-651)";"";"217";""
"56584";"Skolefritidsordningen (SFO) - Svar på plasstilbud";"";"3938";""
"56583";"Fyrverkeri - Handel og oppbevaring (KF-649)";"";"4115";""
"56582";"Kommunal bolig - oppsigelse (KF-568-0935)";"";"3413";""
"56581";"Offentlig høring - høringssvar (KF-239-0621)";"";"3938";""
"56580";"Søknad om fiberutbygging (0935)";"";"3413";""
"56579";"Søknad om skoleskyss (0621)";"";"3938";""
"56578";"Søknad om brøyting av privat vei";"";"3338";""
"56577";"Flytteutgifter - søknad om refusjon";"";"3338";""
"56575";"Ressurssenteret på Seljestad Ungdomsskole - Søknad om plass";"";"3338";""
"56574";"Kommunale boligtilbud (KF-459-0935)";"";"3413";""
"56573";"Fyrverkeri - tillatelse til avfyring";"";"3338";""
"56572";"Skole - Søknad om bytte av skolekrets";"";"283";""
"56571";"Barn og ungdom - innspill til elevrådet (0935)";"";"3413";""
"56570";"Kulturskole - Søknad om opptak (KF-172-0935)";"";"3413";""
"56569";"Fyrverkeri - handel og oppbevaring";"";"3338";""
"56568";"Skole - Leksehjelp påmelding (KF-646)";"";"3938";""
"56567";"Skole - Leksehjelp påmelding (KF-646)";"";"3788";""
"56566";"Utdanningslegat - søknadsskjema";"";"3938";""
"56562";"Søknad om påslipp av oljeholdig avløpsvann";"";"3338";""
"56561";"Skolefritidsordningen (SFO) - Redusert foreldrebetaling (KF-630-0621)";"";"3938";""
"56560";"Oljetank - melding om (KF-639-0228)";"";"3884";""
"56559";"Oljetank - melding om (KF-639-2002)";"";"217";""
"56558";"Oljetank/Parafintank - Søknad om å la bli liggende";"";"3884";""
"56557";"Barnehage - Redusert foreldrebetaling (KF-574-0621)";"";"3938";""
"56556";"Skolefritidsordningen (SFO) - Endring eller oppsigelse";"";"3938";""
"56555";"Innsyn i personopplysninger (KF-636-0214)";"";"73";""
"56554";"Kulturpris - forslag til kandidater (KF-498-0621)";"";"3938";""
"56553";"Skolefritidsordning (SFO) - Ny plass (KF-122-0621)";"";"3938";""
"56552";"Skole - Innmelding (KF-130-0621)";"";"3938";""
"56551";"Søknad om utsatt/fremskutt skolestart (KF-632)";"";"3938";""
"56550";"Søknad om skoleskyss grunnet farlig skolevei (KF-165-0621)";"";"3938";""
"56549";"Barnehage - Endre plass (0621)";"";"3938";""
"56548";"Barnehage - Søknad om ny plass (0621)";"";"3938";""
"56547";"Trafikksikkerhetsplan (0935)";"";"3413";""
"56546";"Dispensasjon fra norm for pedagogisk bemanning i barnehage";"";"3338";""
"56545";"Feiing og tilsyn av fritidsboliger";"";"3746";""
"56542";"Skjenkebevilling - enkelt anledning/ambulerende (KF-112-3019)";"";"67";""
"56540";"Redusert foreldrebetaling i barnehage / SFO - søknad (KF-630)";"";"3725";""
"56539";"Redusert foreldrebetaling i barnehage / SFO - søknad (KF-630)";"";"3788";""
"56538";"Brøyting av privat vei (0935)";"";"3413";""
"56537";"Gjeldsrådgivning (KF-629)";"";"3413";""
"56536";"Søknad om tillatelse til felling av grågås";"";"3338";""
"56535";"Reduksjon / fritak fra kommunale avgifter (KF-628)";"";"3413";""
"56534";"Reduksjon / fritak fra kommunale avgifter (KF-628)";"";"4115";""
"56533";"Bolig og Eiendom - Differansiering av renovasjonsavgift (0935)";"";"3413";""
"56532";"Avkjørsel fra kommunal veg";"";"3338";""
"56531";"Søknad om treningstid - idrettshall (KF-137-0937)";"";"3263";""
"56530";"Kulturpris - kandidatforslag (KF-498-0935)";"";"3413";""
"56529";"Eiendomsskatt - nedsettelse eller ettergivelse (KF-496-0935)";"";"3413";""
"56528";"Kulturstipend (KF-519-0935)";"";"3413";""
"56527";"Kulturmidler (KF-109-0935)";"";"3413";""
"56526";"Vielse - bestilling (NH-5)";"";"4124";""
"56524";"Barnehage - Godkjenning av ordinær barnehage i Harstad kommune etter Barnehagelovens § 6 og § 10";"";"";""
"56523";"Kulturmidler (KF-109-2020)";"";"3842";""
"56521";"Hytteregistrering for feiing og tilsyn";"";"3836";""
"56520";"Søknadsskjema starttilskudd kulturarbeid";"";"73";""
"56519";"Søknadsskjema for tilskudd kulturarbeid";"";"73";""
"56518";"Vielse - bestilling (KF-620-1942)";"";"3809";""
"56517";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574-1942)";"";"3809";""
"56515";"Voss-stipend";"";"3413";""
"56514";"Skole - Overflytting innen kommunen (KF-622)";"";"3938";""
"56513";"Søknad om permisjon fra pliktig undervisning (KF-255B-0214)";"";"73";""
"56512";"Søknad om dispensasjon etter plan- og bygningsloven (2020)";"";"3842";""
"56511";"Vielse - bestilling (KF-620-1046)";"";"3941";""
"56508";"Søknad om fritak eller reduksjon av kommunale avgifter";"";"3338";""
"56507";"Søknad om utslippstillatelse (KF-320-1224)";"";"283";""
"56506";"Søknad om torg-/salgsplass (MF-44)";"";"3842";""
"56505";"Kommunale lokaler og anlegg - leie (MF-33)";"";"3842";""
"56504";"Barnehage - Ny plass, endring og overflytting (MF-11)";"";"3842";""
"56503";"Innmelding skole (MF-5)";"";"3842";""
"56502";"Fri fra undervisning (MF-3)";"";"3842";""
"56501";"Vielse - bestilling (MF-2)";"";"3842";""
"56500";"Vielse - bestilling (MF-2)";"";"3569";""
"56499";"Idrettsfunksjonell forhåndsgodkjenning";"";"3836";""
"56498";"Søknad om parkeringstillatelse for institusjon med forflytningshemmede";"";"73";""
"56497";"Vielse - bestilling (KF-620)";"";"3314";""
"56496";"Vielse - bestilling (KF-620)";"";"3788";""
"56495";"Vielse - bestilling (KF-620)";"";"3413";""
"56494";"Vielse - bestilling (KF-620)";"";"3953";""
"56493";"Innmelding skole (KF-130-1939)";"";"4007";""
"56490";"Dispensasjon fra lov om motorferdsel i utmark";"";"3569";""
"56489";"Støtte til næringsutvikling for bedrifter";"";"4169";""
"56488";"Politiattest  - Forevist";"";"3338";""
"56487";"Påmelding til det nye Langnesmarkedet";"";"3569";""
"56486";"Leie av kulturhus, idrettshall og grendehus (KF-137-0833)";"";"4070";""
"56485";"Krav om retting av feil og mangler i matrikkelen (KF-626)";"";"3842";""
"56484";"Registrering av innflytter";"";"73";""
"56483";"Dispensasjon fra utdanningskravet som barnehagelærer";"";"3338";""
"56482";"Politiattest - Bekreftelse";"";"3338";""
"56481";"Vil du melde deg som frivillig?";"";"3338";""
"56480";"Musikk-/kulturskole - Opptak og utmelding (KF-172-0621)";"";"3938";""
"56479";"Personskade / hendelse i skole/SFO/barnehage (KF-617)";"";"3314";""
"56478";"Melding om behov for individuell tilrettelegging i barnehage jf Barnehageloven § 19g";"";"3746";""
"56477";"Melding om behov for individuell tilrettelegging i barnehage jf Barnehageloven § 19g";"";"4097";""
"56476";"Melding om behov for individuell tilrettelegging i barnehage jf Barnehageloven § 19g";"";"283";""
"56475";"Bekymringsmelding til barnevernet";"";"3428";""
"56474";"Salgsbevilling for alkohol (KF-124-0612)";"";"187";""
"56471";"Permisjon (KF-343D)";"";"283";""
"56466";"Skolefritidsordning (SFO) - Ny plass (KF-273-0938)";"";"3554";""
"56465";"Barnehage - Ny plass (KF-101-0938)";"";"3554";""
"56464";"Fri fra undervisning (KF-255-0829)";"";"3455";""
"56463";"Innmelding skole (KF-434-0829)";"";"3455";""
"56462";"Avkjørsel eller dispensasjon fra byggegrenser - søknad om";"";"3617";""
"56461";"Undervisning i Norsk - Søknad om (KF-613)";"";"3836";""
"56460";"Barnehage - Ny plass, endring og oppsigelse (KF-479B)";"";"3455";""
"56458";"Motorferdsel i utmark og vassdrag (KF-195-2027)";"";"4115";""
"56457";"SFO - Ny plass og endring (KF-351-2020)";"";"3842";""
"56456";"Søknad om leie av rom til møte/enkeltarrangement (KF-562-3825)";"";"4169";""
"56455";"Fri fra undervisning (KF-255-1253)";"";"3836";""
"56454";"Serverings- og/eller skjenkebevilling (KF-123D-0605)";"";"3866";""
"56453";"Søknad om idrettsfunksjonell forhåndsgodkjenning av byggeplaner for idrettsanlegg (KF-595)";"";"283";""
"56452";"Tillatelse til å overskride støygrensene";"";"3338";""
"56451";"Masfjorden";"";"3725";""
"56450";"Søknad om støtte til kurs/seminar (KF-590B)";"";"283";""
"56449";"Gravemelding, sanitærmelding og varslingsplan (KF-196B)";"";"3617";""
"56448";"Pleie- og omsorgstjenester - Søknad om (KF-158-0828)";"";"3935";""
"56447";"Torgplass - søknad om (KF-244-0214)";"";"73";""
"56446";"Skolefritidsordning (SFO) - Ny plass, endring og utmelding (KF-273-1253)";"";"3836";""
"56444";"Permisjon / egenmelding for OMSORG og BRANN";"";"3338";""
"56443";"Kulturmidler (KF-109A-0941)";"";"3557";""
"56442";"Grunneiertillatelse til jakt på rovvilt (KF-407)";"";"3521";""
"56441";"Søknad om støtte til utdanning (KF-590-1224)";"";"283";""
"56439";"reiserekning";"";"3725";""
"56438";"Søknad om endring av gitt tillatelse eller godkjenning (KF-409)";"";"3938";""
"56437";"Søknad om ferdigattest (KF-416B)";"";"3938";""
"56436";"Tillatelse til tiltak - søknad om (KF-418B)";"";"3938";""
"56435";"Fritak fra eiendomsskatt - søknad (KF-584)";"";"73";""
"56434";"Søknad om midlertidig brukstillatelse (KF-416B)";"";"3938";""
"56433";"Motorferdsel i utmark og vassdrag (KF-195G)";"";"3464";""
"56432";"Kartbestilling (KF-275B)";"";"3836";""
"56431";"Tillatelse til tiltak uten ansvarsrett - søknad (KF-420)";"";"3938";""
"56430";"Spesialpedagogisk hjelp for barn i barnehage - søknad (KF-582)";"";"3605";""
"56429";"Spesialpedagogisk hjelp for barn i barnehage - søknad (KF-582)";"";"3746";""
"56428";"Melding om bygning eller tilbygg som er unntatt søknadsplikt (KF-581)";"";"3938";""
"56427";"Søknad om leie av rom til møte/arrangement til fast bruk (KF-137-3825)";"";"4169";""
"56426";"Oppsigelse - arbeidstaker";"";"3338";""
"56425";"Søknad om elevpermisjon (KF-255F)";"";"187";""
"56424";"Kulturarrangement - tilskudd (KF-136-0605)";"";"3866";""
"56422";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"3605";""
"56420";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"3899";""
"56419";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"3671";""
"56417";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"3413";""
"56416";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"4124";""
"56415";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"3746";""
"56412";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"3455";""
"56409";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"3269";""
"56407";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"3557";""
"56406";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"283";""
"56404";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"118";""
"56397";"Redusert foreldrebetaling / gratis kjernetid i barnehage - søknad (KF-574)";"";"3842";""
"56394";"Fritak fra driveplikt - søknad (KF-147B)";"";"4070";""
"56393";"Musikk-/kulturskole - Opptak (KF-172-0940)";"";"4127";""
"56392";"Leie av idretts- og svømmehaller - Søknad om (KF-291-0214)";"";"73";""
"56391";"Omsetningsoppgave for alkohol (KF-134C)";"";"3605";""
"56389";"Kulturarrangement - tilskudd (KF-136-1264)";"";"3605";""
"56388";"Kulturmidler (KF-109A-1264)";"";"3605";""
"56387";"Eiendomsskatt - klage/endring/fritak (KF-500A)";"";"3440";""
"56384";"Skoleskyss - Søknad om (KF-165B-0612)";"";"187";""
"56383";"Kulturmidler (KF-109B)";"";"3746";""
"56382";"Barnehagesøknad 2017/2018 (KF-101E-30)";"";"3269";""
"56381";"Skolefritidsordning (SFO) - Ny plass, endring og utmelding (KF-365-1942)";"";"3809";""
