"versjoner";"sumart1";"sumart1-tekst";"kost2a";"hovedgruppering-art";"avdeling";"avdeling-tekst";"avgfin-ikke-avgfin";"tjenesteomraade";"tjenesteomraade-tekst";"tjeneste";"tjeneste-tekst";"proplan";"prosjektkategori";"prosjekt";"prosjekt-tekst";"geografisk-bydel";"geografisk-bydel-tekst";"2011-fra-vedt-okonomiplan";"2012";"2013";"2014";"2015"
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD071;Oppgradering av uteareal - skole;90;BYDEKKENDE;0;0;0;0;6 000 000,00
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;17316;GARDEROBEANLEGG/HALL LEIKVANG;80;ÅSANE;0;8 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;17316;GARDEROBEANLEGG/HALL LEIKVANG;80;ÅSANE;0;-8 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;100014;Byggelånsrente idrettsanlegg;90;BYDEKKENDE;0;-1 200 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;100014;Byggelånsrente idrettsanlegg;90;BYDEKKENDE;0;1 200 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;17284;REHABILITERINGSTILTAK,MINDRE;90;BYDEKKENDE;0;8 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;17284;REHABILITERINGSTILTAK,MINDRE;90;BYDEKKENDE;0;-8 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;BUD133;Garderobebygg;90;BYDEKKENDE;0;5 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;BUD133;Garderobebygg;90;BYDEKKENDE;0;-5 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;BUD167;Fotballbane Sørås/Ytrebygda;60;YTREBYGDA;0;2 500 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;BUD167;Fotballbane Sørås/Ytrebygda;60;YTREBYGDA;0;-5 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;BUD167;Fotballbane Sørås/Ytrebygda;60;YTREBYGDA;0;2 500 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;BUD239;Investeringstiltak ny idrettsplan;90;BYDEKKENDE;0;-30 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;BUD239;Investeringstiltak ny idrettsplan;90;BYDEKKENDE;0;-70 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13B;Kommunale idrettstilbud;38010;Idrettsanlegg;IDRETT;Idrettsinvesteringer;BUD239;Investeringstiltak ny idrettsplan;90;BYDEKKENDE;0;100 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17280;NÆRMILJØANLEGG NYINVEST.;90;BYDEKKENDE;0;3 600 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17280;NÆRMILJØANLEGG NYINVEST.;90;BYDEKKENDE;0;0;0;1 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17280;NÆRMILJØANLEGG NYINVEST.;90;BYDEKKENDE;0;100 000,00;4 500 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17280;NÆRMILJØANLEGG NYINVEST.;90;BYDEKKENDE;0;-200 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17280;NÆRMILJØANLEGG NYINVEST.;90;BYDEKKENDE;0;-2 500 000,00;-3 500 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17317;KJØP AV MASKINER;90;BYDEKKENDE;0;600 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17317;KJØP AV MASKINER;90;BYDEKKENDE;0;-600 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17336;Tomteinnløsninger idrett;90;BYDEKKENDE;0;3 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17336;Tomteinnløsninger idrett;90;BYDEKKENDE;0;-2 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17398;Vannsportanlegg;90;BYDEKKENDE;0;5 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17398;Vannsportanlegg;90;BYDEKKENDE;0;-5 000 000,00;1 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17262;PROSJEKTERING GRUNNUNDERSØKELS;90;BYDEKKENDE;0;2 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD170;Fotballbane Toppe/Hordvik;80;ÅSANE;0;8 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD170;Fotballbane Toppe/Hordvik;80;ÅSANE;0;-8 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD240;Utskifting av toppdekke kunstgressbaner;90;BYDEKKENDE;0;0;0;3 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD240;Utskifting av toppdekke kunstgressbaner;90;BYDEKKENDE;0;0;6 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD240;Utskifting av toppdekke kunstgressbaner;90;BYDEKKENDE;0;0;-6 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;FYIDRHAL;Fyllingsdalen idrettshall;BUD304;Fyllingsdalen idrettshall påbygg;40;FYLLINGSDALEN;0;0;0;12 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;FYIDRHAL;Fyllingsdalen idrettshall;BUD304;Fyllingsdalen idrettshall påbygg;40;FYLLINGSDALEN;0;0;20 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;FYIDRHAL;Fyllingsdalen idrettshall;BUD304;Fyllingsdalen idrettshall påbygg;40;FYLLINGSDALEN;0;0;-8 000 000,00;8 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD305;Myrdal Flerbrukhall;80;ÅSANE;0;0;5 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD305;Myrdal Flerbrukhall;80;ÅSANE;0;0;-5 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD306;Byarena;90;BYDEKKENDE;0;5 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD306;Byarena;90;BYDEKKENDE;0;-5 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD307;Ishall Myrdal;80;ÅSANE;0;0;40 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD307;Ishall Myrdal;80;ÅSANE;0;0;-40 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD308;Espeland idrettsplass -oppjust. fotballbane;10;ARNA;0;0;3 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD308;Espeland idrettsplass -oppjust. fotballbane;10;ARNA;0;0;-3 000 000,00;3 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD310;Stemmemyren - oppgradering av fotballanlegg;20;BERGENHUS;0;0;6 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD310;Stemmemyren - oppgradering av fotballanlegg;20;BERGENHUS;0;0;10 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD310;Stemmemyren - oppgradering av fotballanlegg;20;BERGENHUS;0;0;-10 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD310;Stemmemyren - oppgradering av fotballanlegg;20;BERGENHUS;0;0;-6 000 000,00;6 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD311;Krohnsminde Garderobeanl og klubbhus;70;ÅRSTAD;0;9 000 000,00;-12 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD311;Krohnsminde Garderobeanl og klubbhus;70;ÅRSTAD;0;3 000 000,00;12 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD313;Slåtthaug isbane - garderobe m.m.;30;FANA;0;0;13 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD313;Slåtthaug isbane - garderobe m.m.;30;FANA;0;0;-10 000 000,00;10 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD317;Slåtthaug - trimløype;30;FANA;0;0;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD318;Skiløyper;90;BYDEKKENDE;0;2 000 000,00;2 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD318;Skiløyper;90;BYDEKKENDE;0;-1 000 000,00;-1 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD319;Vannsportanlegg;90;BYDEKKENDE;0;0;-5 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD319;Vannsportanlegg;90;BYDEKKENDE;0;0;5 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD325;Myrdal fotballbane - oppgradering;80;ÅSANE;0;0;20 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD325;Myrdal fotballbane - oppgradering;80;ÅSANE;0;0;-20 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD339;Myrdalsområdet - planlegging og prosjektering;80;ÅSANE;0;0;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17280;NÆRMILJØANLEGG NYINVEST.;90;BYDEKKENDE;0;0;0;-1 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;17409;Idrettsplan;90;BYDEKKENDE;0;0;0;50 000 000,00;50 000 000,00
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD240;Utskifting av toppdekke kunstgressbaner;90;BYDEKKENDE;0;0;0;-3 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;FYIDRHAL;Fyllingsdalen idrettshall;BUD304;Fyllingsdalen idrettshall påbygg;40;FYLLINGSDALEN;0;0;-12 000 000,00;-20 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD308;Espeland idrettsplass -oppjust. fotballbane;10;ARNA;0;0;0;-3 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD310;Stemmemyren - oppgradering av fotballanlegg;20;BERGENHUS;0;0;0;-6 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD313;Slåtthaug isbane - garderobe m.m.;30;FANA;0;0;-3 000 000,00;-10 000 000,00;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;7;Byrådsavd. for kultur, kirke og idrett;Ikke-avg.fin.;13C;Kommunale idrettsbygg og anlegg;38110;Kommunale idrettsbygg- og anlegg;IDRETT;Idrettsinvesteringer;BUD371;Fyllingsdalen stadion friidrett;40;FYLLINGSDALEN;0;2 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;20220;Vanlig grunnskoleundervisning;SKOLE;Prosjekter under Skolebruksplanen;BUD182;Satsing på realfag;90;BYDEKKENDE;0;4 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;20220;Vanlig grunnskoleundervisning;SKOLE;Prosjekter under Skolebruksplanen;BUD182;Satsing på realfag;90;BYDEKKENDE;0;0;4 000 000,00;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;20220;Vanlig grunnskoleundervisning;SKOLE;Prosjekter under Skolebruksplanen;BUD182;Satsing på realfag;90;BYDEKKENDE;0;0;0;4 000 000,00;4 000 000,00
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01A;Barnehage;22110;Førskolelokaler og uteareal;BHG;Barnehageinvesteringer;BUD045;Tomter nye barnehager;90;BYDEKKENDE;0;2 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01A;Barnehage;22110;Førskolelokaler og uteareal;BHG;Barnehageinvesteringer;BUD045;Tomter nye barnehager;90;BYDEKKENDE;0;-2 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01A;Barnehage;22110;Førskolelokaler og uteareal;BHG;Barnehageinvesteringer;BUD159;Oppgradering uteareal barnehage;90;BYDEKKENDE;0;2 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01A;Barnehage;22110;Førskolelokaler og uteareal;BHG;Barnehageinvesteringer;BUD045;Tomter nye barnehager;90;BYDEKKENDE;0;2 000 000,00;2 000 000,00;2 000 000,00;2 000 000,00
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01A;Barnehage;22110;Førskolelokaler og uteareal;BHG;Barnehageinvesteringer;BUD159;Oppgradering uteareal barnehage;90;BYDEKKENDE;0;-1 000 000,00;1 000 000,00;1 000 000,00;1 000 000,00
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01A;Barnehage;22110;Førskolelokaler og uteareal;OPPVTU;Oppveksttun (barnehage / skole);BUD235;Tilrettelegging av skolearealer oppveksttun;90;BYDEKKENDE;0;2 000 000,00;2 000 000,00;2 000 000,00;2 000 000,00
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD055;Bønes skole, flerbrukshall;40;FYLLINGSDALEN;0;-6 500 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD055;Bønes skole, flerbrukshall;40;FYLLINGSDALEN;0;10 000 000,00;0;0;0
12-15IN1;1;Sum utgifter;100;Investeringer i anleggsmidler;4;Byrådsavd. for barnehage og skole;Ikke-avg.fin.;01B;Skole;22210;Skolelokaler og uteareal;SKOLE;Prosjekter under Skolebruksplanen;BUD055;Bønes skole, flerbrukshall;40;FYLLINGSDALEN;0;6 500 000,00;0;0;0
