konto;konto_tekst;ansvar;ansvar_tekst;tjeneste;tjeneste_tekst;rekneskap_2011;budsjett_2012;budsjett_2013
11600;Bilgodtgjersle oppg.pl.;750;Politisk styring;10000;Politisk styring og kontrollorgan;58 372;37 720;44 720
11600;Bilgodtgjersle oppg.pl.;769;Andre nemder og utval;10000;Politisk styring og kontrollorgan;4 236;4 462;4 462
11600;Bilgodtgjersle oppg.pl.;769;Andre nemder og utval;18000;Diverse fellesutgifter;0;2 800;2 800
11600;Bilgodtgjersle oppg.pl.;790;Sogn regionråd;29000;Interkommunale samarbeid -§27;3 624;0;0
11600;Bilgodtgjersle oppg.pl.;F502;Kyrkjebakken barnehage;22100;Førskulelokale og skyss;2 000;0;0
11600;Bilgodtgjersle oppg.pl.;F503;Notsete barnehage;12100;Forvaltningsutgifter i eigedomsforvalninga;3 285;0;0
11600;Bilgodtgjersle oppg.pl.;F503;Notsete barnehage;22100;Førskulelokale og skyss;3 205;0;0
11601;Diett og overnatting oppg.pl.;100;Kultur;12000;Administrasjon;755;0;0
11601;Diett og overnatting oppg.pl.;100;Kultur;38500;Andre kulturaktivitetar og utg. til kulturbygg;270;0;0
11601;Diett og overnatting oppg.pl.;200;Plan og bygning;30200;Byggje- og delesakshandsaming og seksjonering;3 600;0;0
11601;Diett og overnatting oppg.pl.;200;Plan og bygning;30300;Kart og oppmåling;3 425;0;0
11601;Diett og overnatting oppg.pl.;290;Brann og ulykkesvern;33900;Beredskap mot brannar og andre ulykker;5 960;0;0
11601;Diett og overnatting oppg.pl.;330;Løn - Administrasjon;34000;Produksjon av vatn;445;0;0
11601;Diett og overnatting oppg.pl.;345;Parkering;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;810;0;0
11601;Diett og overnatting oppg.pl.;411;Fysioterapi;24100;Diagnose, behandling, rehabilitering;270;0;0
11601;Diett og overnatting oppg.pl.;421;Interkommunalt Miljøretta helsevern;23300;Anna førebyggjande helsearbeid;6 350;0;0
11601;Diett og overnatting oppg.pl.;426;NAV-Administrasjon;24200;Råd, rettleiing og sosialt førebyggjand arbeid;989;0;0
11601;Diett og overnatting oppg.pl.;430;Administrasjon sosialkontoret;12000;Administrasjon;0;5 340;5 340
11601;Diett og overnatting oppg.pl.;450;Støttekontakt/avlastning funksjonshemma;23400;Aktivisering og servicetj. for eldre og funkshemma;445;0;0
11601;Diett og overnatting oppg.pl.;451;Teneste PUH;23400;Aktivisering og servicetj. for eldre og funkshemma;1 160;0;0
11601;Diett og overnatting oppg.pl.;451;Teneste PUH;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;2 925;0;0
11601;Diett og overnatting oppg.pl.;452;Teneste PHV;23400;Aktivisering og servicetj. for eldre og funkshemma;2 400;0;0
11601;Diett og overnatting oppg.pl.;460;Pleie og omsorg;24100;Diagnose, behandling, rehabilitering;985;0;0
11601;Diett og overnatting oppg.pl.;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;580;0;0
11601;Diett og overnatting oppg.pl.;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;175;0;0
11601;Diett og overnatting oppg.pl.;471;Sogn barnevern;24400;Barnevernsteneste;936;0;0
11601;Diett og overnatting oppg.pl.;471;Sogn barnevern;29000;Interkommunale samarbeid -§27;1 384;0;0
11601;Diett og overnatting oppg.pl.;472;Sogn barnevern - Tiltak Sogndal;25100;Barnevernstiltak i familien;1 955;0;0
11601;Diett og overnatting oppg.pl.;472;Sogn barnevern - Tiltak Sogndal;25200;Barnevernstiltak utanfor familien;1 693;0;0
11601;Diett og overnatting oppg.pl.;473;Sogn barnevern - Tiltak Luster;25100;Barnevernstiltak i familien;0;7 000;5 000
11601;Diett og overnatting oppg.pl.;473;Sogn barnevern - Tiltak Luster;25200;Barnevernstiltak utanfor familien;0;5 000;5 000
11601;Diett og overnatting oppg.pl.;473;Sogn barnevern - Tiltak Luster;29000;Interkommunale samarbeid -§27;4 140;0;0
11601;Diett og overnatting oppg.pl.;474;Sogn barnevern - Tiltak Leikanger;25200;Barnevernstiltak utanfor familien;0;6 000;2 000
11601;Diett og overnatting oppg.pl.;474;Sogn barnevern - Tiltak Leikanger;29000;Interkommunale samarbeid -§27;270;0;0
11601;Diett og overnatting oppg.pl.;475;Administrasjon barn og unge;12000;Administrasjon;445;0;0
11601;Diett og overnatting oppg.pl.;476;Sogn barnevern, tiltak Balestrand;25100;Barnevernstiltak i familien;0;0;5 000
11601;Diett og overnatting oppg.pl.;490;Helsestasjon;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;4 972;21 350;21 350
11601;Diett og overnatting oppg.pl.;501;Furuli barnehage;20100;Førskule;0;8 540;8 540
11601;Diett og overnatting oppg.pl.;502;Kyrkjebakken barnehage;20100;Førskule;0;6 400;6 400
11601;Diett og overnatting oppg.pl.;503;Notsete barnehage;20100;Førskule;0;3 200;3 200
11601;Diett og overnatting oppg.pl.;540;Kaupanger skule;20200;Grunnskule;6 209;0;0
11601;Diett og overnatting oppg.pl.;550;Trudvang skule;20200;Grunnskule;10 906;14 940;14 940
11601;Diett og overnatting oppg.pl.;560;Kvåle skule;20200;Grunnskule;12 567;0;0
11601;Diett og overnatting oppg.pl.;640;Økonomiavdeling;12000;Administrasjon;4 730;12 750;12 750
11601;Diett og overnatting oppg.pl.;641;Kontroll og revisjon;11000;Kontrollutvalet;1 740;0;0
11601;Diett og overnatting oppg.pl.;645;Personalpolitiske tiltak;18000;Diverse fellesutgifter;580;0;0
11601;Diett og overnatting oppg.pl.;650;Tenestetorg og IKT;12000;Administrasjon;1 218;4 120;4 120
11601;Diett og overnatting oppg.pl.;660;Ymse fellesutgifter;12000;Administrasjon;1 045;0;0
11601;Diett og overnatting oppg.pl.;700;Administrasjon fag og utvikling;12000;Administrasjon;1 082;1 250;1 250
11601;Diett og overnatting oppg.pl.;740;Regionalt IKT-samarbeid;29000;Interkommunale samarbeid -§27;175;0;0
11601;Diett og overnatting oppg.pl.;750;Politisk styring;10000;Politisk styring og kontrollorgan;1 605;0;0
11601;Diett og overnatting oppg.pl.;769;Andre nemder og utval;10000;Politisk styring og kontrollorgan;812;0;0
11601;Diett og overnatting oppg.pl.;790;Sogn regionråd;29000;Interkommunale samarbeid -§27;2 490;0;0
11601;Diett og overnatting oppg.pl.;F530;Norane skule og barnehage;22200;Skulelokale og skyss;445;0;0
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;200;Plan og bygning;30200;Byggje- og delesakshandsaming og seksjonering;800;0;0
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;200;0;0
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;490;Helsestasjon;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;0;6 400;6 400
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;501;Furuli barnehage;20100;Førskule;1 600;2 130;2 130
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;502;Kyrkjebakken barnehage;20100;Førskule;0;2 130;2 130
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;503;Notsete barnehage;20100;Førskule;800;0;0
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;504;Kjørnes barnehage;20100;Førskule;800;0;0
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;520;Fjærland skule;20200;Grunnskule;0;4 270;4 270
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;530;Norane skule;20200;Grunnskule;0;2 130;2 130
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;535;Ylvisåker barnehage;20100;Førskule;0;2 130;2 130
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;540;Kaupanger skule;20200;Grunnskule;1 600;2 130;2 130
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;550;Trudvang skule;20200;Grunnskule;800;3 200;3 200
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;560;Kvåle skule;20200;Grunnskule;0;4 270;4 270
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;641;Kontroll og revisjon;11000;Kontrollutvalet;500;0;0
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;700;Administrasjon fag og utvikling;12000;Administrasjon;0;7 000;7 000
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;710;Felleskonto grunnskule;20210;Grunnskule - administrasjon;0;8 710;8 710
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;750;Politisk styring;10000;Politisk styring og kontrollorgan;5 250;0;0
11650;Telefongodtgjersle/tenestetelefon oppg.pl.;F540;Kaupanger skule;22200;Skulelokale og skyss;2 917;0;0
11651;Uniformsgodtgjersle oppg.pl;300;Vedlikehaldsavdeling;19000;Interne serviceenheter;0;3 200;3 200
11651;Uniformsgodtgjersle oppg.pl;401;Legeteneste;24100;Diagnose, behandling, rehabilitering;10 625;0;0
11651;Uniformsgodtgjersle oppg.pl;411;Fysioterapi;24100;Diagnose, behandling, rehabilitering;3 628;1 070;1 070
11651;Uniformsgodtgjersle oppg.pl;451;Teneste PUH;23400;Aktivisering og servicetj. for eldre og funkshemma;22 117;20 600;20 600
11651;Uniformsgodtgjersle oppg.pl;451;Teneste PUH;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;21 270;0;0
11651;Uniformsgodtgjersle oppg.pl;452;Teneste PHV;23400;Aktivisering og servicetj. for eldre og funkshemma;11 141;0;0
11651;Uniformsgodtgjersle oppg.pl;460;Pleie og omsorg;24100;Diagnose, behandling, rehabilitering;1 214;0;0
11651;Uniformsgodtgjersle oppg.pl;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;30 670;30 610;30 610
11651;Uniformsgodtgjersle oppg.pl;490;Helsestasjon;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;8 357;5 340;5 340
11651;Uniformsgodtgjersle oppg.pl;491;Jordmor;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;2 085;1 070;1 070
11651;Uniformsgodtgjersle oppg.pl;501;Furuli barnehage;20100;Førskule;12 995;0;0
11651;Uniformsgodtgjersle oppg.pl;502;Kyrkjebakken barnehage;20100;Førskule;9 667;0;0
11651;Uniformsgodtgjersle oppg.pl;503;Notsete barnehage;20100;Førskule;3 128;0;0
11651;Uniformsgodtgjersle oppg.pl;504;Kjørnes barnehage;20100;Førskule;8 284;0;0
11651;Uniformsgodtgjersle oppg.pl;519;Spesialpedagogisk hjelp i barnehagar;21100;Styrka tilbod til førskulebarn;1 969;0;0
11651;Uniformsgodtgjersle oppg.pl;535;Ylvisåker barnehage;20100;Førskule;4 371;0;0
11651;Uniformsgodtgjersle oppg.pl;540;Kaupanger skule;20200;Grunnskule;0;3 200;3 200
11651;Uniformsgodtgjersle oppg.pl;550;Trudvang skule;20200;Grunnskule;0;6 400;6 400
11651;Uniformsgodtgjersle oppg.pl;560;Kvåle skule;20200;Grunnskule;0;2 130;2 130
11651;Uniformsgodtgjersle oppg.pl;650;Tenestetorg og IKT;12000;Administrasjon;857;1 030;1 030
11652;Fosterheimsgodtgjersle oppg.pl.;450;Støttekontakt/avlastning funksjonshemma;23400;Aktivisering og servicetj. for eldre og funkshemma;1 920;0;0
11652;Fosterheimsgodtgjersle oppg.pl.;450;Støttekontakt/avlastning funksjonshemma;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;5 800;0;0
11652;Fosterheimsgodtgjersle oppg.pl.;453;Teneste PUH-støttekontakt;23400;Aktivisering og servicetj. for eldre og funkshemma;5 055;0;0
11652;Fosterheimsgodtgjersle oppg.pl.;453;Teneste PUH-støttekontakt;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;14 295;0;0
11652;Fosterheimsgodtgjersle oppg.pl.;472;Sogn barnevern - Tiltak Sogndal;25100;Barnevernstiltak i familien;232 052;66 726;66 726
11652;Fosterheimsgodtgjersle oppg.pl.;472;Sogn barnevern - Tiltak Sogndal;25200;Barnevernstiltak utanfor familien;186 758;0;0
11652;Fosterheimsgodtgjersle oppg.pl.;473;Sogn barnevern - Tiltak Luster;25100;Barnevernstiltak i familien;0;130 000;150 000
11652;Fosterheimsgodtgjersle oppg.pl.;473;Sogn barnevern - Tiltak Luster;25200;Barnevernstiltak utanfor familien;0;550 000;550 000
11652;Fosterheimsgodtgjersle oppg.pl.;473;Sogn barnevern - Tiltak Luster;29000;Interkommunale samarbeid -§27;745 044;0;0
11652;Fosterheimsgodtgjersle oppg.pl.;474;Sogn barnevern - Tiltak Leikanger;25100;Barnevernstiltak i familien;0;9 000;52 000
11652;Fosterheimsgodtgjersle oppg.pl.;474;Sogn barnevern - Tiltak Leikanger;25200;Barnevernstiltak utanfor familien;0;113 000;120 000
11652;Fosterheimsgodtgjersle oppg.pl.;474;Sogn barnevern - Tiltak Leikanger;29000;Interkommunale samarbeid -§27;193 831;0;0
11652;Fosterheimsgodtgjersle oppg.pl.;476;Sogn barnevern, tiltak Balestrand;25100;Barnevernstiltak i familien;0;3 000;110 000
11652;Fosterheimsgodtgjersle oppg.pl.;476;Sogn barnevern, tiltak Balestrand;25200;Barnevernstiltak utanfor familien;0;240 000;255 000
11652;Fosterheimsgodtgjersle oppg.pl.;476;Sogn barnevern, tiltak Balestrand;29000;Interkommunale samarbeid -§27;38 670;0;0
11653;Flyttegodtgjersle oppg.pl;401;Legeteneste;24100;Diagnose, behandling, rehabilitering;17 320;0;0
11655;Andre oppgåvepliktige ytelsar;100;Kultur;38000;Idrett;0;370;370
11655;Andre oppgåvepliktige ytelsar;300;Vedlikehaldsavdeling;19000;Interne serviceenheter;0;63 340;63 340
11655;Andre oppgåvepliktige ytelsar;481;Ungdomsrådet;23100;Aktivitetstilbod barn og unge;0;10 847;10 847
11656;Stipend oppg.pl.;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;50 000;0;0
11656;Stipend oppg.pl.;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;45 000;0;0
11700;Årsavgift og forsikring transportmidlar;230;Fiske- og viltforvaltning;36000;Naturforvalting og friluftsliv;450;0;0
11700;Årsavgift og forsikring transportmidlar;290;Brann og ulykkesvern;33800;Førebyggjing av brannar og andre ulykker;6 035;0;0
11700;Årsavgift og forsikring transportmidlar;290;Brann og ulykkesvern;33900;Beredskap mot brannar og andre ulykker;3 705;0;0
11700;Årsavgift og forsikring transportmidlar;340;Kommunale vegar;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;9 558;80 920;82 920
11700;Årsavgift og forsikring transportmidlar;345;Parkering;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;5 410;17 080;17 422
11700;Årsavgift og forsikring transportmidlar;350;Vassforsyning;34000;Produksjon av vatn;3 305;0;0
11700;Årsavgift og forsikring transportmidlar;360;Avlaup og rensing;35000;Avlaupsrensing;3 305;0;0
11700;Årsavgift og forsikring transportmidlar;360;Avlaup og rensing;35300;Avlaupsnett/innsamling av avlaupsvatn;2 358;13 870;14 147
11700;Årsavgift og forsikring transportmidlar;370;Renovasjon;35500;Innsamling av hushaldsavfall;3 305;2 130;2 200
11700;Årsavgift og forsikring transportmidlar;445;Tiltak for rusmiddelbruk;24300;Tilbod til personar med rusproblem;2 840;0;0
11700;Årsavgift og forsikring transportmidlar;451;Teneste PUH;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;3 305;0;0
11700;Årsavgift og forsikring transportmidlar;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;12 365;25 110;25 110
11700;Årsavgift og forsikring transportmidlar;540;Kaupanger skule;20200;Grunnskule;0;1 070;1 070
11700;Årsavgift og forsikring transportmidlar;700;Administrasjon fag og utvikling;12000;Administrasjon;8 654;0;0
11700;Årsavgift og forsikring transportmidlar;731;Fjøra Intro;27500;Introduksjonsordninga;3 305;1 020;1 020
11700;Årsavgift og forsikring transportmidlar;F300;FDV-fellesutgifter;19000;Interne serviceenheter;0;56 440;56 440
11700;Årsavgift og forsikring transportmidlar;F310;Heradshuset;13000;Administrasjonslokale;3 305;0;0
11700;Årsavgift og forsikring transportmidlar;F460;Sogndal omsorgssenter;26100;Institusjonslokale;6 610;0;0
11700;Årsavgift og forsikring transportmidlar;F460;Sogndal omsorgssenter;26500;Kommunalt disponerte bustadar;90;0;0
11700;Årsavgift og forsikring transportmidlar;F504;Kjørnes barnehage;22100;Førskulelokale og skyss;2 000;0;0
11700;Årsavgift og forsikring transportmidlar;F520;Fjærland skule og barnehage;22200;Skulelokale og skyss;1 305;0;0
11700;Årsavgift og forsikring transportmidlar;F530;Norane skule og barnehage;22200;Skulelokale og skyss;3 305;0;0
11700;Årsavgift og forsikring transportmidlar;F540;Kaupanger skule;22200;Skulelokale og skyss;3 305;0;0
11700;Årsavgift og forsikring transportmidlar;F560;Kvåle ungdomsskule;22200;Skulelokale og skyss;3 305;0;0
11701;Drivstoff transportmidlar;200;Plan og bygning;30300;Kart og oppmåling;111;0;0
11701;Drivstoff transportmidlar;290;Brann og ulykkesvern;33800;Førebyggjing av brannar og andre ulykker;5 429;0;0
11701;Drivstoff transportmidlar;290;Brann og ulykkesvern;33900;Beredskap mot brannar og andre ulykker;1 028;0;0
11701;Drivstoff transportmidlar;340;Kommunale vegar;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;124 802;428 750;437 750
11701;Drivstoff transportmidlar;345;Parkering;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;55 253;75 510;77 020
11701;Drivstoff transportmidlar;350;Vassforsyning;34000;Produksjon av vatn;22 810;0;0
11701;Drivstoff transportmidlar;350;Vassforsyning;34500;Distribusjon av vatn;43 999;48 960;50 000
11701;Drivstoff transportmidlar;360;Avlaup og rensing;35000;Avlaupsrensing;22 810;30 000;30 600
11701;Drivstoff transportmidlar;360;Avlaup og rensing;35300;Avlaupsnett/innsamling av avlaupsvatn;43 999;67 900;69 258
11701;Drivstoff transportmidlar;360;Avlaup og rensing;35400;Tømming av slamavskiljarar, septiktankar og liknan;22 000;0;0
11701;Drivstoff transportmidlar;370;Renovasjon;35500;Innsamling av hushaldsavfall;11 402;19 250;20 000
11701;Drivstoff transportmidlar;375;Herrelaust avfall;32000;Kommunal næringsverksemd;13 200;0;0
11701;Drivstoff transportmidlar;445;Tiltak for rusmiddelbruk;24300;Tilbod til personar med rusproblem;9 583;0;0
11701;Drivstoff transportmidlar;446;Sogndal ressurssenter;24300;Tilbod til personar med rusproblem;537;0;0
11701;Drivstoff transportmidlar;451;Teneste PUH;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;57 755;20 000;0
11701;Drivstoff transportmidlar;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;86 764;99 720;99 720
11701;Drivstoff transportmidlar;730;Tiltak for flyktningar;24200;Råd, rettleiing og sosialt førebyggjand arbeid;5 639;0;0
11701;Drivstoff transportmidlar;731;Fjøra Intro;27500;Introduksjonsordninga;1 784;0;0
11701;Drivstoff transportmidlar;F300;FDV-fellesutgifter;19000;Interne serviceenheter;0;40 420;40 420
11701;Drivstoff transportmidlar;F400;Helsesenter;13000;Administrasjonslokale;5 796;0;0
11701;Drivstoff transportmidlar;F460;Sogndal omsorgssenter;26100;Institusjonslokale;10 550;0;0
11701;Drivstoff transportmidlar;F460;Sogndal omsorgssenter;26500;Kommunalt disponerte bustadar;249;0;0
11701;Drivstoff transportmidlar;F480;Omsorgsbustader Fossetunet 1B;26500;Kommunalt disponerte bustadar;4 800;0;0
11701;Drivstoff transportmidlar;F481;Omsorgsbustader Leighgota 3;26500;Kommunalt disponerte bustadar;4 800;0;0
11701;Drivstoff transportmidlar;F482;Omsorgsbustader Stedjevegen;26500;Kommunalt disponerte bustadar;4 800;0;0
11701;Drivstoff transportmidlar;F501;Furuli barnehage;22100;Førskulelokale og skyss;5 750;0;0
11701;Drivstoff transportmidlar;F502;Kyrkjebakken barnehage;22100;Førskulelokale og skyss;5 750;0;0
11701;Drivstoff transportmidlar;F503;Notsete barnehage;22100;Førskulelokale og skyss;5 750;0;0
11701;Drivstoff transportmidlar;F504;Kjørnes barnehage;22100;Førskulelokale og skyss;2 900;0;0
11701;Drivstoff transportmidlar;F520;Fjærland skule og barnehage;22200;Skulelokale og skyss;4 800;0;0
11701;Drivstoff transportmidlar;F530;Norane skule og barnehage;22200;Skulelokale og skyss;6 700;0;0
11701;Drivstoff transportmidlar;F540;Kaupanger skule;22200;Skulelokale og skyss;9 366;0;0
11701;Drivstoff transportmidlar;F550;Trudvang skule;22200;Skulelokale og skyss;10 770;0;0
11701;Drivstoff transportmidlar;F560;Kvåle ungdomsskule;22200;Skulelokale og skyss;14 400;0;0
11702;Drift og vedlikehald tansportmidlar;290;Brann og ulykkesvern;33800;Førebyggjing av brannar og andre ulykker;8 829;0;0
11702;Drift og vedlikehald tansportmidlar;290;Brann og ulykkesvern;33900;Beredskap mot brannar og andre ulykker;1 651;0;0
11702;Drift og vedlikehald tansportmidlar;325;Hjelpemiddelsentral;24100;Diagnose, behandling, rehabilitering;2 014;0;0
11702;Drift og vedlikehald tansportmidlar;340;Kommunale vegar;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;18 989;0;0
11702;Drift og vedlikehald tansportmidlar;345;Parkering;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;140 983;0;0
11702;Drift og vedlikehald tansportmidlar;350;Vassforsyning;34000;Produksjon av vatn;900;0;0
11702;Drift og vedlikehald tansportmidlar;350;Vassforsyning;34500;Distribusjon av vatn;6 895;0;0
11702;Drift og vedlikehald tansportmidlar;360;Avlaup og rensing;35000;Avlaupsrensing;9 786;0;0
11702;Drift og vedlikehald tansportmidlar;360;Avlaup og rensing;35300;Avlaupsnett/innsamling av avlaupsvatn;16 388;0;0
11702;Drift og vedlikehald tansportmidlar;370;Renovasjon;35500;Innsamling av hushaldsavfall;198;50 000;53 000
11702;Drift og vedlikehald tansportmidlar;375;Herrelaust avfall;32000;Kommunal næringsverksemd;2 954;0;0
11702;Drift og vedlikehald tansportmidlar;445;Tiltak for rusmiddelbruk;24300;Tilbod til personar med rusproblem;6 433;0;0
11702;Drift og vedlikehald tansportmidlar;451;Teneste PUH;23400;Aktivisering og servicetj. for eldre og funkshemma;2 323;0;0
11702;Drift og vedlikehald tansportmidlar;451;Teneste PUH;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;53 677;0;0
11702;Drift og vedlikehald tansportmidlar;460;Pleie og omsorg;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;233 599;70 000;70 000
11702;Drift og vedlikehald tansportmidlar;730;Tiltak for flyktningar;24200;Råd, rettleiing og sosialt førebyggjand arbeid;6 759;0;0
11702;Drift og vedlikehald tansportmidlar;F300;FDV-fellesutgifter;19000;Interne serviceenheter;0;56 540;56 540
11702;Drift og vedlikehald tansportmidlar;F310;Heradshuset;13000;Administrasjonslokale;15 677;0;0
11702;Drift og vedlikehald tansportmidlar;F400;Helsesenter;13000;Administrasjonslokale;1 602;0;0
11702;Drift og vedlikehald tansportmidlar;F460;Sogndal omsorgssenter;26100;Institusjonslokale;2 160;0;0
11702;Drift og vedlikehald tansportmidlar;F460;Sogndal omsorgssenter;26500;Kommunalt disponerte bustadar;2 193;0;0
11702;Drift og vedlikehald tansportmidlar;F480;Omsorgsbustader Fossetunet 1B;26500;Kommunalt disponerte bustadar;380;0;0
11702;Drift og vedlikehald tansportmidlar;F481;Omsorgsbustader Leighgota 3;26500;Kommunalt disponerte bustadar;380;0;0
11702;Drift og vedlikehald tansportmidlar;F482;Omsorgsbustader Stedjevegen;26500;Kommunalt disponerte bustadar;380;0;0
11702;Drift og vedlikehald tansportmidlar;F501;Furuli barnehage;22100;Førskulelokale og skyss;460;0;0
11702;Drift og vedlikehald tansportmidlar;F502;Kyrkjebakken barnehage;22100;Førskulelokale og skyss;460;0;0
11702;Drift og vedlikehald tansportmidlar;F503;Notsete barnehage;22100;Førskulelokale og skyss;460;0;0
11702;Drift og vedlikehald tansportmidlar;F504;Kjørnes barnehage;22100;Førskulelokale og skyss;230;0;0
11702;Drift og vedlikehald tansportmidlar;F520;Fjærland skule og barnehage;22100;Førskulelokale og skyss;1 058;0;0
11702;Drift og vedlikehald tansportmidlar;F520;Fjærland skule og barnehage;22200;Skulelokale og skyss;380;0;0
11702;Drift og vedlikehald tansportmidlar;F530;Norane skule og barnehage;22100;Førskulelokale og skyss;10 442;0;0
11702;Drift og vedlikehald tansportmidlar;F530;Norane skule og barnehage;22200;Skulelokale og skyss;986;0;0
11702;Drift og vedlikehald tansportmidlar;F540;Kaupanger skule;22200;Skulelokale og skyss;15 723;0;0
11702;Drift og vedlikehald tansportmidlar;F550;Trudvang skule;22200;Skulelokale og skyss;26 292;0;0
11702;Drift og vedlikehald tansportmidlar;F560;Kvåle ungdomsskule;22200;Skulelokale og skyss;19 792;0;0
11703;Anna persontransport;100;Kultur;38500;Andre kulturaktivitetar og utg. til kulturbygg;5 803;0;0
11703;Anna persontransport;290;Brann og ulykkesvern;33800;Førebyggjing av brannar og andre ulykker;27 784;0;0
11703;Anna persontransport;290;Brann og ulykkesvern;33900;Beredskap mot brannar og andre ulykker;-56;0;0
11703;Anna persontransport;340;Kommunale vegar;33300;Kommunale vegarr, nyanlegg, drift og vedlikehald;1 025;0;0
11703;Anna persontransport;400;Kommunal legevakt;24100;Diagnose, behandling, rehabilitering;223;0;0
11703;Anna persontransport;427;NAV-Økonomisk sosialhjelp;28100;Økonomisk sosialhjelp;8 500;0;0
11703;Anna persontransport;446;Sogndal ressurssenter;24200;Råd, rettleiing og sosialt førebyggjand arbeid;244;0;0
11703;Anna persontransport;446;Sogndal ressurssenter;24300;Tilbod til personar med rusproblem;244;0;0
11703;Anna persontransport;446;Sogndal ressurssenter;27300;Kommunale sysselsettjingstiltak;244;0;0
11703;Anna persontransport;446;Sogndal ressurssenter;27500;Introduksjonsordninga;244;0;0
11703;Anna persontransport;446;Sogndal ressurssenter;27600;Kvalifiseringsordningen;211;0;0
11703;Anna persontransport;451;Teneste PUH;23400;Aktivisering og servicetj. for eldre og funkshemma;440;0;0
11703;Anna persontransport;451;Teneste PUH;25400;Kjernetenester pleie, omsorg, hjelp til heimebuand;452;0;0
11703;Anna persontransport;451;Teneste PUH;27300;Kommunale sysselsettjingstiltak;0;6 400;6 400
11703;Anna persontransport;452;Teneste PHV;23400;Aktivisering og servicetj. for eldre og funkshemma;1 351;0;0
11703;Anna persontransport;457;Transport funksjonshemma;23400;Aktivisering og servicetj. for eldre og funkshemma;357 282;312 536;318 736
11703;Anna persontransport;460;Pleie og omsorg;25300;Pleie, omsorg, hjelp og re-/habilitering i institu;5 326;4 000;4 000
11703;Anna persontransport;471;Sogn barnevern;24400;Barnevernsteneste;3 721;0;0
11703;Anna persontransport;471;Sogn barnevern;29000;Interkommunale samarbeid -§27;5 503;0;0
11703;Anna persontransport;472;Sogn barnevern - Tiltak Sogndal;25200;Barnevernstiltak utanfor familien;10 064;0;0
11703;Anna persontransport;473;Sogn barnevern - Tiltak Luster;29000;Interkommunale samarbeid -§27;1 556;0;0
11703;Anna persontransport;480;Kultur, aktivitetstilbud barn og unge;23100;Aktivitetstilbod barn og unge;1 625;0;0
11703;Anna persontransport;481;Ungdomsrådet;23100;Aktivitetstilbod barn og unge;151;0;0
11703;Anna persontransport;490;Helsestasjon;23200;Førebyggjing, helsestasjon- og skulehelsetjeneste;1 121;0;0
11703;Anna persontransport;502;Kyrkjebakken barnehage;20100;Førskule;8 445;0;0
11703;Anna persontransport;503;Notsete barnehage;20100;Førskule;4 130;0;0
11703;Anna persontransport;503;Notsete barnehage;22100;Førskulelokale og skyss;1 306;0;0
