art;art_tekst;inntekt_utgift;tjeneste_nr;tjeneste_tekst;beloep;virksomhetsomraade
14762;BIDRAG LIVSOPPHOLD AKUTTHJELP;Utgift;28100;ØKONOMISK SOSIALHJELP;717000;NAV
14764;BIDRAG ANDRE FORMÅL;Utgift;28100;ØKONOMISK SOSIALHJELP;3860000;NAV
14771;LIVSOPPHOLD BOUTGIFTER MINSTENORM;Utgift;28100;ØKONOMISK SOSIALHJELP;10943000;NAV
14772;LIVSOPPHOLD BOUTGIFTER OVER MINSTENORM;Utgift;28100;ØKONOMISK SOSIALHJELP;11648000;NAV
14773;BIDRAG BOUTGIFTER STRØM;Utgift;28100;ØKONOMISK SOSIALHJELP;2280000;NAV
14774;PENSJONATOPPHOLD;Utgift;28100;ØKONOMISK SOSIALHJELP;2384000;NAV
14761;BIDRAG LIVSOPPHOLD MINSTENORM;Utgift;28100;ØKONOMISK SOSIALHJELP;11747000;NAV
14762;BIDRAG LIVSOPPHOLD AKUTTHJELP;Utgift;28100;ØKONOMISK SOSIALHJELP;478000;NAV
14764;BIDRAG ANDRE FORMÅL;Utgift;28100;ØKONOMISK SOSIALHJELP;2576000;NAV
14771;LIVSOPPHOLD BOUTGIFTER MINSTENORM;Utgift;28100;ØKONOMISK SOSIALHJELP;8436000;NAV
14772;LIVSOPPHOLD BOUTGIFTER OVER MINSTENORM;Utgift;28100;ØKONOMISK SOSIALHJELP;6502000;NAV
14773;BIDRAG BOUTGIFTER STRØM;Utgift;28100;ØKONOMISK SOSIALHJELP;1521000;NAV
14774;PENSJONATOPPHOLD;Utgift;28100;ØKONOMISK SOSIALHJELP;2843000;NAV
10890;INTRO/KVALIFISERINGSSTØNAD;Utgift;27600;KVALIFISERINGSORDNINGEN;8735000;NAV
10100;LØNN FAST ANSATTE;Utgift;27600;KVALIFISERINGSORDNINGEN;452000;NAV
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;27600;KVALIFISERINGSORDNINGEN;41000;NAV
10990;ARBEIDSGIVERAVGIFT;Utgift;27600;KVALIFISERINGSORDNINGEN;70000;NAV
11200;ANDRE DRIFTSUTGIFTER;Utgift;27600;KVALIFISERINGSORDNINGEN;25000;NAV
10890;INTRO/KVALIFISERINGSSTØNAD;Utgift;27600;KVALIFISERINGSORDNINGEN;5376000;NAV
10100;LØNN FAST ANSATTE;Utgift;27600;KVALIFISERINGSORDNINGEN;452000;NAV
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;27600;KVALIFISERINGSORDNINGEN;41000;NAV
10990;ARBEIDSGIVERAVGIFT;Utgift;27600;KVALIFISERINGSORDNINGEN;70000;NAV
11200;ANDRE DRIFTSUTGIFTER;Utgift;27600;KVALIFISERINGSORDNINGEN;25000;NAV
10890;INTRO/KVALIFISERINGSSTØNAD;Utgift;27600;KVALIFISERINGSORDNINGEN;9100000;NAV
10100;LØNN FAST ANSATTE;Utgift;27600;KVALIFISERINGSORDNINGEN;452000;NAV
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;27600;KVALIFISERINGSORDNINGEN;41000;NAV
10990;ARBEIDSGIVERAVGIFT;Utgift;27600;KVALIFISERINGSORDNINGEN;70000;NAV
11200;ANDRE DRIFTSUTGIFTER;Utgift;27600;KVALIFISERINGSORDNINGEN;25000;NAV
10890;INTRO/KVALIFISERINGSSTØNAD;Utgift;27600;KVALIFISERINGSORDNINGEN;6896000;NAV
10100;LØNN FAST ANSATTE;Utgift;27600;KVALIFISERINGSORDNINGEN;452000;NAV
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;27600;KVALIFISERINGSORDNINGEN;41000;NAV
10990;ARBEIDSGIVERAVGIFT;Utgift;27600;KVALIFISERINGSORDNINGEN;70000;NAV
11200;ANDRE DRIFTSUTGIFTER;Utgift;27600;KVALIFISERINGSORDNINGEN;25000;NAV
13712;ANDRE INSTITUSJONER, KOMMUNALE/PRIVATE;Utgift;24390;TILTAK MOT RUSPROBLEMER;4718000;NAV
10100;LØNN FAST ANSATTE;Utgift;24200;RÅD, VEILEDNING OGSOSIALT FOREBYGGENDE ARBEID;160000;NAV
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24200;RÅD, VEILEDNING OGSOSIALT FOREBYGGENDE ARBEID;15000;NAV
10990;ARBEIDSGIVERAVGIFT;Utgift;24200;RÅD, VEILEDNING OGSOSIALT FOREBYGGENDE ARBEID;25000;NAV
10100;LØNN FAST ANSATTE;Utgift;24200;RÅD, VEILEDNING OGSOSIALT FOREBYGGENDE ARBEID;-160000;NAV
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24200;RÅD, VEILEDNING OGSOSIALT FOREBYGGENDE ARBEID;-15000;NAV
10990;ARBEIDSGIVERAVGIFT;Utgift;24200;RÅD, VEILEDNING OGSOSIALT FOREBYGGENDE ARBEID;-25000;NAV
15200;SOSIALE UTLÅN;Utgift;28100;ØKONOMISK SOSIALHJELP;339000;NAV
17709;REFUSJON  KLIENT;Inntekt;28100;ØKONOMISK SOSIALHJELP;-3243000;NAV
19205;INNBETALING SOSIALLÅN;Inntekt;28100;ØKONOMISK SOSIALHJELP;-333000;NAV
19206;SOSIALLÅN OMGJORT TIL BIDRAG;Inntekt;28100;ØKONOMISK SOSIALHJELP;-44000;NAV
15200;SOSIALE UTLÅN;Utgift;28100;ØKONOMISK SOSIALHJELP;214000;NAV
17709;REFUSJON  KLIENT;Inntekt;28100;ØKONOMISK SOSIALHJELP;-1938000;NAV
19205;INNBETALING SOSIALLÅN;Inntekt;28100;ØKONOMISK SOSIALHJELP;-249000;NAV
19206;SOSIALLÅN OMGJORT TIL BIDRAG;Inntekt;28100;ØKONOMISK SOSIALHJELP;-26000;NAV
15200;SOSIALE UTLÅN;Utgift;28100;ØKONOMISK SOSIALHJELP;406000;NAV
17709;REFUSJON  KLIENT;Inntekt;28100;ØKONOMISK SOSIALHJELP;-3666000;NAV
19205;INNBETALING SOSIALLÅN;Inntekt;28100;ØKONOMISK SOSIALHJELP;-359000;NAV
19206;SOSIALLÅN OMGJORT TIL BIDRAG;Inntekt;28100;ØKONOMISK SOSIALHJELP;-50000;NAV
15200;SOSIALE UTLÅN;Utgift;28100;ØKONOMISK SOSIALHJELP;271000;NAV
17709;REFUSJON  KLIENT;Inntekt;28100;ØKONOMISK SOSIALHJELP;-2446000;NAV
19205;INNBETALING SOSIALLÅN;Inntekt;28100;ØKONOMISK SOSIALHJELP;-266000;NAV
19206;SOSIALLÅN OMGJORT TIL BIDRAG;Inntekt;28100;ØKONOMISK SOSIALHJELP;-34000;NAV
10100;LØNN FAST ANSATTE;Utgift;10000;POLITISK STYRING;2382000;Sum felles inntekter og utgifter, ansv 800000
10110;FASTE TILLEGG/VAKTTILLEGG;Utgift;10000;POLITISK STYRING;5000;Sum felles inntekter og utgifter, ansv 800000
10500;ANNEN LØNN OG TREKKPLIKTIGE GODTGJØRELSER;Utgift;10000;POLITISK STYRING;10000;Sum felles inntekter og utgifter, ansv 800000
10505;TREKKPLIKTIG GODTGJØRELSE  REISEMODUL;Utgift;10000;POLITISK STYRING;50000;Sum felles inntekter og utgifter, ansv 800000
10570;HONORAR;Utgift;10000;POLITISK STYRING;10000;Sum felles inntekter og utgifter, ansv 800000
10591;FRI TELEFON TREKKPL.GODTGJ. (SJABLON);Utgift;10000;POLITISK STYRING;50000;Sum felles inntekter og utgifter, ansv 800000
10800;GODTGJØRELSE FOLKEVALGTE;Utgift;10000;POLITISK STYRING;11300000;Sum felles inntekter og utgifter, ansv 800000
10801;FRIKJØPSORDNING FOLKEVALGTE;Utgift;10000;POLITISK STYRING;4510000;Sum felles inntekter og utgifter, ansv 800000
10802;GRUPPELEDERTILSKUDD;Utgift;10000;POLITISK STYRING;1870000;Sum felles inntekter og utgifter, ansv 800000
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;10000;POLITISK STYRING;1080000;Sum felles inntekter og utgifter, ansv 800000
10990;ARBEIDSGIVERAVGIFT;Utgift;10000;POLITISK STYRING;3105000;Sum felles inntekter og utgifter, ansv 800000
11000;KONTORMATERIELL;Utgift;10000;POLITISK STYRING;50000;Sum felles inntekter og utgifter, ansv 800000
11001;FAGLITTERATUR/TIDSSKRIFTER MV.;Utgift;10000;POLITISK STYRING;110000;Sum felles inntekter og utgifter, ansv 800000
11150;MATVARER;Utgift;10000;POLITISK STYRING;1200000;Sum felles inntekter og utgifter, ansv 800000
11200;ANDRE DRIFTSUTGIFTER;Utgift;10000;POLITISK STYRING;100000;Sum felles inntekter og utgifter, ansv 800000
11207;ARBEIDSKLÆR OG SKO;Utgift;10000;POLITISK STYRING;10000;Sum felles inntekter og utgifter, ansv 800000
11237;MØTEUTGIFTER;Utgift;10000;POLITISK STYRING;900000;Sum felles inntekter og utgifter, ansv 800000
11238;FRIKJØPSORDNING;Utgift;10000;POLITISK STYRING;5510000;Sum felles inntekter og utgifter, ansv 800000
11239;TILFELDIGE UTGIFTER;Utgift;10000;POLITISK STYRING;490000;Sum felles inntekter og utgifter, ansv 800000
11301;TELEFON-/TELEUTGIFTER;Utgift;10000;POLITISK STYRING;150000;Sum felles inntekter og utgifter, ansv 800000
11302;PORTO/POSTTJENESTER;Utgift;10000;POLITISK STYRING;50000;Sum felles inntekter og utgifter, ansv 800000
11400;TRYKNINGSUTGIFTER/KOPIERING;Utgift;10000;POLITISK STYRING;200000;Sum felles inntekter og utgifter, ansv 800000
11401;ANNONSER/INFOTILTAK;Utgift;10000;POLITISK STYRING;550000;Sum felles inntekter og utgifter, ansv 800000
11403;REPRESENTASJON;Utgift;10000;POLITISK STYRING;3500000;Sum felles inntekter og utgifter, ansv 800000
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;10000;POLITISK STYRING;50000;Sum felles inntekter og utgifter, ansv 800000
11601;DIETTGODTGJØRELSE;Utgift;10000;POLITISK STYRING;60000;Sum felles inntekter og utgifter, ansv 800000
11602;BILGODTGJØRELSE;Utgift;10000;POLITISK STYRING;6000;Sum felles inntekter og utgifter, ansv 800000
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;10000;POLITISK STYRING;900000;Sum felles inntekter og utgifter, ansv 800000
11707;PERSONKJØRETØY/VAREBIL KLASSE 1 (PERSONBIL,BÅT,MOPED ETC.);Utgift;10000;POLITISK STYRING;25000;Sum felles inntekter og utgifter, ansv 800000
11901;INTERN LEIE AV LOKALER OG GRUNN;Utgift;10000;POLITISK STYRING;4603000;Sum felles inntekter og utgifter, ansv 800000
11952;ANDRE AVGIFTER GEBYRER;Utgift;10000;POLITISK STYRING;15000;Sum felles inntekter og utgifter, ansv 800000
11953;KONTINGENTER;Utgift;10000;POLITISK STYRING;80000;Sum felles inntekter og utgifter, ansv 800000
12000;KONTORMØBLER;Utgift;10000;POLITISK STYRING;200000;Sum felles inntekter og utgifter, ansv 800000
12001;EDB-MASKINER, PC, KJØP/LEIE;Utgift;10000;POLITISK STYRING;1500000;Sum felles inntekter og utgifter, ansv 800000
12002;ANNET INVENTAR OG UTSTYR;Utgift;10000;POLITISK STYRING;100000;Sum felles inntekter og utgifter, ansv 800000
12102;PERSONBILER;Utgift;10000;POLITISK STYRING;85000;Sum felles inntekter og utgifter, ansv 800000
12200;OPERASJONELL LEIE OG LEASING AV DRIFTSMIDLER;Utgift;10000;POLITISK STYRING;100000;Sum felles inntekter og utgifter, ansv 800000
12400;SERVICE, REPARASJON, DRIFTSAVTALER;Utgift;10000;POLITISK STYRING;100000;Sum felles inntekter og utgifter, ansv 800000
12700;KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE;Utgift;10000;POLITISK STYRING;150000;Sum felles inntekter og utgifter, ansv 800000
14724;TILSKUDD DIVERSE;Utgift;10000;POLITISK STYRING;2635000;Sum felles inntekter og utgifter, ansv 800000
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;10000;POLITISK STYRING;500000;Sum felles inntekter og utgifter, ansv 800000
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;10000;POLITISK STYRING;-500000;Sum felles inntekter og utgifter, ansv 800000
15900;AVSKRIVNINGER;Utgift;10000;POLITISK STYRING;70000;Sum felles inntekter og utgifter, ansv 800000
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-70000;Sum felles inntekter og utgifter, ansv 800000
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;24400;BARNEVERNTJENESTE;50000;Barneverntjenesten
12700;KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE;Utgift;24400;BARNEVERNTJENESTE;200000;Barneverntjenesten
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;24400;BARNEVERNTJENESTE;100000;Barneverntjenesten
11900;EKSTERN LEIE AV LOKALER OG GRUNN;Utgift;24400;BARNEVERNTJENESTE;816000;Barneverntjenesten
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;24400;BARNEVERNTJENESTE;120000;Barneverntjenesten
17090;ANDRE STATSTILSKUDD/REFUSJONER;Inntekt;24400;BARNEVERNTJENESTE;-9211000;Barneverntjenesten
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;24400;BARNEVERNTJENESTE;-120000;Barneverntjenesten
11801;STRØM;Utgift;24400;BARNEVERNTJENESTE;165000;Barneverntjenesten
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;24400;BARNEVERNTJENESTE;41000;Barneverntjenesten
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;24400;BARNEVERNTJENESTE;-41000;Barneverntjenesten
10100;LØNN FAST ANSATTE;Utgift;24400;BARNEVERNTJENESTE;2149000;Barneverntjenesten
10400;OVERTID;Utgift;24400;BARNEVERNTJENESTE;459000;Barneverntjenesten
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24400;BARNEVERNTJENESTE;321000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;24400;BARNEVERNTJENESTE;322000;Barneverntjenesten
11000;KONTORMATERIELL;Utgift;24400;BARNEVERNTJENESTE;100000;Barneverntjenesten
11001;FAGLITTERATUR/TIDSSKRIFTER MV.;Utgift;24400;BARNEVERNTJENESTE;25000;Barneverntjenesten
11150;MATVARER;Utgift;24400;BARNEVERNTJENESTE;50000;Barneverntjenesten
11200;ANDRE DRIFTSUTGIFTER;Utgift;24400;BARNEVERNTJENESTE;88000;Barneverntjenesten
11222;KANTINETJENESTER;Utgift;24400;BARNEVERNTJENESTE;170000;Barneverntjenesten
11237;MØTEUTGIFTER;Utgift;24400;BARNEVERNTJENESTE;22000;Barneverntjenesten
11301;TELEFON-/TELEUTGIFTER;Utgift;24400;BARNEVERNTJENESTE;308000;Barneverntjenesten
11302;PORTO/POSTTJENESTER;Utgift;24400;BARNEVERNTJENESTE;48000;Barneverntjenesten
11401;ANNONSER/INFOTILTAK;Utgift;24400;BARNEVERNTJENESTE;50000;Barneverntjenesten
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;24400;BARNEVERNTJENESTE;197000;Barneverntjenesten
11601;DIETTGODTGJØRELSE;Utgift;24400;BARNEVERNTJENESTE;53000;Barneverntjenesten
11602;BILGODTGJØRELSE;Utgift;24400;BARNEVERNTJENESTE;23000;Barneverntjenesten
11700;VAREBIL KLASSE 2 (VAREBIL,BUSS,LASTEBIL ETC.);Utgift;24400;BARNEVERNTJENESTE;308000;Barneverntjenesten
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;24400;BARNEVERNTJENESTE;10000;Barneverntjenesten
11900;EKSTERN LEIE AV LOKALER OG GRUNN;Utgift;24400;BARNEVERNTJENESTE;6224000;Barneverntjenesten
12000;KONTORMØBLER;Utgift;24400;BARNEVERNTJENESTE;34000;Barneverntjenesten
12002;ANNET INVENTAR OG UTSTYR;Utgift;24400;BARNEVERNTJENESTE;18000;Barneverntjenesten
12200;OPERASJONELL LEIE OG LEASING AV DRIFTSMIDLER;Utgift;24400;BARNEVERNTJENESTE;36000;Barneverntjenesten
12700;KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE;Utgift;24400;BARNEVERNTJENESTE;354000;Barneverntjenesten
13800;KJØP FRA FORETAK I EGEN KOMMUNE;Utgift;24400;BARNEVERNTJENESTE;500000;Barneverntjenesten
13804;RENHOLD & VAKTMESTERTJ. UTFØRT AV FORETAK(TO NYE ARTER 13812 OG 13813);Utgift;24400;BARNEVERNTJENESTE;445000;Barneverntjenesten
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;24400;BARNEVERNTJENESTE;1593000;Barneverntjenesten
15900;AVSKRIVNINGER;Utgift;24400;BARNEVERNTJENESTE;111000;Barneverntjenesten
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;24400;BARNEVERNTJENESTE;-1593000;Barneverntjenesten
19900;MOTPOST AVSKRIVNINGER;Inntekt;86000;MOTPOST AVSKRIVNINGER;-111000;Barneverntjenesten
10100;LØNN FAST ANSATTE;Utgift;24400;BARNEVERNTJENESTE;2189000;Barneverntjenesten
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24400;BARNEVERNTJENESTE;244000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;24400;BARNEVERNTJENESTE;338000;Barneverntjenesten
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;24400;BARNEVERNTJENESTE;10000;Barneverntjenesten
10100;LØNN FAST ANSATTE;Utgift;24400;BARNEVERNTJENESTE;7813000;Barneverntjenesten
10110;FASTE TILLEGG/VAKTTILLEGG;Utgift;24400;BARNEVERNTJENESTE;13000;Barneverntjenesten
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24400;BARNEVERNTJENESTE;835000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;24400;BARNEVERNTJENESTE;1302000;Barneverntjenesten
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;24400;BARNEVERNTJENESTE;52000;Barneverntjenesten
11602;BILGODTGJØRELSE;Utgift;24400;BARNEVERNTJENESTE;78000;Barneverntjenesten
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;24400;BARNEVERNTJENESTE;50000;Barneverntjenesten
12002;ANNET INVENTAR OG UTSTYR;Utgift;24400;BARNEVERNTJENESTE;20000;Barneverntjenesten
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;24400;BARNEVERNTJENESTE;20000;Barneverntjenesten
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;24400;BARNEVERNTJENESTE;-20000;Barneverntjenesten
10100;LØNN FAST ANSATTE;Utgift;24410;BARNEVERNSVAKTEN;3557000;Barneverntjenesten
10110;FASTE TILLEGG/VAKTTILLEGG;Utgift;24410;BARNEVERNSVAKTEN;11000;Barneverntjenesten
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24410;BARNEVERNSVAKTEN;188000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;24410;BARNEVERNSVAKTEN;386000;Barneverntjenesten
17500;REFUSJON FRA (ANDRE) KOMMUNER;Inntekt;24410;BARNEVERNSVAKTEN;-1500000;Barneverntjenesten
10100;LØNN FAST ANSATTE;Utgift;25100;BARNEVERNTILTAK NÅR BARNET IKKE ER PLASSERT AV BARNEVERNET;400000;Barneverntjenesten
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;25100;BARNEVERNTILTAK NÅR BARNET IKKE ER PLASSERT AV BARNEVERNET;28000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;25100;BARNEVERNTILTAK NÅR BARNET IKKE ER PLASSERT AV BARNEVERNET;51000;Barneverntjenesten
14719;KLIENTUTGIFTER BARNEVERN;Utgift;25100;BARNEVERNTILTAK NÅR BARNET IKKE ER PLASSERT AV BARNEVERNET;182000;Barneverntjenesten
10510;LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;402000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;77000;Barneverntjenesten
11224;UTLEGG I FØLGE BILAG;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;21000;Barneverntjenesten
11239;TILFELDIGE UTGIFTER;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;2000;Barneverntjenesten
11602;BILGODTGJØRELSE;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;59000;Barneverntjenesten
11659;ANDRE UTGIFTSGODTGJØRELSER (OPPLY.PL.);Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;269000;Barneverntjenesten
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;2000;Barneverntjenesten
10510;LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.;Utgift;25182;TILSYNSFØRER;10000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;25182;TILSYNSFØRER;2000;Barneverntjenesten
11224;UTLEGG I FØLGE BILAG;Utgift;25182;TILSYNSFØRER;1000;Barneverntjenesten
14719;KLIENTUTGIFTER BARNEVERN;Utgift;25185;BARNEHAGE/SFO & FRITIDSAKTIVITETER;157000;Barneverntjenesten
12700;KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE;Utgift;25190;HJELPETILTAK I HJEMMET;7000;Barneverntjenesten
13000;KJØP FRA STATEN;Utgift;25190;HJELPETILTAK I HJEMMET;117000;Barneverntjenesten
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;25210;INSTITUSJON/ BOKOLLEKTIV;20000;Barneverntjenesten
13000;KJØP FRA STATEN;Utgift;25210;INSTITUSJON/ BOKOLLEKTIV;851000;Barneverntjenesten
10510;LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.;Utgift;25220;FOSTERHJEM;660000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;25220;FOSTERHJEM;92000;Barneverntjenesten
11224;UTLEGG I FØLGE BILAG;Utgift;25220;FOSTERHJEM;3000;Barneverntjenesten
11602;BILGODTGJØRELSE;Utgift;25220;FOSTERHJEM;14000;Barneverntjenesten
11659;ANDRE UTGIFTSGODTGJØRELSER (OPPLY.PL.);Utgift;25220;FOSTERHJEM;367000;Barneverntjenesten
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;25220;FOSTERHJEM;38000;Barneverntjenesten
13000;KJØP FRA STATEN;Utgift;25220;FOSTERHJEM;27000;Barneverntjenesten
14719;KLIENTUTGIFTER BARNEVERN;Utgift;25220;FOSTERHJEM;20000;Barneverntjenesten
17700;REFUSJON FRA ANDRE (PRIVATE);Inntekt;25220;FOSTERHJEM;-23000;Barneverntjenesten
10510;LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.;Utgift;25280;BESØKSHJEM/ STØTTEKONTAKT;28000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;25280;BESØKSHJEM/ STØTTEKONTAKT;4000;Barneverntjenesten
11659;ANDRE UTGIFTSGODTGJØRELSER (OPPLY.PL.);Utgift;25280;BESØKSHJEM/ STØTTEKONTAKT;7000;Barneverntjenesten
10510;LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.;Utgift;25282;TILSYNSFØRER;11000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;25282;TILSYNSFØRER;2000;Barneverntjenesten
11224;UTLEGG I FØLGE BILAG;Utgift;25282;TILSYNSFØRER;1000;Barneverntjenesten
11602;BILGODTGJØRELSE;Utgift;25282;TILSYNSFØRER;3000;Barneverntjenesten
13500;KJØP FRA KOMMUNER;Utgift;25282;TILSYNSFØRER;3000;Barneverntjenesten
14719;KLIENTUTGIFTER BARNEVERN;Utgift;25285;BARNEHAGE/SFO & FRTIDSAKTIVITETER;24000;Barneverntjenesten
12503;TJENESTER EGNE AVDELINGER;Utgift;25290;HJELPETILTAK UTENFOR FAMILIEN;89000;Barneverntjenesten
10100;LØNN FAST ANSATTE;Utgift;24400;BARNEVERNTJENESTE;2805000;Barneverntjenesten
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24400;BARNEVERNTJENESTE;254000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;24400;BARNEVERNTJENESTE;433000;Barneverntjenesten
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;24400;BARNEVERNTJENESTE;10000;Barneverntjenesten
10100;LØNN FAST ANSATTE;Utgift;24400;BARNEVERNTJENESTE;11392000;Barneverntjenesten
10110;FASTE TILLEGG/VAKTTILLEGG;Utgift;24400;BARNEVERNTJENESTE;24000;Barneverntjenesten
10900;PENSJONSDEL  KOMMUNALT ANSATTE;Utgift;24400;BARNEVERNTJENESTE;1177000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;24400;BARNEVERNTJENESTE;1760000;Barneverntjenesten
11500;KURS/OPPLÆRINANNONSER/INFOTILTAK;Utgift;24400;BARNEVERNTJENESTE;60000;Barneverntjenesten
11602;BILGODTGJØRELSE;Utgift;24400;BARNEVERNTJENESTE;78000;Barneverntjenesten
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;24400;BARNEVERNTJENESTE;50000;Barneverntjenesten
12002;ANNET INVENTAR OG UTSTYR;Utgift;24400;BARNEVERNTJENESTE;20000;Barneverntjenesten
14290;MVA SOM GIR RETT TIL MOMSKOMPENSASJON;Utgift;24400;BARNEVERNTJENESTE;20000;Barneverntjenesten
17290;KOMPENSASJON FOR MERVERDIAVGIFT DRIFT;Inntekt;24400;BARNEVERNTJENESTE;-20000;Barneverntjenesten
17500;REFUSJON FRA (ANDRE) KOMMUNER;Inntekt;24400;BARNEVERNTJENESTE;-300000;Barneverntjenesten
14719;KLIENTUTGIFTER BARNEVERN;Utgift;25100;BARNEVERNTILTAK NÅR BARNET IKKE ER PLASSERT AV BARNEVERNET;493000;Barneverntjenesten
17700;REFUSJON FRA ANDRE (PRIVATE);Inntekt;25100;BARNEVERNTILTAK NÅR BARNET IKKE ER PLASSERT AV BARNEVERNET;-40000;Barneverntjenesten
10510;LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;1546000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;217000;Barneverntjenesten
11224;UTLEGG I FØLGE BILAG;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;57000;Barneverntjenesten
11602;BILGODTGJØRELSE;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;206000;Barneverntjenesten
11659;ANDRE UTGIFTSGODTGJØRELSER (OPPLY.PL.);Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;439000;Barneverntjenesten
11703;BUSS, DROSJE, FERJE, TOG, FLY;Utgift;25180;BESØKSHJEM/STØTTEKONTAKT;12000;Barneverntjenesten
10510;LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.;Utgift;25182;TILSYNSFØRER;87000;Barneverntjenesten
10990;ARBEIDSGIVERAVGIFT;Utgift;25182;TILSYNSFØRER;12000;Barneverntjenesten
11659;ANDRE UTGIFTSGODTGJØRELSER (OPPLY.PL.);Utgift;25182;TILSYNSFØRER;10000;Barneverntjenesten
14719;KLIENTUTGIFTER BARNEVERN;Utgift;25185;BARNEHAGE/SFO & FRITIDSAKTIVITETER;1101000;Barneverntjenesten
