art,art_tekst,inntekt_utgift,tjeneste_nr,tjeneste_tekst,beloep,virksomhetsomraade
12705,EKSTERN REGNSKAP,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,23000,Næring
14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,12000,Næring
17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,Inntekt,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,-12000,Næring
12700,KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE,Utgift,32900,LANDBRUKSFORV & LANDBRUKSBASERT NÆRINGSUTV,792000,Næring
13500,KJØP FRA KOMMUNER,Utgift,32900,LANDBRUKSFORV & LANDBRUKSBASERT NÆRINGSUTV,70000,Næring
16230,ANDRE AVGIFTSFRIE AVGIFTER & GEBYR,Inntekt,32900,LANDBRUKSFORV & LANDBRUKSBASERT NÆRINGSUTV,-70000,Næring
12700,KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,1986000,Næring
14724,TILSKUDD DIVERSE,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,300000,Næring
14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,Utgift,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,70000,Næring
17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,Inntekt,32500,TILR.LEGGING & BISTAND FOR NÆRINGSLIVET,-70000,Næring
10100,LØNN FAST ANSATTE,Utgift,12000,ADMINISTRASJON,2398000,Kommuneadvokat
10400,OVERTID,Utgift,12000,ADMINISTRASJON,15000,Kommuneadvokat
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,12000,ADMINISTRASJON,184000,Kommuneadvokat
10990,ARBEIDSGIVERAVGIFT,Utgift,12000,ADMINISTRASJON,385000,Kommuneadvokat
10100,LØNN FAST ANSATTE,Utgift,24400,BARNEVERNTJENESTE,702000,Kommuneadvokat
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,24400,BARNEVERNTJENESTE,857000,Kommuneadvokat
10990,ARBEIDSGIVERAVGIFT,Utgift,24400,BARNEVERNTJENESTE,180000,Kommuneadvokat
11000,KONTORMATERIELL,Utgift,12000,ADMINISTRASJON,5000,Kommuneadvokat
11001,FAGLITTERATUR/TIDSSKRIFTER MV.,Utgift,12000,ADMINISTRASJON,15000,Kommuneadvokat
11302,PORTO/POSTTJENESTER,Utgift,12000,ADMINISTRASJON,5000,Kommuneadvokat
11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,Utgift,12000,ADMINISTRASJON,15000,Kommuneadvokat
11703,"BUSS, DROSJE, FERJE, TOG, FLY",Utgift,12000,ADMINISTRASJON,56000,Kommuneadvokat
11952,ANDRE AVGIFTER GEBYRER,Utgift,12000,ADMINISTRASJON,5000,Kommuneadvokat
14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,Utgift,12000,ADMINISTRASJON,78000,Kommuneadvokat
16230,ANDRE AVGIFTSFRIE AVGIFTER & GEBYR,Inntekt,12000,ADMINISTRASJON,-40000,Kommuneadvokat
17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,Inntekt,12000,ADMINISTRASJON,-78000,Kommuneadvokat
12701,ADVOKATUTGIFTER,Utgift,24400,BARNEVERNTJENESTE,404000,Kommuneadvokat
11901,INTERN LEIE AV LOKALER OG GRUNN,Utgift,13000,ADMINISTRASJONSLOKALER,1990000,Kommuneadvokat
10100,LØNN FAST ANSATTE,Utgift,12000,ADMINISTRASJON,6738000,Politisk sekretariat
10100,LØNN FAST ANSATTE,Utgift,12000,ADMINISTRASJON,-159000,Politisk sekretariat
10400,OVERTID,Utgift,12000,ADMINISTRASJON,400000,Politisk sekretariat
10500,ANNEN LØNN OG TREKKPLIKTIGE GODTGJØRELSER,Utgift,12000,ADMINISTRASJON,50000,Politisk sekretariat
10505,TREKKPLIKTIG GODTGJØRELSE  REISEMODUL,Utgift,12000,ADMINISTRASJON,10000,Politisk sekretariat
10570,HONORAR,Utgift,12000,ADMINISTRASJON,32000,Politisk sekretariat
10591,FRI TELEFON TREKKPL.GODTGJ. (SJABLON),Utgift,12000,ADMINISTRASJON,55000,Politisk sekretariat
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,12000,ADMINISTRASJON,596000,Politisk sekretariat
10900,PENSJONSDEL  KOMMUNALT ANSATTE,Utgift,12000,ADMINISTRASJON,-16000,Politisk sekretariat
10990,ARBEIDSGIVERAVGIFT,Utgift,12000,ADMINISTRASJON,1140000,Politisk sekretariat
10990,ARBEIDSGIVERAVGIFT,Utgift,12000,ADMINISTRASJON,-25000,Politisk sekretariat
11000,KONTORMATERIELL,Utgift,12000,ADMINISTRASJON,40000,Politisk sekretariat
11001,FAGLITTERATUR/TIDSSKRIFTER MV.,Utgift,12000,ADMINISTRASJON,10000,Politisk sekretariat
11100,MEDISINSKE FORBRUKSVARER,Utgift,12000,ADMINISTRASJON,1000,Politisk sekretariat
11150,MATVARER,Utgift,12000,ADMINISTRASJON,30000,Politisk sekretariat
11200,ANDRE DRIFTSUTGIFTER,Utgift,12000,ADMINISTRASJON,25000,Politisk sekretariat
11207,ARBEIDSKLÆR OG SKO,Utgift,12000,ADMINISTRASJON,50000,Politisk sekretariat
11221,VELFERDSTILTAK EGNE ANSATTE,Utgift,12000,ADMINISTRASJON,10000,Politisk sekretariat
11237,MØTEUTGIFTER,Utgift,12000,ADMINISTRASJON,50000,Politisk sekretariat
11239,TILFELDIGE UTGIFTER,Utgift,12000,ADMINISTRASJON,20000,Politisk sekretariat
11301,TELEFON-/TELEUTGIFTER,Utgift,12000,ADMINISTRASJON,67000,Politisk sekretariat
11302,PORTO/POSTTJENESTER,Utgift,12000,ADMINISTRASJON,5000,Politisk sekretariat
11400,TRYKNINGSUTGIFTER/KOPIERING,Utgift,12000,ADMINISTRASJON,5000,Politisk sekretariat
11401,ANNONSER/INFOTILTAK,Utgift,12000,ADMINISTRASJON,40000,Politisk sekretariat
11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,Utgift,12000,ADMINISTRASJON,50000,Politisk sekretariat
11601,DIETTGODTGJØRELSE,Utgift,12000,ADMINISTRASJON,16000,Politisk sekretariat
11703,"BUSS, DROSJE, FERJE, TOG, FLY",Utgift,12000,ADMINISTRASJON,50000,Politisk sekretariat
11707,"PERSONKJØRETØY/VAREBIL KLASSE 1 (PERSONBIL,BÅT,MOPED ETC.)",Utgift,12000,ADMINISTRASJON,20000,Politisk sekretariat
11952,ANDRE AVGIFTER GEBYRER,Utgift,12000,ADMINISTRASJON,3000,Politisk sekretariat
11953,KONTINGENTER,Utgift,12000,ADMINISTRASJON,10000,Politisk sekretariat
11956,RENOVASJON CONTAINERE (PRIVATE FIRMA),Utgift,12000,ADMINISTRASJON,2000,Politisk sekretariat
12000,KONTORMØBLER,Utgift,12000,ADMINISTRASJON,10000,Politisk sekretariat
12001,"EDB-MASKINER, PC, KJØP/LEIE",Utgift,12000,ADMINISTRASJON,15000,Politisk sekretariat
12002,ANNET INVENTAR OG UTSTYR,Utgift,12000,ADMINISTRASJON,20000,Politisk sekretariat
12200,OPERASJONELL LEIE OG LEASING AV DRIFTSMIDLER,Utgift,12000,ADMINISTRASJON,180000,Politisk sekretariat
12400,"SERVICE, REPARASJON, DRIFTSAVTALER",Utgift,12000,ADMINISTRASJON,60000,Politisk sekretariat
11901,INTERN LEIE AV LOKALER OG GRUNN,Utgift,13000,ADMINISTRASJONSLOKALER,1620000,Politisk sekretariat
11200,ANDRE DRIFTSUTGIFTER,Utgift,12000,ADMINISTRASJON,115000,Politisk sekretariat
14724,TILSKUDD DIVERSE,Utgift,12000,ADMINISTRASJON,110000,Politisk sekretariat
15900,AVSKRIVNINGER,Utgift,12000,ADMINISTRASJON,326000,Politisk sekretariat
19900,MOTPOST AVSKRIVNINGER,Inntekt,86000,MOTPOST AVSKRIVNINGER,-326000,Politisk sekretariat
10100,LØNN FAST ANSATTE,Utgift,21300,VOKSENOPPLÆRING,6551000,Johannes læringssenter
10100,LØNN FAST ANSATTE,Utgift,27500,INTRODUKSJONSORDNINGEN,142000,Johannes læringssenter
10100,LØNN FAST ANSATTE,Utgift,21300,VOKSENOPPLÆRING,25859000,Johannes læringssenter
10100,LØNN FAST ANSATTE,Utgift,21350,SPESIALUNDERVISNING VOKSNE,13596000,Johannes læringssenter
