partinamn,fylkesnr,kommunenr,partitype,valar,stemmer,relativdel,mandat,utbetalingsar,grunnstonad,stemmestotte,totalt
Nord-Fron  Arbeidarparti,5,516,Kommune,2007,1204,"47,18",12,2011,1223,"15423,24","16646,24"
Nord-Fron Høgre,5,516,Kommune,2007,258,"10,11",2,2011,1223,"3304,98","4527,98"
Nord-Fron KrF,5,516,Kommune,2007,83,"3,25",1,2011,1223,"1063,23","2286,23"
Nord-Fron Senterparti,5,516,Kommune,2007,701,"27,47",7,2011,1223,"8979,81","10202,81"
Nord-Fron Sv,5,516,Kommune,2007,118,"4,62",1,2011,1223,"1511,58","2734,58"
NORD-FRON VENSTRE,5,516,Kommune,2007,188,"7,37",2,2011,1223,"2408,28","3631,28"
Sel Høgre,5,517,Kommune,2007,223,"8,85",2,2011,1223,"2856,63","4079,63"
Sel KrF,5,517,Kommune,2007,122,"4,84",1,2011,1223,"1562,82","2785,82"
Sel og Heidal Arb.Parti,5,517,Kommune,2007,1563,62,15,2011,1223,"20022,03","21245,03"
Sel og Heidal Senterparti,5,517,Kommune,2007,281,"11,15",3,2011,1223,"3599,61","4822,61"
Sør-Fron  Arbeidarparti,5,519,Kommune,2007,849,"62,52",12,2011,1223,"10875,69","12098,69"
Sør-Fron Høgre,5,519,Kommune,2007,109,"8,03",1,2011,1223,"1396,29","2619,29"
Sør-Fron Senterparti,5,519,Kommune,2007,400,"29,46",6,2011,1223,5124,6347
Ringebu  Arbeidarparti,5,520,Kommune,2007,878,"42,05",9,2011,1223,"11247,18","12470,18"
Ringebu Framstegsparti,5,520,Kommune,2007,176,"8,43",2,2011,1223,"2254,56","3477,56"
Ringebu Høyre,5,520,Kommune,2007,113,"5,41",1,2011,1223,"1447,53","2670,53"
RINGEBU VENSTRE,5,520,Kommune,2007,170,"8,14",2,2011,1223,"2177,7","3400,7"
Ringebu-Fåvang Senterparti,5,520,Kommune,2007,685,"32,81",7,2011,1223,"8774,85","9997,85"
Øyer  Arbeiderparti,5,521,Kommune,2007,679,"31,44",8,2011,1223,"8697,99","9920,99"
Øyer Høyre,5,521,Kommune,2007,417,"19,31",5,2011,1223,"5341,77","6564,77"
Øyer KrF,5,521,Kommune,2007,109,"5,05",1,2011,1223,"1396,29","2619,29"
Øyer Senterparti,5,521,Kommune,2007,627,"29,03",7,2011,1223,"8031,87","9254,87"
Øyer Sv,5,521,Kommune,2007,229,"10,6",3,2011,1223,"2933,49","4156,49"
ØYER VENSTRE,5,521,Kommune,2007,99,"4,58",1,2011,1223,"1268,19","2491,19"
FELLESLISTE FOR FRP OG HØYRE,5,522,Kommune,2007,358,"12,47",3,2011,1223,"4585,98","5808,98"
Gausdal  Arbeidarparti,5,522,Kommune,2007,796,"27,72",6,2011,1223,"10196,76","11419,76"
Gausdal Senterparti,5,522,Kommune,2007,680,"23,68",5,2011,1223,"8710,8","9933,8"
Gausdal Sv,5,522,Kommune,2007,104,"3,62",1,2011,1223,"1332,24","2555,24"
GAUSDAL VENSTRE,5,522,Kommune,2007,216,"7,52",2,2011,1223,"2766,96","3989,96"
Østre Toten Arbeiderparti,5,528,Kommune,2007,2125,"32,35",12,2011,1223,"27221,25","28444,25"
Østre Toten Fremskrittsparti,5,528,Kommune,2007,843,"12,83",5,2011,1223,"10798,83","12021,83"
Østre Toten Høyre,5,528,Kommune,2007,418,"6,36",2,2011,1223,"5354,58","6577,58"
Østre Toten KrF,5,528,Kommune,2007,252,"3,84",1,2011,1223,"3228,12","4451,12"
Østre Toten Pensjonistparti,5,528,Kommune,2007,229,"3,49",1,2011,1223,"2933,49","4156,49"
Østre Toten Senterparti,5,528,Kommune,2007,2030,"30,9",12,2011,1223,"26004,3","27227,3"
Østre Toten Sv,5,528,Kommune,2007,238,"3,62",1,2011,1223,"3048,78","4271,78"
ØSTRE TOTEN VENSTRE,5,528,Kommune,2007,434,"6,61",3,2011,1223,"5559,54","6782,54"
Vestre Toten Arb.parti,5,529,Kommune,2007,2702,"46,08",15,2011,1223,"34612,62","35835,62"
Vestre Toten Fremskrittsparti,5,529,Kommune,2007,1184,"20,19",6,2011,1223,"15167,04","16390,04"
Vestre Toten Høyre,5,529,Kommune,2007,591,"10,08",3,2011,1223,"7570,71","8793,71"
Vestre Toten KrF,5,529,Kommune,2007,223,"3,8",1,2011,1223,"2856,63","4079,63"
Vestre Toten Rød Valgallianse,5,529,Kommune,2007,63,"1,07",0,2011,0,"807,03","807,03"
Vestre Toten Senterparti,5,529,Kommune,2007,678,"11,56",4,2011,1223,"8685,18","9908,18"
Vestre Toten Sv,5,529,Kommune,2007,252,"4,3",1,2011,1223,"3228,12","4451,12"
Jevnaker  Arbeiderparti,5,532,Kommune,2007,1759,"56,47",11,2011,1223,"22532,79","23755,79"
Jevnaker Fremskrittsparti,5,532,Kommune,2007,450,"14,45",3,2011,1223,"5764,5","6987,5"
Jevnaker Høyre,5,532,Kommune,2007,469,"15,06",3,2011,1223,"6007,89","7230,89"
Jevnaker Senterparti,5,532,Kommune,2007,208,"6,68",1,2011,1223,"2664,48","3887,48"
Jevnaker Sv,5,532,Kommune,2007,229,"7,35",1,2011,1223,"2933,49","4156,49"
Lunner  Arbeiderparti,5,533,Kommune,2007,1264,"30,64",8,2011,1223,"16191,84","17414,84"
Lunner Fremskrittsparti,5,533,Kommune,2007,720,"17,45",4,2011,1223,"9223,2","10446,2"
Lunner Høyre,5,533,Kommune,2007,916,"22,21",5,2011,1223,"11733,96","12956,96"
Lunner KrF,5,533,Kommune,2007,263,"6,38",2,2011,1223,"3369,03","4592,03"
Lunner Senterparti,5,533,Kommune,2007,339,"8,22",2,2011,1223,"4342,59","5565,59"
Lunner Sv,5,533,Kommune,2007,288,"6,98",2,2011,1223,"3689,28","4912,28"
LUNNER VENSTRE,5,533,Kommune,2007,335,"8,12",2,2011,1223,"4291,35","5514,35"
Gran Arbeiderparti,5,534,Kommune,2007,1789,"26,66",7,2011,1223,"22917,09","24140,09"
Gran Fremskrittsparti,5,534,Kommune,2007,731,"10,89",3,2011,1223,"9364,11","10587,11"
Gran Høyre,5,534,Kommune,2007,558,"8,31",2,2011,1223,"7147,98","8370,98"
Gran KrF,5,534,Kommune,2007,219,"3,26",1,2011,1223,"2805,39","4028,39"
Gran Senterparti,5,534,Kommune,2007,687,"10,24",3,2011,1223,"8800,47","10023,47"
Gran Sv,5,534,Kommune,2007,241,"3,59",1,2011,1223,"3087,21","4310,21"
GRAN VENSTRE,5,534,Kommune,2007,145,"2,16",0,2011,0,"1857,45","1857,45"
Søndre Land Arbeiderparti,5,536,Kommune,2007,907,"36,96",9,2011,1223,"11618,67","12841,67"
Søndre Land Senterparti,5,536,Kommune,2007,200,"8,15",2,2011,1223,2562,3785
Søndre Land Sv,5,536,Kommune,2007,244,"9,94",3,2011,1223,"3125,64","4348,64"
Nordre Land Arbeiderparti,5,538,Kommune,2007,1482,"51,49",13,2011,1223,"18984,42","20207,42"
Nordre Land Fremskrittsparti,5,538,Kommune,2007,215,"7,47",2,2011,1223,"2754,15","3977,15"
Nordre Land Høyre,5,538,Kommune,2007,236,"8,2",2,2011,1223,"3023,16","4246,16"
Nordre Land KrF,5,538,Kommune,2007,100,"3,47",1,2011,1223,1281,2504
Nordre Land Senterparti,5,538,Kommune,2007,386,"13,41",4,2011,1223,"4944,66","6167,66"
Nordre Land Sv,5,538,Kommune,2007,178,"6,18",2,2011,1223,"2280,18","3503,18"
Sør-Aurdal  Arbeidarparti,5,540,Kommune,2007,514,"31,81",8,2011,1223,"6584,34","7807,34"
Sør-Aurdal Framstegsparti,5,540,Kommune,2007,271,"16,77",4,2011,1223,"3471,51","4694,51"
Sør-Aurdal Høgre,5,540,Kommune,2007,81,"5,01",1,2011,1223,"1037,61","2260,61"
Sør-Aurdal KrF,5,540,Kommune,2007,90,"5,57",1,2011,1223,"1152,9","2375,9"
Sør-Aurdal Senterparti,5,540,Kommune,2007,486,"30,07",8,2011,1223,"6225,66","7448,66"
Etnedal  Arbeidarparti,5,541,Kommune,2007,175,"23,97",3,2011,1223,"2241,75","3464,75"
Etnedal Høgre,5,541,Kommune,2007,92,"12,6",2,2011,1223,"1178,52","2401,52"
Etnedal KrF,5,541,Kommune,2007,44,"6,03",1,2011,1223,"563,64","1786,64"
Etnedal Senterparti,5,541,Kommune,2007,286,"39,18",6,2011,1223,"3663,66","4886,66"
