virksomhetsomraade,art,art_tekst,ansvar,ansvar_tekst,tjeneste_nr,tjeneste_tekst,prosjekt,prosjekt_tekst,fri_dim,fri_dim_tekst,beloep
Arbeidstreningsseksjonen,11801,STRØM,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,S100,STRØM,122000
Arbeidstreningsseksjonen,10100,LØNN FAST ANSATTE,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,1283000
Arbeidstreningsseksjonen,10110,FASTE TILLEGG/VAKTTILLEGG,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,7000
Arbeidstreningsseksjonen,10591,FRI TELEFON TREKKPL.GODTGJ. (SJABLON),366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,5000
Arbeidstreningsseksjonen,10900,PENSJONSDEL  KOMMUNALT ANSATTE,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,185000
Arbeidstreningsseksjonen,10990,ARBEIDSGIVERAVGIFT,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,255000
Arbeidstreningsseksjonen,11000,KONTORMATERIELL,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,51000
Arbeidstreningsseksjonen,11001,FAGLITTERATUR/AVISER/TIDSSKRIFTER M.M,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,15000
Arbeidstreningsseksjonen,11051,LÆREBØKER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,9000
Arbeidstreningsseksjonen,11100,MEDISINSKE FORBRUKSVARER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,5000
Arbeidstreningsseksjonen,11150,MATVARER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,68000
Arbeidstreningsseksjonen,11200,ANDRE DRIFTSUTGIFTER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,123000
Arbeidstreningsseksjonen,11202,MILJØTILTAK,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,2000
Arbeidstreningsseksjonen,11204,RENGJØRINGSMIDLER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,10000
Arbeidstreningsseksjonen,11205,PAPIR OG PLAST,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,10000
Arbeidstreningsseksjonen,11207,ARBEIDSKLÆR OG SKO,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,65000
Arbeidstreningsseksjonen,11216,PLANTEMATERIELL,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,2000
Arbeidstreningsseksjonen,11221,VELFERDSTILTAK EGNE ANSATTE,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,23000
Arbeidstreningsseksjonen,11224,UTLEGG I FØLGE BILAG,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,2000
Arbeidstreningsseksjonen,11239,TILFELDIGE UTGIFTER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,7000
Arbeidstreningsseksjonen,11301,TELEFON-/TELEUTGIFTER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,46000
Arbeidstreningsseksjonen,11302,PORTO/POSTTJENESTER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,10000
Arbeidstreningsseksjonen,11400,TRYKNINGSUTGIFTER/KOPIERING,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,6000
Arbeidstreningsseksjonen,11401,ANNONSER/INFOTILTAK,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,17000
Arbeidstreningsseksjonen,11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,150000
Arbeidstreningsseksjonen,11602,BILGODTGJØRELSE,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,3000
Arbeidstreningsseksjonen,11700,"DRIFT VAREBIL KLASSE 2 (VAREBIL,BUSS,LASTEBIL ETC.)",366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,80000
Arbeidstreningsseksjonen,11703,"BUSS, DROSJE, FERJE, TOG, FLY",366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,23000
Arbeidstreningsseksjonen,11704,INNLEIDE TRANSPORTTJENESTER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,15000
Arbeidstreningsseksjonen,11705,DRIVSTOFF TRANSPORTMIDLER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,67000
Arbeidstreningsseksjonen,11900,EKSTERN LEIE AV LOKALER OG GRUNN,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,1840000
Arbeidstreningsseksjonen,11952,ANDRE AVGIFTER GEBYRER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,211000
Arbeidstreningsseksjonen,12000,KONTORMØBLER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,100000
Arbeidstreningsseksjonen,12001,"EDB-MASKINER, PC, KJØP/LEIE",366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,25000
Arbeidstreningsseksjonen,12002,ANNET INVENTAR OG UTSTYR,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,55000
Arbeidstreningsseksjonen,12003,UNDERVISNINGSUTSTYR,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,16000
Arbeidstreningsseksjonen,12004,KJØP AV MASKINER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,15000
Arbeidstreningsseksjonen,12200,LEIE OG LEASING AV DRIFTSMIDLER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,44000
Arbeidstreningsseksjonen,12300,VEDLIKEHOLD AV BYGNINGER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,139000
Arbeidstreningsseksjonen,12302,VEDLIKEHOLD UTSTYR OG MASKINER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,28000
Arbeidstreningsseksjonen,12400,"SERVICE, REPARASJON, DRIFTSAVTALER",366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,24000
Arbeidstreningsseksjonen,12500,MATERIALER TIL VEDLIKEHOLD,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,3000
Arbeidstreningsseksjonen,12700,KONSULENTTJENESTER IKKE OPPLYSNINGSPLIKTIGE,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,25000
Arbeidstreningsseksjonen,12709,KONSULENTTJENESTER OPPLYSNINGSPLIKTIGE,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,14000
Arbeidstreningsseksjonen,13500,KJØP FRA KOMMUNER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,180000
Arbeidstreningsseksjonen,13750,KJØP FRA IKS DER KOMM. SELV ER DELTAGER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,3000
Arbeidstreningsseksjonen,13812,RENHOLD UTFØRT AV FORETAK,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,142000
Arbeidstreningsseksjonen,14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,700000
Arbeidstreningsseksjonen,14900,ORDINÆR RESERVEKONTO (KUN BUDSJETT),366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,100000
Arbeidstreningsseksjonen,15900,AVSKRIVNINGER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,252000
Arbeidstreningsseksjonen,16216,AVGIFTSFRITT SALG AV VARER OG TJENESTER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,-30000
Arbeidstreningsseksjonen,16231,ANDRE AVGIFTSFRIE INNTEKTER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,-10000
Arbeidstreningsseksjonen,16504,AVGIFTSPL. SALG AV VARER OG TJENESTER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,-8000
Arbeidstreningsseksjonen,17090,ANDRE STATSTILSKUDD/REFUSJONER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,-1999000
Arbeidstreningsseksjonen,17101,REF. SYKEPENGER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,-50000
Arbeidstreningsseksjonen,17102,REF. SVANGERSKAPSPERMISJON,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,-52000
Arbeidstreningsseksjonen,17103,FERIEPENGER AV SYKEPENGER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,-3000
Arbeidstreningsseksjonen,17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,-700000
Arbeidstreningsseksjonen,17500,REFUSJON FRA (ANDRE) KOMMUNER,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,-161000
Arbeidstreningsseksjonen,17800,REF.(AVG.FRI) FRA KOMMUNALT FORETAK I EGEN KOMMUNE,366000,ARBEIDSTRERINGSSEKSJONEN,27341,ARBEIDSTRENING UNGDOM,,,,,-157000
Arbeidstreningsseksjonen,10510,LØNN STØTTEKONT./AVLAST./BES.HJEM M.M.,366000,ARBEIDSTRERINGSSEKSJONEN,27342,ARBEIDSTRENING TILTAKSPLASSER,,,H302,PFK (PRAKSISPLASS FOR FUNKSJ.HEMMEDE FRA KOMM.TILTAK),791000
Arbeidstreningsseksjonen,13715,DAGAKTIVITET FUNKSJONSHEMMEDE,366000,ARBEIDSTRERINGSSEKSJONEN,27342,ARBEIDSTRENING TILTAKSPLASSER,,,H305,PFP (PRAKSISPLASS FOR FUNKSJ.H.PRIVATE BEDRIFTER),1000000
Arbeidstreningsseksjonen,10990,ARBEIDSGIVERAVGIFT,366000,ARBEIDSTRERINGSSEKSJONEN,27342,ARBEIDSTRENING TILTAKSPLASSER,,,,,137000
Arbeidstreningsseksjonen,11200,ANDRE DRIFTSUTGIFTER,366000,ARBEIDSTRERINGSSEKSJONEN,27342,ARBEIDSTRENING TILTAKSPLASSER,,,,,272000
Arbeidstreningsseksjonen,10500,ANNEN LØNN OG TREKKPLIKTIGE GODTGJØRELSER,366000,ARBEIDSTRERINGSSEKSJONEN,27343,ARBEIDSTRENING FLYKTNINGER,,,,,85000
Arbeidstreningsseksjonen,10900,PENSJONSDEL  KOMMUNALT ANSATTE,366000,ARBEIDSTRERINGSSEKSJONEN,27343,ARBEIDSTRENING FLYKTNINGER,,,,,24000
Arbeidstreningsseksjonen,10990,ARBEIDSGIVERAVGIFT,366000,ARBEIDSTRERINGSSEKSJONEN,27343,ARBEIDSTRENING FLYKTNINGER,,,,,38000
Arbeidstreningsseksjonen,10100,LØNN FAST ANSATTE,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,3944000
Arbeidstreningsseksjonen,10201,VIKAR V/SYKEFRAVÆR M/REF,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,399000
Arbeidstreningsseksjonen,10900,PENSJONSDEL  KOMMUNALT ANSATTE,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,385000
Arbeidstreningsseksjonen,10990,ARBEIDSGIVERAVGIFT,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,695000
Arbeidstreningsseksjonen,11000,KONTORMATERIELL,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,10000
Arbeidstreningsseksjonen,11001,FAGLITTERATUR/AVISER/TIDSSKRIFTER M.M,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,7000
Arbeidstreningsseksjonen,11150,MATVARER,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,15000
Arbeidstreningsseksjonen,11301,TELEFON-/TELEUTGIFTER,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,5000
Arbeidstreningsseksjonen,11500,KURS/OPPLÆRINANNONSER/INFOTILTAK,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,2000
Arbeidstreningsseksjonen,11703,"BUSS, DROSJE, FERJE, TOG, FLY",366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,6000
Arbeidstreningsseksjonen,11900,EKSTERN LEIE AV LOKALER OG GRUNN,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,500000
Arbeidstreningsseksjonen,11952,ANDRE AVGIFTER GEBYRER,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,10000
Arbeidstreningsseksjonen,13812,RENHOLD UTFØRT AV FORETAK,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,50000
Arbeidstreningsseksjonen,14290,MVA SOM GIR RETT TIL MOMSKOMPENSASJON,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,10000
Arbeidstreningsseksjonen,17101,REF. SYKEPENGER,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,-100000
Arbeidstreningsseksjonen,17102,REF. SVANGERSKAPSPERMISJON,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,-150000
Arbeidstreningsseksjonen,17103,FERIEPENGER AV SYKEPENGER,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,-3000
Arbeidstreningsseksjonen,17290,KOMPENSASJON FOR MERVERDIAVGIFT DRIFT,366000,ARBEIDSTRERINGSSEKSJONEN,27600,KVALIFISERINGSORDNINGEN,,,,,-10000
Arbeidstreningsseksjonen,19900,MOTPOST AVSKRIVNINGER,366000,ARBEIDSTRERINGSSEKSJONEN,86000,MOTPOST AVSKRIVNINGER,,,,,-252000
Avløpsverket,13750,KJØP FRA IKS DER KOMM. SELV ER DELTAGER,603000,AVLØPSVERKET,35000,AVLØPSRENSING,,,,,31593000
