partinamn;fylkesnr;kummunenr;partitype;stemmer;relativdel;mandat;utbetalingsar;grunnstonad;stemmestonad;totalt
GJESDAL VENSTRE;11;1122;Kommuneparti;163;3,2;1;2014;1 306,00;1 952,74;3 258,74
Sola Framstegsparti;11;1124;Kommuneparti;2224;20,3;8;2014;1 306,00;26 643,52;27 949,52
SOLA HØYRE;11;1124;Kommuneparti;3980;36,3;15;2014;1 306,00;47 680,40;48 986,40
Sola KrF;11;1124;Kommuneparti;1104;10,1;4;2014;1 306,00;13 225,92;14 531,92
Sola Senterparti;11;1124;Kommuneparti;368;3,4;1;2014;1 306,00;4 408,64;5 714,64
SOLA SV;11;1124;Kommuneparti;260;2,4;1;2014;1 306,00;3 114,80;4 420,80
SOLA VENSTRE;11;1124;Kommuneparti;448;4,1;2;2014;1 306,00;5 367,04;6 673,04
RANDABERG FREMSKRITTSPARTI;11;1127;Kommuneparti;665;13,4;3;2014;1 306,00;7 966,70;9 272,70
Randaberg Høyre;11;1127;Kommuneparti;1459;29,5;8;2014;1 306,00;17 478,82;18 784,82
Randaberg KrF;11;1127;Kommuneparti;752;15,2;4;2014;1 306,00;9 008,96;10 314,96
Randaberg Senterparti;11;1127;Kommuneparti;368;7,4;2;2014;1 306,00;4 408,64;5 714,64
RANDABERG VENSTRE;11;1127;Kommuneparti;265;5,4;1;2014;1 306,00;3 174,70;4 480,70
FORSAND ARBEIDERPARTI;11;1129;Kommuneparti;120;18,6;3;2014;1 306,00;1 437,60;2 743,60
FORSAND FREMSKRITSPARTI;11;1129;Kommuneparti;47;7,3;1;2014;1 306,00;563,06;1 869,06
Forsand Høyre;11;1129;Kommuneparti;161;25;5;2014;1 306,00;1 928,78;3 234,78
Forsand KrF;11;1129;Kommuneparti;192;29,8;5;2014;1 306,00;2 300,16;3 606,16
FORSAND SENTERPARTI;11;1129;Kommuneparti;124;19,3;3;2014;1 306,00;1 485,52;2 791,52
Strand Arbeidarparti;11;1130;Kommuneparti;2212;40,9;12;2014;1 306,00;26 499,76;27 805,76
STRAND FREMSKRITTSPARTI;11;1130;Kommuneparti;666;12,3;3;2014;1 306,00;7 978,68;9 284,68
Strand Høyre;11;1130;Kommuneparti;916;16,9;5;2014;1 306,00;10 973,68;12 279,68
Strand KrF;11;1130;Kommuneparti;919;17;5;2014;1 306,00;11 009,62;12 315,62
STRAND SENTERPARTI;11;1130;Kommuneparti;360;6,7;2;2014;1 306,00;4 312,80;5 618,80
Strand Sv;11;1130;Kommuneparti;144;2,7;1;2014;1 306,00;1 725,12;3 031,12
STRAND VENSTRE;11;1130;Kommuneparti;173;3,2;1;2014;1 306,00;2 072,54;3 378,54
Hjelmeland Framstegsparti;11;1133;Kommuneparti;99;6,9;1;2014;1 306,00;1 186,02;2 492,02
Hjelmeland Høgre;11;1133;Kommuneparti;352;24,6;5;2014;1 306,00;4 216,96;5 522,96
Hjelmeland KrF;11;1133;Kommuneparti;302;21,1;4;2014;1 306,00;3 617,96;4 923,96
Hjelmeland Senterparti;11;1133;Kommuneparti;369;25,8;5;2014;1 306,00;4 420,62;5 726,62
Hjelmeland Venstre;11;1133;Kommuneparti;54;3,8;1;2014;1 306,00;646,92;1 952,92
SULDAL ARBEIDERPARTI;11;1134;Kommuneparti;460;23,5;4;2014;1 306,00;5 510,80;6 816,80
SULDAL FRAMSTEGSPARTI;11;1134;Kommuneparti;130;6,6;1;2014;1 306,00;1 557,40;2 863,40
Suldal Høgre;11;1134;Kommuneparti;159;8,1;2;2014;1 306,00;1 904,82;3 210,82
SULDAL KRISTELEG FOLKEPARTI;11;1134;Kommuneparti;286;14,6;3;2014;1 306,00;3 426,28;4 732,28
SULDAL SENTERPARTI;11;1134;Kommuneparti;606;30,9;6;2014;1 306,00;7 259,88;8 565,88
Suldal Sv;11;1134;Kommuneparti;154;7,9;1;2014;1 306,00;1 844,92;3 150,92
Suldal Venstre;11;1134;Kommuneparti;165;8,4;2;2014;1 306,00;1 976,70;3 282,70
SAUDA ARBEIDERPARTI;11;1135;Kommuneparti;1150;45,3;9;2014;1 306,00;13 777,00;15 083,00
SAUDA FREMSKRITTSPARTI;11;1135;Kommuneparti;175;6,9;1;2014;1 306,00;2 096,50;3 402,50
Sauda Høyre;11;1135;Kommuneparti;606;23,8;4;2014;1 306,00;7 259,88;8 565,88
Sauda KrF;11;1135;Kommuneparti;173;6,8;1;2014;1 306,00;2 072,54;3 378,54
Sauda Senterparti;11;1135;Kommuneparti;217;8,5;2;2014;1 306,00;2 599,66;3 905,66
SOSIALISTISK VENSTREPARTI SAUDA;11;1135;Kommuneparti;117;4,6;1;2014;1 306,00;1 401,66;2 707,66
Sauda Venstre;11;1135;Kommuneparti;103;4,1;1;2014;1 306,00;1 233,94;2 539,94
Finnøy Framstegsparti;11;1141;Kommuneparti;109;6,9;1;2014;1 306,00;1 305,82;2 611,82
Finnøy Høgre;11;1141;Kommuneparti;231;14,7;3;2014;1 306,00;2 767,38;4 073,38
Finnøy KrF;11;1141;Kommuneparti;407;25,8;5;2014;1 306,00;4 875,86;6 181,86
Finnøy Sv;11;1141;Kommuneparti;51;3,2;1;2014;1 306,00;610,98;1 916,98
FINNØY VENSTRE;11;1141;Kommuneparti;292;18,5;4;2014;1 306,00;3 498,16;4 804,16
Rennesøy Arbeidarparti;11;1142;Kommuneparti;286;13,4;3;2014;1 306,00;3 426,28;4 732,28
Rennesøy Fremskrittsparti;11;1142;Kommuneparti;307;14,3;3;2014;1 306,00;3 677,86;4 983,86
Rennesøy Høyre;11;1142;Kommuneparti;740;34,6;7;2014;1 306,00;8 865,20;10 171,20
Rennesøy KrF;11;1142;Kommuneparti;278;13;3;2014;1 306,00;3 330,44;4 636,44
RENNESØY SENTERPARTI;11;1142;Kommuneparti;449;21;4;2014;1 306,00;5 379,02;6 685,02
Rennesøy SV;11;1142;Kommuneparti;80;3,7;1;2014;1 306,00;958,40;2 264,40
Kvitsøy FrP;11;1144;Kommuneparti;54;17;3;2014;1 306,00;646,92;1 952,92
Bokn Arbeidarparti;11;1145;Kommuneparti;159;34,9;6;2014;1 306,00;1 904,82;3 210,82
Bokn Høyre;11;1145;Kommuneparti;126;27,6;5;2014;1 306,00;1 509,48;2 815,48
Bokn KrF;11;1145;Kommuneparti;36;7,9;1;2014;1 306,00;431,28;1 737,28
Bokn Senterparti;11;1145;Kommuneparti;135;29,6;5;2014;1 306,00;1 617,30;2 923,30
TYSVÆR FREMSKRITTSPARTI;11;1146;Kommuneparti;593;12,8;4;2014;1 306,00;7 104,14;8 410,14
Tysvær Høyre;11;1146;Kommuneparti;1531;33,1;9;2014;1 306,00;18 341,38;19 647,38
Tysvær KrF;11;1146;Kommuneparti;587;12,7;4;2014;1 306,00;7 032,26;8 338,26
Tysvær Senterparti;11;1146;Kommuneparti;479;10,4;3;2014;1 306,00;5 738,42;7 044,42
TYSVÆR SOSIALISTISKE VENSTREPARTI;11;1146;Kommuneparti;103;2,2;0;2014;0,00;1 233,94;1 233,94
Tysvær Venstre;11;1146;Kommuneparti;247;5,3;2;2014;1 306,00;2 959,06;4 265,06
KARMØY ARBEIDERPARTI;11;1149;Kommuneparti;4354;23,8;11;2014;1 306,00;52 160,92;53 466,92
KARMØY FRP;11;1149;Kommuneparti;4297;23,4;11;2014;1 306,00;51 478,06;52 784,06
KARMØY HØYRE;11;1149;Kommuneparti;4747;25,9;12;2014;1 306,00;56 869,06;58 175,06
Karmøy KrF;11;1149;Kommuneparti;3050;16,6;7;2014;1 306,00;36 539,00;37 845,00
Kristent Samlingsparti Karmøy;11;1149;Kommuneparti;121;0,7;0;2014;0,00;1 449,58;1 449,58
KARMØY PENSJONIST PARTIET;11;1149;Kommuneparti;345;1,9;1;2014;1 306,00;4 133,10;5 439,10
Karmøy Senterparti;11;1149;Kommuneparti;416;2,3;1;2014;1 306,00;4 983,68;6 289,68
Karmøy SV;11;1149;Kommuneparti;383;2,1;1;2014;1 306,00;4 588,34;5 894,34
Karmøy Venstre;11;1149;Kommuneparti;567;3,1;1;2014;1 306,00;6 792,66;8 098,66
Vindafjord Arbeidarparti;11;1160;Kommuneparti;627;16,8;4;2014;1 306,00;7 511,46;8 817,46
Vindafjord Fremskrittsparti;11;1160;Kommuneparti;408;10,9;3;2014;1 306,00;4 887,84;6 193,84
Vindafjord Høyre;11;1160;Kommuneparti;793;21,2;5;2014;1 306,00;9 500,14;10 806,14
Vindafjord KrF;11;1160;Kommuneparti;404;10,8;3;2014;1 306,00;4 839,92;6 145,92
Vindafjord Senterparti;11;1160;Kommuneparti;1188;31,8;8;2014;1 306,00;14 232,24;15 538,24
Vindafjord SV;11;1160;Kommuneparti;156;4,2;1;2014;1 306,00;1 868,88;3 174,88
HORDALAND ARBEIDERPARTI;12;1200;Fylkesparti;62063;27,8;16;2014;47 639,00;1 727 213,29;1 774 852,29
AUF i Hordaland;12;1200;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;545 533,77;545 533,77
Demokratene i Norge Hordaland Fylkeslag;12;1200;Fylkesparti;796;0,4;0;2014;0,00;22 152,68;22 152,68
HORDALAND FREMSKRITTSPARTI;12;1200;Fylkesparti;31332;14;8;2014;47 639,00;871 969,56;919 608,56
HORDALAND FREMSKRITTSPARTIETS UNGDOM;12;1200;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;275 408,28;275 408,28
HORDALAND HØYRE;12;1200;Fylkesparti;64195;28,8;17;2014;47 639,00;1 786 546,85;1 834 185,85
Hordaland Unge Høyre;12;1200;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;564 274,05;564 274,05
HORDALAND KRISTELIG FOLKEPARTI;12;1200;Fylkesparti;18029;8,1;5;2014;47 639,00;501 747,07;549 386,07
Hordaland Kristelig Folkepartis Ungdom;12;1200;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;158 474,91;158 474,91
Kristent Samlingsparti Hordaland;12;1200;Fylkesparti;658;0;0;2014;0,00;18 312,14;18 312,14
KYSTPARTIET I HORDALAND;12;1200;Fylkesparti;577;0,3;0;2014;0,00;16 057,91;16 057,91
MILJØPARTIET DE GRØNNE HORDALAND;12;1200;Fylkesparti;3620;1,6;1;2014;47 639,00;100 744,60;148 383,60
GRØNN UNGDOM HORDALAND;12;1200;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;31 819,80;31 819,80
Norges Kommunistiske Parti i Hordaland;12;1200;Fylkesparti;236;0;0;2014;0,00;6 567,88;6 567,88
Bergens Kommunistiske Ungdomslag av Ungkommunistene (KU);12;1200;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;2 074,44;2 074,44
RAUDT HORDALAND;12;1200;Fylkesparti;4221;1,9;1;2014;47 639,00;117 470,43;165 109,43
Hordaland Rød Ungdom;12;1200;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;37 102,59;37 102,59
Hordaland Senterparti;12;1200;Fylkesparti;11386;5,1;3;2014;47 639,00;316 872,38;364 511,38
Hordaland Senterungdom;12;1200;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;100 082,94;100 082,94
HORDALAND SOSIALISTISK VENSTREPARTI;12;1200;Fylkesparti;8968;4;2;2014;47 639,00;249 579,44;297 218,44
HORDALAND SOSIALISTISK UNGDOM;12;1200;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;78 828,72;78 828,72
HORDALAND VENSTRE;12;1200;Fylkesparti;14415;6,5;4;2014;47 639,00;401 169,45;448 808,45
HORDALAND UNGE VENSTRE;12;1200;Fylkesungdomsorganisasjon;0;0;0;2014;0,00;126 707,85;126 707,85
ARBEIDERPARTIET I BERGEN;12;1201;Kommuneparti;37408;28,7;19;2014;1 306,00;448 147,84;449 453,84
BERGEN FREMSKRITTSPARTI;12;1201;Kommuneparti;13477;10,3;7;2014;1 306,00;161 454,46;162 760,46
Bergen Høyre;12;1201;Kommuneparti;45783;35,2;24;2014;1 306,00;548 480,34;549 786,34
Bergen KrFs hovedstyre;12;1201;Kommuneparti;7262;5,6;4;2014;1 306,00;86 998,76;88 304,76
MILJØPARTIET DE GRØNNE I BERGEN;12;1201;Kommuneparti;2550;2;1;2014;1 306,00;30 549,00;31 855,00
BERGENS ARBEIDERPARTI AV NKP;12;1201;Kommuneparti;129;0,1;0;2014;0,00;1 545,42;1 545,42
Rødt Bergen;12;1201;Kommuneparti;4139;3,2;2;2014;1 306,00;49 585,22;50 891,22
BERGEN SENTERPARTI;12;1201;Kommuneparti;1777;1,4;1;2014;1 306,00;21 288,46;22 594,46
BERGEN SOSIALISTISK VENSTREPARTI;12;1201;Kommuneparti;5691;4,4;3;2014;1 306,00;68 178,18;69 484,18
BERGEN VENSTRELAG;12;1201;Kommuneparti;9110;7;5;2014;1 306,00;109 137,80;110 443,80
Etne Arbeidarparti;12;1211;Kommuneparti;563;28,3;6;2014;1 306,00;6 744,74;8 050,74
Etne Framstegsparti;12;1211;Kommuneparti;263;13,2;3;2014;1 306,00;3 150,74;4 456,74
Etne Høgre;12;1211;Kommuneparti;304;15,3;3;2014;1 306,00;3 641,92;4 947,92
Etne Senterparti;12;1211;Kommuneparti;596;30;6;2014;1 306,00;7 140,08;8 446,08
Etne Venstre;12;1211;Kommuneparti;88;4,4;1;2014;1 306,00;1 054,24;2 360,24
Sveio Arbeidarparti;12;1216;Kommuneparti;534;20,6;5;2014;1 306,00;6 397,32;7 703,32
Sveio Framstegsparti;12;1216;Kommuneparti;521;20,1;5;2014;1 306,00;6 241,58;7 547,58
Sveio Høgre;12;1216;Kommuneparti;599;23,1;6;2014;1 306,00;7 176,02;8 482,02
Sveio KrF;12;1216;Kommuneparti;332;12,8;4;2014;1 306,00;3 977,36;5 283,36
Sveio Senterparti;12;1216;Kommuneparti;311;12;3;2014;1 306,00;3 725,78;5 031,78
SVEIO VENSTRE;12;1216;Kommuneparti;137;5,3;1;2014;1 306,00;1 641,26;2 947,26
Bømlo Arbeidarparti;12;1219;Kommuneparti;1326;24;7;2014;1 306,00;15 885,48;17 191,48
BØMLO FRP;12;1219;Kommuneparti;882;16;4;2014;1 306,00;10 566,36;11 872,36
BØMLO HØGRE;12;1219;Kommuneparti;1448;26,2;7;2014;1 306,00;17 347,04;18 653,04
Bømlo KrF;12;1219;Kommuneparti;908;16,4;4;2014;1 306,00;10 877,84;12 183,84
Bømlo Senterparti;12;1219;Kommuneparti;259;4,7;1;2014;1 306,00;3 102,82;4 408,82
Bømlo Venstre;12;1219;Kommuneparti;342;6,2;2;2014;1 306,00;4 097,16;5 403,16
STORD ARBEIDARPARTI;12;1221;Kommuneparti;2303;26,9;10;2014;1 306,00;27 589,94;28 895,94
Demokratene i Norge Stord Lokallag;12;1221;Kommuneparti;225;2,6;1;2014;1 306,00;2 695,50;4 001,50
Stord Framstegsparti;12;1221;Kommuneparti;1298;15,1;5;2014;1 306,00;15 550,04;16 856,04
Stord Høgre;12;1221;Kommuneparti;2254;26,3;9;2014;1 306,00;27 002,92;28 308,92
Stord KrF;12;1221;Kommuneparti;786;9,2;3;2014;1 306,00;9 416,28;10 722,28
Rødt Stord;12;1221;Kommuneparti;117;1,4;0;2014;0,00;1 401,66;1 401,66
STORD SV;12;1221;Kommuneparti;500;5,8;2;2014;1 306,00;5 990,00;7 296,00
Stord Venstre;12;1221;Kommuneparti;460;5,4;2;2014;1 306,00;5 510,80;6 816,80
Fitjar Framstegsparti;12;1222;Kommuneparti;101;6,5;1;2014;1 306,00;1 209,98;2 515,98
Fitjar Høgre;12;1222;Kommuneparti;632;40,6;7;2014;1 306,00;7 571,36;8 877,36
Fitjar KrF;12;1222;Kommuneparti;394;25,3;4;2014;1 306,00;4 720,12;6 026,12
Tysnes Arbeiderparti;12;1223;Kommuneparti;507;32,4;6;2014;1 306,00;6 073,86;7 379,86
TYSNES FRP;12;1223;Kommuneparti;269;17,2;4;2014;1 306,00;3 222,62;4 528,62
HØGRE I TYSNES;12;1223;Kommuneparti;277;17,7;4;2014;1 306,00;3 318,46;4 624,46
Tysnes KrF;12;1223;Kommuneparti;228;14,6;3;2014;1 306,00;2 731,44;4 037,44
Tysnes Senterparti;12;1223;Kommuneparti;163;10,4;2;2014;1 306,00;1 952,74;3 258,74
Tysnes Venstre;12;1223;Kommuneparti;121;7,7;2;2014;1 306,00;1 449,58;2 755,58
KVINNHERAD ARBEIDERPARTI;12;1224;Kommuneparti;1674;25,7;9;2014;1 306,00;20 054,52;21 360,52
KVINNHERAD FRP;12;1224;Kommuneparti;906;13,9;5;2014;1 306,00;10 853,88;12 159,88
KVINNHERAD HØGRE;12;1224;Kommuneparti;2077;31,9;11;2014;1 306,00;24 882,46;26 188,46
Kvinnherad KrF;12;1224;Kommuneparti;554;8,5;3;2014;1 306,00;6 636,92;7 942,92
Rødt Kvinnherad;12;1224;Kommuneparti;111;1,7;0;2014;0,00;1 329,78;1 329,78
Kvinnherad Senterparti;12;1224;Kommuneparti;494;7,6;3;2014;1 306,00;5 918,12;7 224,12
KVINNHERAD SV;12;1224;Kommuneparti;132;2;1;2014;1 306,00;1 581,36;2 887,36
Kvinnherad Venstre;12;1224;Kommuneparti;367;5,6;2;2014;1 306,00;4 396,66;5 702,66
Jondal Arbeidarparti;12;1227;Kommuneparti;138;22,8;4;2014;1 306,00;1 653,24;2 959,24
Jondal KrF;12;1227;Kommuneparti;83;13,7;2;2014;1 306,00;994,34;2 300,34
Jondal Senterparti;12;1227;Kommuneparti;310;51,2;9;2014;1 306,00;3 713,80;5 019,80
Odda Herreds Arbeiderparti.;12;1228;Kommuneparti;1215;33,1;9;2014;1 306,00;14 555,70;15 861,70
Demokratene i Norge Odda Lokallag;12;1228;Kommuneparti;231;6,3;2;2014;1 306,00;2 767,38;4 073,38
Odda Høyre;12;1228;Kommuneparti;625;17;4;2014;1 306,00;7 487,50;8 793,50
Rødt Odda;12;1228;Kommuneparti;422;11,5;3;2014;1 306,00;5 055,56;6 361,56
Odda Senterparti;12;1228;Kommuneparti;220;6;2;2014;1 306,00;2 635,60;3 941,60
Odda Venstre;12;1228;Kommuneparti;374;10,2;3;2014;1 306,00;4 480,52;5 786,52
Ullensvang Høgre;12;1231;Kommuneparti;371;19,8;4;2014;1 306,00;4 444,58;5 750,58
Ullensvang KrF;12;1231;Kommuneparti;101;5,4;1;2014;1 306,00;1 209,98;2 515,98
Rødt Ullensvang;12;1231;Kommuneparti;14;0,7;0;2014;0,00;167,72;167,72
Ullensvang Senterparti;12;1231;Kommuneparti;674;35,9;8;2014;1 306,00;8 074,52;9 380,52
Ullensvang Sv;12;1231;Kommuneparti;122;6,5;1;2014;1 306,00;1 461,56;2 767,56
Ullensvang Venstre;12;1231;Kommuneparti;412;21,9;5;2014;1 306,00;4 935,76;6 241,76
EIDFJORD ARBEIDERPARTI;12;1232;Kommuneparti;159;29,3;5;2014;1 306,00;1 904,82;3 210,82
EIDFJORD SENTERPARTI;12;1232;Kommuneparti;232;42,8;7;2014;1 306,00;2 779,36;4 085,36
EIDFJORD VENSTRE;12;1232;Kommuneparti;28;5,2;1;2014;1 306,00;335,44;1 641,44
Ulvik Høgre;12;1233;Kommuneparti;111;17,5;3;2014;1 306,00;1 329,78;2 635,78
Ulvik Senterparti;12;1233;Kommuneparti;122;19,2;3;2014;1 306,00;1 461,56;2 767,56
Ulvik Sv;12;1233;Kommuneparti;64;10,1;2;2014;1 306,00;766,72;2 072,72
Ulvik Venstre;12;1233;Kommuneparti;212;33,3;6;2014;1 306,00;2 539,76;3 845,76
GRANVIN HØGRELAG;12;1234;Kommuneparti;110;23,2;3;2014;1 306,00;1 317,80;2 623,80
GRANVIN SENTERPARTI;12;1234;Kommuneparti;149;31,4;4;2014;1 306,00;1 785,02;3 091,02
Granvin Sv;12;1234;Kommuneparti;50;10,5;1;2014;1 306,00;599,00;1 905,00
Granvin Venstre;12;1234;Kommuneparti;166;34,9;5;2014;1 306,00;1 988,68;3 294,68
VOSS FRAMSTEGSPARTI VOSS FREMSKRITTS;12;1235;Kommuneparti;640;8,9;4;2014;1 306,00;7 667,20;8 973,20
Voss Høgre;12;1235;Kommuneparti;1351;18,8;8;2014;1 306,00;16 184,98;17 490,98
Voss KrF;12;1235;Kommuneparti;352;4,9;2;2014;1 306,00;4 216,96;5 522,96
MILJØPARTIET DEI GRØNE VOSS;12;1235;Kommuneparti;75;1;0;2014;0,00;898,50;898,50
Rødt Voss;12;1235;Kommuneparti;192;2,7;1;2014;1 306,00;2 300,16;3 606,16
Voss Senterparti;12;1235;Kommuneparti;1265;17,6;8;2014;1 306,00;15 154,70;16 460,70
Voss Sv;12;1235;Kommuneparti;475;6,6;3;2014;1 306,00;5 690,50;6 996,50
Voss Venstre;12;1235;Kommuneparti;789;11;5;2014;1 306,00;9 452,22;10 758,22
Kvam Arbeidarparti;12;1238;Kommuneparti;634;14,1;4;2014;1 306,00;7 595,32;8 901,32
KVAM FRP;12;1238;Kommuneparti;419;9,3;3;2014;1 306,00;5 019,62;6 325,62
Kvam Høgre;12;1238;Kommuneparti;735;16,4;4;2014;1 306,00;8 805,30;10 111,30
Kvam KrF;12;1238;Kommuneparti;614;13,7;4;2014;1 306,00;7 355,72;8 661,72
Rødt Kvam;12;1238;Kommuneparti;84;1,9;0;2014;0,00;1 006,32;1 006,32
Kvam Senterparti;12;1238;Kommuneparti;968;21,5;6;2014;1 306,00;11 596,64;12 902,64
Kvam Sv;12;1238;Kommuneparti;119;2,6;1;2014;1 306,00;1 425,62;2 731,62
KVAM VENSTRE;12;1238;Kommuneparti;347;7,7;2;2014;1 306,00;4 157,06;5 463,06
Fusa Arbeidarparti;12;1241;Kommuneparti;331;16,4;3;2014;1 306,00;3 965,38;5 271,38
FUSA FRP;12;1241;Kommuneparti;450;22,3;4;2014;1 306,00;5 391,00;6 697,00
Fusa KrF;12;1241;Kommuneparti;256;12,7;3;2014;1 306,00;3 066,88;4 372,88
Fusa Senterparti;12;1241;Kommuneparti;554;27,4;6;2014;1 306,00;6 636,92;7 942,92
Fusa Sv;12;1241;Kommuneparti;74;3,7;1;2014;1 306,00;886,52;2 192,52
Fusa Venstre;12;1241;Kommuneparti;85;4,2;1;2014;1 306,00;1 018,30;2 324,30
SAMNANGER ARBEIDERPARTI;12;1242;Kommuneparti;335;26,3;6;2014;1 306,00;4 013,30;5 319,30
SAMNANGER FRP;12;1242;Kommuneparti;236;18,5;4;2014;1 306,00;2 827,28;4 133,28
HØGRE SAMNANGER;12;1242;Kommuneparti;147;11,5;2;2014;1 306,00;1 761,06;3 067,06
Samnanger KrF;12;1242;Kommuneparti;251;19,7;4;2014;1 306,00;3 006,98;4 312,98
SAMNANGER SENTERPARTI;12;1242;Kommuneparti;131;10,3;2;2014;1 306,00;1 569,38;2 875,38
Os Arbeidarparti;12;1243;Kommuneparti;1702;19,4;7;2014;1 306,00;20 389,96;21 695,96
Os Framstegsparti;12;1243;Kommuneparti;3310;37,7;13;2014;1 306,00;39 653,80;40 959,80
Os Høyre;12;1243;Kommuneparti;1406;16;6;2014;1 306,00;16 843,88;18 149,88
Os KrF;12;1243;Kommuneparti;467;5,3;2;2014;1 306,00;5 594,66;6 900,66
MILJØPARTIET DEI GRØNE I OS;12;1243;Kommuneparti;89;1;0;2014;0,00;1 066,22;1 066,22
OS SENTERPARTI;12;1243;Kommuneparti;292;3,3;1;2014;1 306,00;3 498,16;4 804,16
Os Sv;12;1243;Kommuneparti;156;1,8;0;2014;0,00;1 868,88;1 868,88
OS VENSTRE;12;1243;Kommuneparti;469;5,3;2;2014;1 306,00;5 618,62;6 924,62
Austevoll Arbeiderparti;12;1244;Kommuneparti;191;7,4;2;2014;1 306,00;2 288,18;3 594,18
Austevoll Framstegsparti;12;1244;Kommuneparti;1217;47,4;10;2014;1 306,00;14 579,66;15 885,66
Austevoll KrF;12;1244;Kommuneparti;146;5,7;1;2014;1 306,00;1 749,08;3 055,08
Austevoll Senterparti;12;1244;Kommuneparti;175;6,8;2;2014;1 306,00;2 096,50;3 402,50
Austevoll Venstre;12;1244;Kommuneparti;43;1,7;0;2014;0,00;515,14;515,14
SUND ARBEIDERPARTI;12;1245;Kommuneparti;600;20,1;5;2014;1 306,00;7 188,00;8 494,00
SUND FRP;12;1245;Kommuneparti;487;16,3;4;2014;1 306,00;5 834,26;7 140,26
SUND HØGRE;12;1245;Kommuneparti;1310;43,9;11;2014;1 306,00;15 693,80;16 999,80
SUND KRISTELEG FOLKEPARTI;12;1245;Kommuneparti;139;4,7;1;2014;1 306,00;1 665,22;2 971,22
Sund Sv;12;1245;Kommuneparti;81;2,7;1;2014;1 306,00;970,38;2 276,38
SUND VENSTRELAG;12;1245;Kommuneparti;143;4,8;1;2014;1 306,00;1 713,14;3 019,14
FJELL ARBEIDERPARTI;12;1246;Kommuneparti;2274;21,9;10;2014;1 306,00;27 242,52;28 548,52
FJELL FRP;12;1246;Kommuneparti;1828;17,6;8;2014;1 306,00;21 899,44;23 205,44
Fjell Høgre;12;1246;Kommuneparti;2911;28;13;2014;1 306,00;34 873,78;36 179,78
Fjell KrF;12;1246;Kommuneparti;1000;9,6;4;2014;1 306,00;11 980,00;13 286,00
Kystpartiet i Fjell;12;1246;Kommuneparti;71;0,7;0;2014;0,00;850,58;850,58
Rødt Fjell;12;1246;Kommuneparti;79;0,8;0;2014;0,00;946,42;946,42
Fjell Sv;12;1246;Kommuneparti;174;1,7;1;2014;1 306,00;2 084,52;3 390,52
FJELL VENSTRE;12;1246;Kommuneparti;490;4,7;2;2014;1 306,00;5 870,20;7 176,20
Askøy Arbeiderparti;12;1247;Kommuneparti;3722;30;11;2014;1 306,00;44 589,56;45 895,56
Demokratene i Norge Askøy Lokallag;12;1247;Kommuneparti;522;4,2;2;2014;1 306,00;6 253,56;7 559,56
ASKØY FRP;12;1247;Kommuneparti;2020;16,3;6;2014;1 306,00;24 199,60;25 505,60
ASKØY HØYRE;12;1247;Kommuneparti;4009;32,3;11;2014;1 306,00;48 027,82;49 333,82
Askøy KrF;12;1247;Kommuneparti;760;6,1;2;2014;1 306,00;9 104,80;10 410,80
RØDT ASKØY;12;1247;Kommuneparti;208;1,7;0;2014;0,00;2 491,84;2 491,84
Askøy Sv;12;1247;Kommuneparti;388;3,1;1;2014;1 306,00;4 648,24;5 954,24
ASKØY VENSTRE;12;1247;Kommuneparti;646;5,2;2;2014;1 306,00;7 739,08;9 045,08
Vaksdal Arbeidarparti;12;1251;Kommuneparti;940;44,1;10;2014;1 306,00;11 261,20;12 567,20
VAKSDAL FRP;12;1251;Kommuneparti;146;6,9;1;2014;1 306,00;1 749,08;3 055,08
Vaksdal Høgre;12;1251;Kommuneparti;348;16,3;4;2014;1 306,00;4 169,04;5 475,04
VAKSDAL KRISTELEG FOLKEPARTI;12;1251;Kommuneparti;214;10;2;2014;1 306,00;2 563,72;3 869,72
Rødt Vaksdal;12;1251;Kommuneparti;17;0,8;0;2014;0,00;203,66;203,66
Vaksdal Senterparti;12;1251;Kommuneparti;268;12,6;3;2014;1 306,00;3 210,64;4 516,64
VAKSDAL SOSIALISTISK VENSTREPARTI;12;1251;Kommuneparti;147;6,9;1;2014;1 306,00;1 761,06;3 067,06
OSTERØY ARBEIDERPARTI;12;1253;Kommuneparti;1372;34,7;10;2014;1 306,00;16 436,56;17 742,56
OSTERØY FREMSKRITTSPARTI;12;1253;Kommuneparti;675;17,1;5;2014;1 306,00;8 086,50;9 392,50
Osterøy KrF;12;1253;Kommuneparti;360;9,1;2;2014;1 306,00;4 312,80;5 618,80
Rødt Osterøy;12;1253;Kommuneparti;86;2,2;0;2014;0,00;1 030,28;1 030,28
Osterøy Senterparti;12;1253;Kommuneparti;383;9,7;3;2014;1 306,00;4 588,34;5 894,34
Osterøy Venstre;12;1253;Kommuneparti;214;5,4;1;2014;1 306,00;2 563,72;3 869,72
