partinamn,fylkesnr,kummunenr,partitype,stemmer,relativdel,mandat,utbetalingsar,grunnstonad,stemmestonad,totalt
Folldal Senterparti,4,439,Kommuneparti,433,"44,4",7,2014,"1 306,00","5 187,34","6 493,34"
Folldal SV,4,439,Kommuneparti,106,"10,9",2,2014,"1 306,00","1 269,88","2 575,88"
Os Arbeiderparti,4,441,Kommuneparti,309,"28,6",6,2014,"1 306,00","3 701,82","5 007,82"
OPPLAND ARBEIDERPARTI,5,500,Fylkesparti,35967,"44,1",17,2014,"47 639,00","1 000 961,61","1 048 600,61"
AUF I OPPLAND,5,500,Fylkesungdomsorganisasjon,0,0,0,2014,"0,00","316 149,93","316 149,93"
Oppland Fremskrittsparti,5,500,Fylkesparti,6378,"7,8",3,2014,"47 639,00","177 499,74","225 138,74"
Oppland Fremskrittspartiets Ungdom,5,500,Fylkesungdomsorganisasjon,0,0,0,2014,"0,00","56 062,62","56 062,62"
OPPLAND HØYRE,5,500,Fylkesparti,14477,"17,8",7,2014,"47 639,00","402 894,91","450 533,91"
Oppland Unge Høyre,5,500,Fylkesungdomsorganisasjon,0,0,0,2014,"0,00","127 252,83","127 252,83"
Oppland Kristelig Folkeparti,5,500,Fylkesparti,2757,"3,4",1,2014,"47 639,00","76 727,31","124 366,31"
Oppland Kristent Samlingsparti,5,500,Fylkesparti,210,0,0,2014,"0,00","5 844,30","5 844,30"
MILJØPARTIET DE GRØNNE OPPLAND,5,500,Fylkesparti,931,"1,1",0,2014,"0,00","25 909,73","25 909,73"
OPPLAND GRØNN UNGDOM,5,500,Fylkesungdomsorganisasjon,0,0,0,2014,"0,00","8 183,49","8 183,49"
Oppland Pensjonistparti,5,500,Fylkesparti,1157,"1,4",0,2014,"0,00","32 199,31","32 199,31"
Rødt Oppland,5,500,Fylkesparti,916,"1,1",0,2014,"0,00","25 492,28","25 492,28"
Oppland Rød Ungdom,5,500,Fylkesungdomsorganisasjon,0,0,0,2014,"0,00","8 051,64","8 051,64"
Oppland Senterparti,5,500,Fylkesparti,11200,"13,7",5,2014,"47 639,00","311 696,00","359 335,00"
Oppland Senterungdom,5,500,Fylkesungdomsorganisasjon,0,0,0,2014,"0,00","98 448,00","98 448,00"
Oppland Sv,5,500,Fylkesparti,3195,"3,9",2,2014,"47 639,00","88 916,85","136 555,85"
OPPLAND SOSIALISTISK UNGDOM,5,500,Fylkesungdomsorganisasjon,0,0,0,2014,"0,00","28 084,05","28 084,05"
Oppland Venstre,5,500,Fylkesparti,4045,5,2,2014,"47 639,00","112 572,35","160 211,35"
OPPLAND UNGE VENSTRE,5,500,Fylkesungdomsorganisasjon,0,0,0,2014,"0,00","35 555,55","35 555,55"
LILLEHAMMER ARBEIDERPARTI,5,501,Kommuneparti,5204,"39,7",19,2014,"1 306,00","62 343,92","63 649,92"
LILLEHAMMER FREMSKRITTSPARTI,5,501,Kommuneparti,726,"5,5",3,2014,"1 306,00","8 697,48","10 003,48"
Lillehammer Høyre,5,501,Kommuneparti,3018,23,11,2014,"1 306,00","36 155,64","37 461,64"
MILJØPARTIET DE GRØNNE LILLEHAMMER,5,501,Kommuneparti,283,"2,2",1,2014,"1 306,00","3 390,34","4 696,34"
Lillehammer Pensjonistparti,5,501,Kommuneparti,186,"1,4",0,2014,"0,00","2 228,28","2 228,28"
Rødt Lillehammer,5,501,Kommuneparti,475,"3,6",2,2014,"1 306,00","5 690,50","6 996,50"
Lillehammer Senterparti,5,501,Kommuneparti,694,"5,3",2,2014,"1 306,00","8 314,12","9 620,12"
LILLEHAMMER SOSIALISTISK VESTREPARTI,5,501,Kommuneparti,636,"4,9",2,2014,"1 306,00","7 619,28","8 925,28"
LILLEHAMMER VENSTRE,5,501,Kommuneparti,1286,"9,8",5,2014,"1 306,00","15 406,28","16 712,28"
GJØVIK ARBEIDERPARTI,5,502,Kommuneparti,5998,"43,1",20,2014,"1 306,00","71 856,04","73 162,04"
GJØVIK FRP,5,502,Kommuneparti,734,"5,3",2,2014,"1 306,00","8 793,32","10 099,32"
Gjøvik Høyre,5,502,Kommuneparti,3336,24,11,2014,"1 306,00","39 965,28","41 271,28"
Gjøvik KrF,5,502,Kommuneparti,627,"4,5",2,2014,"1 306,00","7 511,46","8 817,46"
MILJØPARTIET DE GRØNNE GJØVIK,5,502,Kommuneparti,145,1,0,2014,"0,00","1 737,10","1 737,10"
Gjøvik Pensjonistparti,5,502,Kommuneparti,573,"4,1",2,2014,"1 306,00","6 864,54","8 170,54"
Rødt Gjøvik,5,502,Kommuneparti,300,"2,2",1,2014,"1 306,00","3 594,00","4 900,00"
Gjøvik Senterparti,5,502,Kommuneparti,975,7,3,2014,"1 306,00","11 680,50","12 986,50"
Gjøvik Sv,5,502,Kommuneparti,412,3,1,2014,"1 306,00","4 935,76","6 241,76"
Gjøvik Venstre,5,502,Kommuneparti,801,"5,8",3,2014,"1 306,00","9 595,98","10 901,98"
Dovre Arbeidarparti,5,511,Kommuneparti,463,"34,1",6,2014,"1 306,00","5 546,74","6 852,74"
Dovre Framstegsparti,5,511,Kommuneparti,78,"5,8",1,2014,"1 306,00","934,44","2 240,44"
Dovre Høyre,5,511,Kommuneparti,138,"10,2",2,2014,"1 306,00","1 653,24","2 959,24"
Dovre Senterparti,5,511,Kommuneparti,677,"49,9",8,2014,"1 306,00","8 110,46","9 416,46"
Lesja Arbeidarparti,5,512,Kommuneparti,491,"42,1",9,2014,"1 306,00","5 882,18","7 188,18"
Lesja Høyre,5,512,Kommuneparti,170,"14,6",3,2014,"1 306,00","2 036,60","3 342,60"
Lesja Senterparti,5,512,Kommuneparti,428,"36,7",8,2014,"1 306,00","5 127,44","6 433,44"
Lesja Venstre,5,512,Kommuneparti,76,"6,5",1,2014,"1 306,00","910,48","2 216,48"
Skjåk Arbeidarparti,5,513,Kommuneparti,486,"40,6",8,2014,"1 306,00","5 822,28","7 128,28"
Skjåk Senterparti,5,513,Kommuneparti,566,"47,3",10,2014,"1 306,00","6 780,68","8 086,68"
Lom Arbeidarparti,5,514,Kommuneparti,388,"32,5",5,2014,"1 306,00","4 648,24","5 954,24"
Lom Senterparti,5,514,Kommuneparti,390,"32,6",6,2014,"1 306,00","4 672,20","5 978,20"
VÅGÅ ARBEIDERPARTI,5,515,Kommuneparti,1185,"58,3",13,2014,"1 306,00","14 196,30","15 502,30"
Vågå Senterparti,5,515,Kommuneparti,288,"14,2",3,2014,"1 306,00","3 450,24","4 756,24"
NORDFRON ARBEIDERPARTI,5,516,Kommuneparti,1152,38,10,2014,"1 306,00","13 800,96","15 106,96"
NORD-FRON FRP,5,516,Kommuneparti,151,5,1,2014,"1 306,00","1 808,98","3 114,98"
Nord-Fron Høyre,5,516,Kommuneparti,365,"12,1",3,2014,"1 306,00","4 372,70","5 678,70"
Nord-Fron KrF,5,516,Kommuneparti,110,"3,6",1,2014,"1 306,00","1 317,80","2 623,80"
Nord-Fron Senterparti,5,516,Kommuneparti,887,"29,3",7,2014,"1 306,00","10 626,26","11 932,26"
Nord-Fron Venstre,5,516,Kommuneparti,299,"9,9",3,2014,"1 306,00","3 582,02","4 888,02"
Sel og Heidal Arbeiderparti,5,517,Kommuneparti,1619,"60,8",15,2014,"1 306,00","19 395,62","20 701,62"
SEL HØYRE,5,517,Kommuneparti,526,"19,8",5,2014,"1 306,00","6 301,48","7 607,48"
Sel KrF,5,517,Kommuneparti,82,"3,1",1,2014,"1 306,00","982,36","2 288,36"
Sel og Heidal Senterparti,5,517,Kommuneparti,302,"11,3",3,2014,"1 306,00","3 617,96","4 923,96"
SØR-FRON ARBEIDERPARTI,5,519,Kommuneparti,770,"46,6",9,2014,"1 306,00","9 224,60","10 530,60"
Sør-Fron Høyre,5,519,Kommuneparti,74,"4,5",1,2014,"1 306,00","886,52","2 192,52"
Sør-Fron Senterparti,5,519,Kommuneparti,484,"29,3",5,2014,"1 306,00","5 798,32","7 104,32"
RINGEBU ARBEIDERPARTI,5,520,Kommuneparti,534,22,5,2014,"1 306,00","6 397,32","7 703,32"
Ringebu Framstegsparti,5,520,Kommuneparti,87,"3,6",1,2014,"1 306,00","1 042,26","2 348,26"
Ringebu Høyre,5,520,Kommuneparti,102,"4,2",1,2014,"1 306,00","1 221,96","2 527,96"
Ringebu-Fåvang Senterparti,5,520,Kommuneparti,599,"24,7",5,2014,"1 306,00","7 176,02","8 482,02"
RINGEBU VENSTRE,5,520,Kommuneparti,378,"15,6",3,2014,"1 306,00","4 528,44","5 834,44"
Øyer Arbeiderparti,5,521,Kommuneparti,684,"29,8",8,2014,"1 306,00","8 194,32","9 500,32"
Øyer Høyre,5,521,Kommuneparti,798,"34,7",9,2014,"1 306,00","9 560,04","10 866,04"
Øyer KrF,5,521,Kommuneparti,125,"5,4",1,2014,"1 306,00","1 497,50","2 803,50"
Øyer Senterparti,5,521,Kommuneparti,492,"21,4",5,2014,"1 306,00","5 894,16","7 200,16"
Øyer Sv,5,521,Kommuneparti,102,"4,4",1,2014,"1 306,00","1 221,96","2 527,96"
Øyer Venstre,5,521,Kommuneparti,96,"4,2",1,2014,"1 306,00","1 150,08","2 456,08"
Gausdal Senterparti,5,522,Kommuneparti,544,"19,4",5,2014,"1 306,00","6 517,12","7 823,12"
Gausdal Sv,5,522,Kommuneparti,80,"2,9",0,2014,"0,00","958,40","958,40"
Gausdal Venstre,5,522,Kommuneparti,398,"14,2",3,2014,"1 306,00","4 768,04","6 074,04"
Østre Toten Arbeiderparti,5,528,Kommuneparti,2664,"38,3",11,2014,"1 306,00","31 914,72","33 220,72"
ØSTRE TOTEN FRP,5,528,Kommuneparti,427,"6,1",2,2014,"1 306,00","5 115,46","6 421,46"
ØSTRE TOTEN HØYRE,5,528,Kommuneparti,956,"13,7",4,2014,"1 306,00","11 452,88","12 758,88"
Østre Toten KrF,5,528,Kommuneparti,311,"4,5",1,2014,"1 306,00","3 725,78","5 031,78"
Østre Toten Senterparti,5,528,Kommuneparti,1740,25,8,2014,"1 306,00","20 845,20","22 151,20"
